,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,wID,x,y,Views,Weight,Main topic,Subtopic
378,2.0,118478.0,"Светин, Михаил Семёнович",18.0,0.9946250915527344,Q4410277,Culture.Biography.Biography*,233.0,4619.116238537346,111.0,10.0,132.0,11.919192,118478.0,249.21263,2894.9858,4324.0,1.9892501831054688,Culture,Biography*
379,1.0,118638.0,"Дворжецкая, Нина Игоревна",17.0,0.9978272914886476,Q4155990,Culture.Biography.Biography*,233.0,0.0,134.0,22.0,0.0,10.0,118638.0,-542.8914,-2786.4359999999997,846.0,0.9978272914886476,Culture,Biography*
380,2.0,118765.0,Фагоцитоз,19.0,0.8354935646057129,Q184726,STEM.Medicine_&_Health,192.0,3099.0,192.0,17.0,192.0,11.919192,118765.0,2244.201,-978.82196,5044.0,1.6709871292114258,STEM,Medicine_&_Health
381,1.0,119877.0,"Кондулайнен, Елена Ивановна",11.0,0.9951046109199524,Q4230670,Culture.Biography.Biography*,192.0,0.0,192.0,1.0,192.0,10.0,119877.0,1392.2922,-785.06177,2129.0,0.9951046109199524,Culture,Biography*
382,6.0,121320.0,Силезия,31.0,0.9553291201591492,Q81720,Geography.Regions.Europe.Europe*,77.0,15481.5,0.0,1.0,255.0,19.595959,121320.0,1152.1173,-1433.9556,2308.0,5.731974720954895,Geography,Europe*
383,3.0,121433.0,Венецианский кинофестиваль,9.0,0.59267657995224,Q49024,Geography.Regions.Europe.Europe*,0.0,35420.88542095041,127.0,13.0,150.0,13.838384,121433.0,2702.9666,533.5664,7479.0,1.77802973985672,Geography,Europe*
384,1.0,122123.0,PDP-11,31.0,0.9995221495628356,Q1327833,STEM.Computing,77.0,0.0,0.0,1.0,255.0,10.0,122123.0,1063.6492,-1240.8856,729.0,0.9995221495628356,STEM,Computing
385,1.0,122651.0,"Китон, Бастер",17.0,0.9982553720474244,Q103949,Culture.Biography.Biography*,233.0,0.0,134.0,22.0,0.0,10.0,122651.0,-758.74744,-2566.3826,1706.0,0.9982553720474244,Culture,Biography*
386,2.0,122680.0,"Кантария, Мелитон Варламович",10.0,0.9732507467269896,Q328301,Culture.Biography.Biography*,71.0,14736.251604574669,78.0,9.0,195.0,11.919192,122680.0,-244.02211,-1846.5713,1475.0,1.9465014934539793,Culture,Biography*
387,24.0,122793.0,ТВ Центр,30.0,0.9724247455596924,Q1726530,History_and_Society.Society,208.0,227124.917018765,65.0,10.0,227.0,54.141415,122793.0,-1368.8724,703.3241,2070.0,23.338193893432617,History_and_Society,Society
388,1.0,122947.0,"Фуке, Николя",18.0,0.9850529432296752,Q312794,Culture.Biography.Biography*,233.0,0.0,111.0,10.0,132.0,10.0,122947.0,218.45235,2583.987,847.0,0.9850529432296752,Culture,Biography*
389,1.0,123097.0,"Аннан, Нане",3.0,0.9952548146247864,Q3742229,Culture.Biography.Biography*,94.0,0.0,158.0,25.0,0.0,10.0,123097.0,1663.9171,2299.236,424.0,0.9952548146247864,Culture,Biography*
390,2.0,123306.0,Рен,26.0,0.9553291201591492,Q647,Geography.Regions.Europe.Europe*,0.0,0.0,65.0,2.0,253.0,11.919192,123306.0,-938.0400400000001,-822.42737,1039.0,1.9106582403182983,Geography,Europe*
391,1.0,123984.0,"Каверин, Вениамин Александрович",27.0,0.9883227348327636,Q467741,Culture.Biography.Biography*,192.0,0.0,192.0,22.0,192.0,10.0,123984.0,-930.4124,-1.2961006000000002,3119.0,0.9883227348327636,Culture,Biography*
392,1.0,124802.0,"Фейгин, Марк Захарович",3.0,0.9859463572502136,Q4482390,Culture.Biography.Biography*,94.0,0.0,158.0,16.0,0.0,10.0,124802.0,1888.0406,1909.0641,878.0,0.9859463572502136,Culture,Biography*
393,5.0,125313.0,Норд-Ост (мюзикл),18.0,0.9825675487518308,Q2747,Culture.Media.Media*,233.0,1186.6490524214908,111.0,10.0,132.0,17.676767,125313.0,215.83087,2953.44,3996.0,4.912837743759154,Culture,Media*
394,11.0,127688.0,Ураза-байрам,16.0,0.946606695652008,Q464458,Culture.Philosophy_and_religion,18.0,73821.4484507729,125.0,33.0,98.0,29.19192,127688.0,2125.3267,-1979.7485,1851.0,10.412673652172087,Culture,Philosophy_and_religion
395,3.0,127822.0,Симеиз,19.0,0.994098961353302,Q514390,Geography.Regions.Europe.Europe*,192.0,30228.39322790976,192.0,7.0,192.0,13.838384,127822.0,2349.8643,-586.2033700000002,1983.0,2.982296884059906,Geography,Europe*
396,3.0,127946.0,"Угольников, Игорь Станиславович",18.0,0.9969346523284912,Q4469099,Culture.Biography.Biography*,233.0,3355.325918388517,111.0,10.0,132.0,13.838384,127946.0,406.68008,2821.7112,2178.0,2.9908039569854736,Culture,Biography*
397,1.0,128529.0,"Азер, Ирина Абдуррезаевна",8.0,0.9992059469223022,Q4058236,Culture.Biography.Biography*,15.0,0.0,102.0,10.0,163.0,10.0,128529.0,1777.4498,-2760.027,2596.0,0.9992059469223022,Culture,Biography*
398,6.0,128893.0,Адъютант его превосходительства,2.0,0.9883227348327636,Q4058018,History_and_Society.Military_and_warfare,167.0,25400.65444743696,127.0,3.0,0.0,19.595959,128893.0,-3162.9106,587.2216,2130.0,5.929936408996581,History_and_Society,Military_and_warfare
399,2.0,128930.0,Джерри Магуайер,9.0,0.9942797422409058,Q329131,Culture.Media.Films,0.0,3099.0,127.0,13.0,150.0,11.919192,128930.0,2586.5552,265.48013,2224.0,1.9885594844818115,Culture,Films
400,23.0,129526.0,"Парк Победы (станция метро, Москва)",5.0,0.9886782765388488,Q1810822,History_and_Society.Transportation,192.0,16570.438807873314,192.0,30.0,192.0,52.22222,129526.0,3950.0933,-1724.5179999999998,3084.0,22.73960036039352,History_and_Society,Transportation
401,2.0,129595.0,Каллиграфия,19.0,0.8872146010398865,Q12681,Culture.Visual_arts.Visual_arts*,192.0,13643.437115472656,192.0,17.0,192.0,11.919192,129595.0,2104.7783,-812.30664,4027.0,1.774429202079773,Culture,Visual_arts*
402,4.0,131285.0,Гобелен,18.0,0.4455395638942719,Q184296,Culture.Visual_arts.Visual_arts*,233.0,9294.0,111.0,10.0,132.0,15.757576,131285.0,-576.8282,3287.4697,3082.0,1.7821582555770876,Culture,Visual_arts*
403,1.0,132010.0,Орден Александра Невского (СССР),31.0,0.8221991658210754,Q11798924,History_and_Society.Society,77.0,0.0,0.0,1.0,255.0,10.0,132010.0,1450.6270000000006,-1311.3159,2231.0,0.8221991658210754,History_and_Society,Society
404,6.0,132972.0,"Арарат (футбольный клуб, Ереван)",29.0,0.9399233460426332,Q332702,Culture.Sports,182.0,33173.00456522024,168.0,4.0,0.0,19.595959,132972.0,1541.7233,203.15143999999998,1497.0,5.639540076255799,Culture,Sports
405,1.0,133549.0,"Чиаурели, Софико Михайловна",16.0,0.992888569831848,Q446914,Culture.Biography.Biography*,18.0,0.0,125.0,3.0,98.0,10.0,133549.0,1858.6057,-1720.1649,2122.0,0.992888569831848,Culture,Biography*
406,1.0,133950.0,"Элиот, Томас Стернз",3.0,0.9947898983955384,Q37767,Culture.Biography.Biography*,94.0,0.0,158.0,16.0,0.0,10.0,133950.0,1641.7164,2268.8887,1927.0,0.9947898983955384,Culture,Biography*
407,2.0,134272.0,Сиена,3.0,0.9863731861114502,Q2751,Geography.Regions.Europe.Europe*,94.0,17543.365598421147,158.0,16.0,0.0,11.919192,134272.0,1519.6625,2416.687,1703.0,1.9727463722229004,Geography,Europe*
408,1.0,134480.0,"Морозов, Савва Тимофеевич",3.0,0.984585464000702,Q1392466,Culture.Biography.Biography*,94.0,0.0,158.0,9.0,0.0,10.0,134480.0,1703.674,2321.5784,3226.0,0.984585464000702,Culture,Biography*
409,4.0,134866.0,Ку! Кин-дза-дза,0.0,0.9886782765388488,Q4243413,Culture.Media.Media*,0.0,2.333333333333333,105.0,12.0,208.0,15.757576,134866.0,-2128.9526,1090.5463,1959.0,3.954713106155395,Culture,Media*
410,1.0,135904.0,Анахронизм,28.0,0.38492217659950256,Q189203,History_and_Society.Society,192.0,0.0,192.0,18.0,192.0,10.0,135904.0,762.10065,-421.47655999999995,2073.0,0.38492217659950256,History_and_Society,Society
411,1.0,136437.0,Бергамо,24.0,0.952584147453308,Q628,Geography.Regions.Europe.Europe*,0.0,0.0,172.0,0.0,0.0,10.0,136437.0,275.45224,386.19153,2484.0,0.952584147453308,Geography,Europe*
412,5.0,136799.0,Маккартизм,14.0,0.9344051480293274,Q207066,History_and_Society.Society,82.0,42763.90007445911,134.0,7.0,0.0,17.676767,136799.0,-2321.2522,64.52613000000001,2362.0,4.672025740146637,History_and_Society,Society
413,11.0,137178.0,Финансовый университет при Правительстве Российской Федерации,30.0,0.9173126816749572,Q1416632,History_and_Society.Education,208.0,30504.012763804923,65.0,10.0,227.0,29.19192,137178.0,-1672.3433,583.1298,3393.0,10.090439498424528,History_and_Society,Education
414,2.0,137283.0,"Бодлер, Шарль",17.0,0.9965265989303588,Q501,Culture.Biography.Biography*,233.0,3099.0,134.0,22.0,0.0,11.919192,137283.0,-906.5715,-2947.566,2493.0,1.9930531978607176,Culture,Biography*
415,12.0,137597.0,"Садовничий, Виктор Антонович",18.0,0.994098961353302,Q2622956,Culture.Biography.Biography*,233.0,29961.204750244764,111.0,10.0,132.0,31.111109999999996,137597.0,-575.5213,2223.6973,3499.0,11.929187536239624,Culture,Biography*
416,26.0,137995.0,Аркенстон,38.0,0.9324633479118348,Q3296261,Culture.Literature,192.0,596.9488139705555,192.0,32.0,192.0,57.979797,137995.0,1043.0239,-2697.2944,630.0,24.244047045707706,Culture,Literature
417,3.0,139172.0,Неолиберализм,31.0,0.8596737384796143,Q162719,History_and_Society.Politics_and_government,77.0,87567.32975603768,0.0,16.0,255.0,13.838384,139172.0,1101.7805,-1133.5653,3710.0,2.5790212154388428,History_and_Society,Politics_and_government
418,2.0,139244.0,Like a Prayer,3.0,0.9954004287719728,Q252447,Culture.Media.Media*,94.0,6196.0,158.0,16.0,0.0,11.919192,139244.0,2323.1448,2200.3289999999997,467.0,1.9908008575439455,Culture,Media*
419,2.0,139624.0,Траппы,30.0,0.9879562258720398,Q7835547,STEM.Earth_and_environment,208.0,3099.0,65.0,18.0,227.0,11.919192,139624.0,-1535.5803,637.9165,755.0,1.9759124517440796,STEM,Earth_and_environment
420,1.0,140879.0,"Белл, Джейми",32.0,0.9986429810523988,Q297071,Culture.Biography.Biography*,192.0,0.0,192.0,38.0,192.0,10.0,140879.0,-677.04333,753.3459,3137.0,0.9986429810523988,Culture,Biography*
421,10.0,141445.0,Дортмунд,24.0,0.9867871999740601,Q1295,Geography.Regions.Europe.Western_Europe,0.0,111552.1213065623,172.0,0.0,0.0,27.272728000000004,141445.0,457.58603,931.8819599999999,2920.0,9.8678719997406,Geography,Western_Europe
422,5.0,141459.0,Гельзенкирхен,26.0,0.9961855411529541,Q2765,Geography.Regions.Europe.Western_Europe,0.0,27843.424034346004,65.0,2.0,253.0,17.676767,141459.0,-1836.3259,-1347.4266,1299.0,4.9809277057647705,Geography,Western_Europe
423,6.0,141865.0,"Леоне, Серджо",15.0,0.9989450573921204,Q164562,Culture.Biography.Biography*,192.0,40404.696037653055,192.0,13.0,192.0,19.595959,141865.0,1297.1093,-1866.6909,2197.0,5.993670344352722,Culture,Biography*
424,3.0,141898.0,"Жене, Жан",28.0,0.9990700483322144,Q184622,Culture.Biography.Biography*,192.0,27304.246520851626,192.0,18.0,192.0,13.838384,141898.0,884.47546,-519.39923,2970.0,2.997210144996643,Culture,Biography*
425,4.0,142757.0,Ракета (теплоход),39.0,0.8933194279670715,Q1561016,History_and_Society.Transportation,133.0,9293.0,36.0,31.0,236.0,15.757576,142757.0,1177.5323,2101.1855,1584.0,3.573277711868286,History_and_Society,Transportation
426,2.0,142762.0,Судно на подводных крыльях,39.0,0.5156299471855164,Q657819,History_and_Society.Transportation,133.0,0.0,36.0,31.0,236.0,11.919192,142762.0,703.8979,2197.2727,2072.0,1.0312598943710327,History_and_Society,Transportation
427,3.0,143747.0,"Лисянский, Юрий Фёдорович",6.0,0.9790457487106324,Q1713896,Culture.Biography.Biography*,192.0,0.0,192.0,23.0,192.0,13.838384,143747.0,-1443.2233,2012.6548,1383.0,2.9371372461318974,Culture,Biography*
428,3.0,143860.0,"Валенса, Лех",30.0,0.9969346523284912,Q444,Culture.Biography.Biography*,208.0,2369.560331222571,65.0,10.0,227.0,13.838384,143860.0,-1486.1584,345.86078,2090.0,2.9908039569854736,Culture,Biography*
429,22.0,143963.0,Филёвская линия,5.0,0.9859463572502136,Q834540,History_and_Society.Transportation,192.0,22307.587646922755,192.0,30.0,192.0,50.303032,143963.0,3675.9895,-954.5688,2689.0,21.6908198595047,History_and_Society,Transportation
430,5.0,144052.0,"Геращенко, Виктор Владимирович",18.0,0.9732507467269896,Q4136108,Culture.Biography.Biography*,233.0,16802.294379408413,111.0,10.0,132.0,17.676767,144052.0,-860.8776,3092.2642,1918.0,4.866253733634948,Culture,Biography*
431,3.0,144410.0,"Барышня-крестьянка (фильм, 1995)",37.0,0.8080772161483765,Q4078888,Culture.Media.Media*,192.0,6196.999999999999,192.0,3.0,192.0,13.838384,144410.0,-1602.4902,1620.9037,2023.0,2.4242316484451294,Culture,Media*
432,1.0,144458.0,День свадьбы придётся уточнить,17.0,0.91965252161026,Q4158417,History_and_Society.Military_and_warfare,233.0,0.0,134.0,22.0,0.0,10.0,144458.0,-772.8005,-2963.2607,272.0,0.91965252161026,History_and_Society,Military_and_warfare
433,3.0,144521.0,Зимний вечер в Гаграх,3.0,0.8221991658210754,Q4191989,Culture.Media.Media*,94.0,38014.82380978574,158.0,10.0,0.0,13.838384,144521.0,1502.9187,2288.926,3840.0,2.4665974974632263,Culture,Media*
434,2.0,144731.0,Новруз,16.0,0.6370407938957214,Q483236,Culture.Philosophy_and_religion,18.0,0.0,125.0,33.0,98.0,11.919192,144731.0,2320.6548,-1811.8129999999999,2151.0,1.2740815877914429,Culture,Philosophy_and_religion
435,1.0,145162.0,Когда деревья были большими,39.0,0.8903042674064636,Q4226034,Culture.Media.Films,133.0,0.0,36.0,3.0,236.0,10.0,145162.0,796.24554,1959.649,2143.0,0.8903042674064636,Culture,Films
436,2.0,145167.0,Баллада о доблестном рыцаре Айвенго,10.0,0.9539760947227478,Q4076716,Culture.Media.Media*,71.0,0.0,78.0,9.0,195.0,11.919192,145167.0,247.36807000000002,-1427.2556,1260.0,1.9079521894454956,Culture,Media*
437,1.0,145192.0,Любовь с привилегиями,16.0,0.9324633479118348,Q4271862,History_and_Society.Military_and_warfare,18.0,0.0,125.0,10.0,98.0,10.0,145192.0,1984.0796,-2031.9297,737.0,0.9324633479118348,History_and_Society,Military_and_warfare
438,2.0,145508.0,"Блюмкин, Яков Григорьевич",8.0,0.9777238368988036,Q1679623,Culture.Biography.Biography*,15.0,9291.0,102.0,37.0,163.0,11.919192,145508.0,2447.71,-2709.61,2983.0,1.9554476737976072,Culture,Biography*
439,5.0,145992.0,"Третьяк, Владислав Александрович",29.0,0.997758150100708,Q316864,Culture.Biography.Biography*,182.0,49861.48938629701,168.0,4.0,0.0,17.676767,145992.0,1530.4734,729.1508,3458.0,4.98879075050354,Culture,Biography*
440,5.0,146026.0,"Недвед, Павел",26.0,0.998977780342102,Q171295,Culture.Biography.Biography*,0.0,125955.20691286275,65.0,2.0,253.0,17.676767,146026.0,-2045.7162,-909.1097,4467.0,4.99488890171051,Culture,Biography*
441,3.0,146387.0,Неоконченная пьеса для механического пианино,17.0,0.8903042674064636,Q1964094,Culture.Media.Films,233.0,12369.0,134.0,22.0,0.0,13.838384,146387.0,-1037.5208,-2784.0764,1707.0,2.670912802219391,Culture,Films
442,2.0,146562.0,"Бестемьянова, Наталья Филимоновна",18.0,0.99745911359787,Q271535,Culture.Biography.Biography*,233.0,3099.0,111.0,10.0,132.0,11.919192,146562.0,36.003265,2774.4570000000012,695.0,1.99491822719574,Culture,Biography*
443,1.0,146698.0,Сандро Боттичелли,12.0,0.9939124584197998,Q5669,Culture.Biography.Biography*,192.0,0.0,192.0,34.0,192.0,10.0,146698.0,1064.2948,1069.256,3193.0,0.9939124584197998,Culture,Biography*
444,7.0,146901.0,"Кара-Мурза, Сергей Георгиевич",33.0,0.9867871999740601,Q129133,Culture.Biography.Biography*,23.0,3099.0,140.0,21.0,0.0,21.515152,146901.0,-594.8165,1694.6545,2927.0,6.90751039981842,Culture,Biography*
445,6.0,147043.0,Кара-Мурза,33.0,0.40734341740608215,Q4213409,Culture.Linguistics,23.0,0.0,140.0,21.0,0.0,19.595959,147043.0,-971.29083,1263.5430000000001,996.0,2.444060504436493,Culture,Linguistics
446,19.0,147191.0,Центральный комитет КПСС,27.0,0.7186043858528137,Q1971373,History_and_Society.Military_and_warfare,192.0,301689.55300632573,192.0,22.0,192.0,44.545456,147191.0,-380.13293,110.49354,1872.0,13.65348333120346,History_and_Society,Military_and_warfare
447,1.0,147914.0,По следам бременских музыкантов,9.0,0.9841036200523376,Q4366111,Culture.Media.Media*,0.0,0.0,127.0,3.0,150.0,10.0,147914.0,2975.3552,165.90688,1873.0,0.9841036200523376,Culture,Media*
448,8.0,148248.0,"Павлов, Валентин Сергеевич",14.0,0.9697954058647156,Q435367,Culture.Biography.Biography*,82.0,21974.00682772711,134.0,7.0,0.0,23.434343,148248.0,-2539.7605,-218.60967999999997,1126.0,7.758363246917725,Culture,Biography*
449,2.0,148498.0,Фильмография Мадонны,3.0,0.9970290064811708,Q2622543,Culture.Media.Media*,94.0,3099.0,158.0,16.0,0.0,11.919192,148498.0,1700.2405,2037.6752,661.0,1.9940580129623415,Culture,Media*
450,2.0,148576.0,Культурная революция в Китае,21.0,0.9416641592979432,Q8690,History_and_Society.Society,132.0,3098.9999999999995,136.0,12.0,0.0,11.919192,148576.0,-3210.0505,-350.09195,3669.0,1.8833283185958865,History_and_Society,Society
451,10.0,149243.0,"Вишневская, Галина Павловна",18.0,0.9964163899421692,Q230916,Culture.Biography.Biography*,233.0,10049.99632196208,111.0,10.0,132.0,27.272728000000004,149243.0,895.2491,2727.7686,2568.0,9.964163899421692,Culture,Biography*
452,4.0,149319.0,Василий II Болгаробойца,19.0,0.9890230894088744,Q41833,Culture.Biography.Biography*,192.0,18572.0,192.0,17.0,192.0,15.757576,149319.0,2482.3074,-566.9833,1308.0,3.9560923576354976,Culture,Biography*
453,2.0,150652.0,Электрическая дуга,19.0,0.320831298828125,Q207456,STEM.Technology,192.0,3099.0,192.0,17.0,192.0,11.919192,150652.0,2209.7046,-950.3439999999999,1982.0,0.64166259765625,STEM,Technology
454,3.0,150855.0,"Габриадзе, Резо Леванович",0.0,0.990301549434662,Q1963983,Culture.Biography.Biography*,0.0,0.3333333333333333,105.0,12.0,208.0,13.838384,150855.0,-1702.0505,1402.8228,1236.0,2.970904648303986,Culture,Biography*
455,3.0,151027.0,Сказка странствий,9.0,0.7773098945617676,Q4421399,Culture.Media.Films,0.0,44899.49523085022,127.0,3.0,150.0,13.838384,151027.0,2856.5398,791.8872,1655.0,2.3319296836853027,Culture,Films
456,5.0,151043.0,"Митта, Александр Наумович",2.0,0.9986429810523988,Q1390108,Culture.Biography.Biography*,167.0,39944.4963578653,127.0,3.0,0.0,17.676767,151043.0,-2453.4666,606.0454,6077.0,4.993214905261994,Culture,Biography*
457,1.0,151125.0,"Сальери, Антонио",18.0,0.9970290064811708,Q51088,Culture.Biography.Biography*,233.0,0.0,111.0,10.0,132.0,10.0,151125.0,-390.99515,3110.2576,3775.0,0.9970290064811708,Culture,Biography*
458,2.0,151875.0,"Кутуньо, Тото",21.0,0.9951046109199524,Q487473,Culture.Biography.Biography*,132.0,3099.0,136.0,12.0,0.0,11.919192,151875.0,-3338.0947,-776.8796,2573.0,1.9902092218399048,Culture,Biography*
459,4.0,152788.0,"Овечкин, Александр Михайлович",31.0,0.998309314250946,Q311374,Culture.Biography.Biography*,77.0,6821.925499428055,0.0,1.0,255.0,15.757576,152788.0,445.366,-1094.4381,12905.0,3.993237257003784,Culture,Biography*
460,6.0,152991.0,"Высота (фильм, 1957)",0.0,0.7826725244522095,Q4129506,Culture.Media.Films,0.0,46780.860646564346,105.0,11.0,208.0,19.595959,152991.0,-1854.3708,881.72186,2210.0,4.696035146713257,Culture,Films
461,4.0,153094.0,"Тредиаковский, Василий Кириллович",8.0,0.9890230894088744,Q557575,Culture.Biography.Biography*,15.0,10409.64129747337,102.0,21.0,163.0,15.757576,153094.0,1714.7328,-2399.1772,1983.0,3.9560923576354976,Culture,Biography*
462,1.0,153815.0,Кладбище Сент-Женевьев-де-Буа,19.0,0.8962613940238953,Q631270,Geography.Regions.Europe.Europe*,192.0,0.0,192.0,17.0,192.0,10.0,153815.0,1999.6792,-562.6122,1714.0,0.8962613940238953,Geography,Europe*
463,8.0,154033.0,Энн Райс,9.0,1.0000100135803225,Q184785,Culture.Biography.Biography*,0.0,0.0,127.0,13.0,150.0,23.434343,154033.0,2643.2622,826.56116,1366.0,8.00008010864258,Culture,Biography*
464,1.0,154097.0,"Шиловский, Всеволод Николаевич",39.0,0.9963027834892272,Q4265604,Culture.Biography.Biography*,133.0,0.0,36.0,3.0,236.0,10.0,154097.0,987.6098599999999,1804.0746,1958.0,0.9963027834892272,Culture,Biography*
465,2.0,154214.0,Ядерный ракетный двигатель,20.0,0.8439050912857056,Q1211136,STEM.Technology,234.0,0.0,159.0,1.0,0.0,11.919192,154214.0,-3205.2144,-1086.78,1770.0,1.6878101825714111,STEM,Technology
466,2.0,154393.0,"Тома, Светлана Андреевна",8.0,0.9952548146247864,Q463809,Culture.Biography.Biography*,15.0,3099.0,102.0,11.0,163.0,11.919192,154393.0,2375.7178,-2873.6624,2879.0,1.9905096292495728,Culture,Biography*
467,1.0,154441.0,"Шаров, Александр Израилевич",39.0,0.8991314172744751,Q4060967,Culture.Biography.Biography*,133.0,0.0,36.0,3.0,236.0,10.0,154441.0,316.092,1621.6375,410.0,0.8991314172744751,Culture,Biography*
468,11.0,154444.0,"Кара-Мурза, Владимир Владимирович",33.0,0.9820237755775452,Q4213414,Culture.Biography.Biography*,23.0,17010.24738397042,140.0,21.0,0.0,29.19192,154444.0,-934.82745,1302.9343,12309.0,10.802261531352997,Culture,Biography*
469,1.0,154656.0,Сольфеджио,18.0,0.4225146472454071,Q159563,Culture.Media.Media*,233.0,0.0,111.0,10.0,132.0,10.0,154656.0,-115.87499,2948.386,4677.0,0.4225146472454071,Culture,Media*
470,2.0,154777.0,С-75,1.0,0.9994572401046752,Q163186,History_and_Society.Military_and_warfare,0.0,6196.0,153.0,6.0,89.0,11.919192,154777.0,2080.745,1639.6465,2583.0,1.9989144802093504,History_and_Society,Military_and_warfare
471,2.0,154836.0,"Можайский, Александр Фёдорович",8.0,0.9706977605819702,Q365820,Culture.Biography.Biography*,15.0,47110.48533731432,102.0,10.0,163.0,11.919192,154836.0,2113.3003,-2876.0803,1542.0,1.9413955211639404,Culture,Biography*
472,8.0,154878.0,"Кара-Мурза, Владимир Алексеевич",33.0,0.9820237755775452,Q4213412,Culture.Biography.Biography*,23.0,26057.309025224084,140.0,21.0,0.0,23.434343,154878.0,-542.33875,1580.399,8168.0,7.856190204620361,Culture,Biography*
473,1.0,154950.0,"Менглет, Майя Георгиевна",8.0,0.9966334104537964,Q4290347,Culture.Biography.Biography*,15.0,0.0,102.0,10.0,163.0,10.0,154950.0,2055.6553,-2519.946,2640.0,0.9966334104537964,Culture,Biography*
474,15.0,154999.0,"Гурченко, Людмила Марковна",18.0,0.9959398508071899,Q68537,Culture.Biography.Biography*,233.0,117542.59470850173,111.0,10.0,132.0,36.868687,154999.0,-165.34357,2870.0127,39660.0,14.93909776210785,Culture,Biography*
475,7.0,156090.0,"Нетто, Игорь Александрович",29.0,0.9991540908813475,Q48355,Culture.Biography.Biography*,182.0,1569.7290550912844,168.0,4.0,0.0,21.515152,156090.0,2002.8287,-202.57388,1033.0,6.994078636169433,Culture,Biography*
476,2.0,156395.0,"Памфилова, Элла Александровна",7.0,0.9344051480293274,Q458100,Culture.Biography.Biography*,192.0,1238.5942026138412,192.0,10.0,192.0,11.919192,156395.0,2687.7979,-253.05848999999998,9830.0,1.8688102960586548,Culture,Biography*
477,7.0,156516.0,Нюрбургринг,22.0,0.8903042674064636,Q152207,Culture.Sports,192.0,5169.333333333125,192.0,24.0,192.0,21.515152,156516.0,-404.53857,-233.66099999999997,2781.0,6.232129871845245,Culture,Sports
478,1.0,156775.0,"Авария (фильм, 1965)",39.0,0.9284188151359558,Q4055391,Culture.Media.Media*,133.0,0.0,36.0,26.0,236.0,10.0,156775.0,831.20245,1657.3129,326.0,0.9284188151359558,Culture,Media*
479,1.0,156779.0,Американский дедушка,2.0,0.9808859825134276,Q4064222,Culture.Media.Films,167.0,0.0,127.0,1.0,0.0,10.0,156779.0,-2359.1882,844.173,720.0,0.9808859825134276,Culture,Films
480,1.0,156812.0,Без свидетелей,17.0,0.8479777574539185,Q3472489,History_and_Society.Military_and_warfare,233.0,0.0,134.0,22.0,0.0,10.0,156812.0,-871.01587,-2854.9712,383.0,0.8479777574539185,History_and_Society,Military_and_warfare
481,2.0,156886.0,Большая семья,39.0,0.9019306898117064,Q1634714,Culture.Media.Films,133.0,557.1724664280962,36.0,3.0,236.0,11.919192,156886.0,739.36786,1394.3643,697.0,1.8038613796234129,Culture,Films
482,2.0,156936.0,Вас ожидает гражданка Никанорова,2.0,0.9790457487106324,Q4104157,History_and_Society.Military_and_warfare,167.0,49998.11747119082,127.0,3.0,0.0,11.919192,156936.0,-2867.9727,1049.0513,601.0,1.9580914974212649,History_and_Society,Military_and_warfare
483,3.0,157303.0,Битва при Креси,25.0,0.8519628047943115,Q27759,History_and_Society.Military_and_warfare,192.0,0.5,192.0,4.0,192.0,13.838384,157303.0,17.41254,-879.2453,1313.0,2.5558884143829346,History_and_Society,Military_and_warfare
484,2.0,157329.0,Битва при Пуатье (1356),25.0,0.8311530351638794,Q201692,History_and_Society.Military_and_warfare,192.0,0.0,192.0,4.0,192.0,11.919192,157329.0,132.5368,-971.5313,1219.0,1.6623060703277588,History_and_Society,Military_and_warfare
485,2.0,157862.0,"Беглецы (фильм, 1986)",17.0,0.9859463572502136,Q176053,Culture.Media.Films,233.0,6196.0,134.0,22.0,0.0,11.919192,157862.0,-1164.9954,-2861.1614,1046.0,1.9718927145004272,Culture,Films
486,1.0,157950.0,Захарченко,41.0,0.40734341740608215,Q2210347,Culture.Linguistics,153.0,0.0,95.0,8.0,155.0,10.0,157950.0,-2251.0613,-3030.4937,2556.0,0.40734341740608215,Culture,Linguistics
487,8.0,158203.0,Религия в России,16.0,0.9899964332580566,Q2467414,History_and_Society.Society,18.0,45186.538285981005,125.0,33.0,98.0,23.434343,158203.0,1957.1523,-1825.6898,4850.0,7.919971466064453,History_and_Society,Society
488,3.0,158403.0,Летние Олимпийские игры 1992,18.0,0.9362950325012208,Q8488,Culture.Sports,233.0,4899.629940066037,111.0,10.0,132.0,13.838384,158403.0,18.536388,3014.1597,1572.0,2.8088850975036626,Culture,Sports
489,5.0,158445.0,Летние Олимпийские игры 1956,29.0,0.967909336090088,Q8411,Culture.Sports,182.0,4.592857142857143,168.0,4.0,0.0,17.676767,158445.0,1670.3127,224.79814,868.0,4.83954668045044,Culture,Sports
490,2.0,158792.0,"Виват, гардемарины!",8.0,0.9149109721183776,Q4110507,Culture.Media.Media*,15.0,3099.0,102.0,11.0,163.0,11.919192,158792.0,2293.6973,-2908.9944,2945.0,1.8298219442367551,Culture,Media*
491,2.0,158795.0,"Вий (фильм, 1967)",21.0,0.9706977605819702,Q331405,Culture.Media.Films,132.0,3099.0,136.0,3.0,0.0,11.919192,158795.0,-3485.085,-676.1334,2561.0,1.9413955211639404,Culture,Films
