,Label,Modularity Class,wID,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
3883793,"Кошелева, Маргарита Николаевна",39,3883793,10.0,236,36,133,487.40588,2059.929,3883793,1,3,0.0,Q4236993
3889752,Рапунцель (Дисней),17,3889752,10.0,0,134,233,-1091.3724,-2910.4285,3889752,1,22,0.0,Q4902053
3895579,Тальбия,16,3895579,31.11111,98,125,18,2273.6934,-2017.9684,3895579,12,33,4453.291283362361,Q2616942
3901258,Орден «За заслуги перед Республикой Дагестан»,18,3901258,10.0,132,111,233,-298.1954,2111.0518,3901258,1,10,0.0,Q4335871
3911238,"Голодец, Ольга Юрьевна",7,3911238,17.676767,192,192,192,2401.4158,-44.773125,3911238,5,31,20952.588319757546,Q3350421
3911382,"Новак, Александр Валентинович",7,3911382,10.0,192,192,192,2492.6277,-309.51572,3911382,1,31,0.0,Q4321847
3911440,"Соколов, Максим Юрьевич (государственный деятель)",18,3911440,15.757576,132,111,233,-817.45294,3496.5005,3911440,4,10,4203.837284696088,Q4427199
3912673,"Малофеев, Константин Валерьевич",41,3912673,10.0,155,95,153,-1719.1846,-2497.0376,3912673,1,8,0.0,Q4278463
3915415,"Щапова, Елена Сергеевна",33,3915415,11.919192,0,140,23,-418.02463,1506.2896,3915415,2,21,0.0,Q4528419
3931532,"Петришенко, Игорь Викторович",6,3931532,13.838384,192,192,192,-1373.6595,2274.013,3931532,3,23,1546.3333333333335,Q4360605
3937212,Срок (фильм),33,3937212,15.757576,0,140,23,-653.05585,1251.5486,3937212,4,21,955.556496506958,Q4438847
3946022,AN/TPQ-36,14,3946022,11.919192,0,134,82,-2589.083,-29.393053,3946022,2,7,3098.9999999999995,Q830117
3949910,Фрол и Лавёр — лошадники,12,3949910,10.0,192,192,192,1151.5526,884.3536,3949910,1,34,0.0,Q339522
3953034,Население Московской области,14,3953034,11.919192,0,134,82,-2775.648,-153.78325,3953034,2,15,3099.0,Q4313697
3960706,Machine Gun Kelly,32,3960706,10.0,192,192,192,-636.80804,592.42053,3960706,1,38,0.0,Q1354843
3965824,Население Сахалинской области,14,3965824,10.0,0,134,82,-2756.35,-276.24094,3965824,1,15,0.0,Q4313729
3983080,"Стивенс, Слоан",30,3983080,19.595959,227,65,208,-2027.6493,177.04092,3983080,6,27,914.7006175978979,Q54670
3984513,"Калпо, Оливия",9,3984513,13.838384,150,127,0,2808.8845,981.3144,3984513,3,13,12387.0,Q291102
3986790,"Лошак, Марина Девовна",16,3986790,11.919192,98,125,18,2123.6633,-1366.6832,3986790,2,10,78.83679340963215,Q4267611
3994210,"Джорджевич, Лука",25,3994210,10.0,192,192,192,330.62125,-557.70966,3994210,1,2,0.0,Q2406768
4003358,Большие глаза,9,4003358,11.919192,150,127,0,3300.74,500.64392,4003358,2,13,0.0,Q10858674
4010788,"Шрёдер-Кёпф, Дорис",3,4010788,11.919192,0,158,94,1797.3729,2187.0737,4010788,2,16,0.0,Q72617
4011844,PlayStation (серия игровых консолей),2,4011844,19.595959,0,127,167,-2225.4502,926.25854,4011844,6,5,6196.0,Q1323662
4017691,Малефисента (фильм),17,4017691,23.434343,0,134,233,-915.2909,-2886.6362,4017691,8,22,18045.082157815305,Q172271
4019700,"Панюков, Андрей Владимирович",29,4019700,10.0,0,168,182,1318.6488,120.413864,4019700,1,4,0.0,Q4344554
4021516,"Ступка, Остап Богданович",10,4021516,11.919192,195,78,71,385.97623,-1965.261,4021516,2,22,0.0,Q4444707
4021556,"Хайленд, Дайана",9,4021556,10.0,150,127,0,3109.3508,813.42914,4021556,1,13,0.0,Q460372
4022729,"Сироткин, Сергей Олегович",22,4022729,15.757576,192,192,192,-200.46455,-207.33606,4022729,4,24,1.8333333333333333,Q544206
4023631,Ошаканская битва,21,4023631,11.919192,0,136,132,-3217.7595,-587.25446,4023631,2,12,45050.16505448143,Q4340762
4023687,Железнодорожные происшествия в СССР,41,4023687,15.757576,155,95,153,-2041.2765,-2461.7585,4023687,4,8,9291.5,Q4178915
4024419,Акер (стадион),26,4024419,15.757576,253,65,0,-559.63226,-1294.4299,4024419,4,2,50.90096017433553,Q417367
4026804,Прешевская долина,30,4026804,10.0,227,65,208,-1973.3503,315.0505,4026804,1,10,0.0,Q2855202
4028784,Секретный дополнительный протокол к Договору о ненападении между Германией и СССР,10,4028784,11.919192,195,78,71,-119.84719,-1567.1785,4028784,2,9,7006.199069292031,Q4413308
4036016,Hallelujah (песня Леонарда Коэна),31,4036016,10.0,255,0,77,905.43805,-1139.2612,4036016,1,1,0.0,Q969635
4039264,"Аршинова, Алёна Игоревна",30,4039264,11.919192,227,65,208,-1852.5198,299.48636,4039264,2,27,0.0,Q4071033
4044484,"Рожков, Михаил Федотович",18,4044484,15.757576,132,111,233,-554.69116,2361.2944,4044484,4,10,7070.245556238996,Q4396311
4052310,"Перейра Гомес, Фелипе Андерсон",24,4052310,11.919192,0,172,0,293.8944,265.96484,4052310,2,0,0.0,Q794628
4054267,Дело Pussy Riot,3,4054267,19.595959,0,158,94,1524.6665,1956.6693,4054267,6,16,16251.831991071884,Q4157107
4064462,"Последняя надежда (фильм, 2005)",41,4064462,10.0,155,95,153,-2401.9163,-2406.4287,4064462,1,8,0.0,Q515416
4076462,"Ньянг, Мбайе",24,4076462,11.919192,0,172,0,622.66223,536.01984,4076462,2,0,10231.551208579602,Q26522
4082139,"Оспина, Давид",24,4082139,11.919192,0,172,0,-512.0531,464.9575,4082139,2,2,1716.7616954535627,Q436987
4089020,Суперкубок УЕФА 2013,26,4089020,21.515152,253,65,0,-1390.8156,-1256.9618,4089020,7,2,160.65843991897268,Q603975
4090642,Сексказка,18,4090642,10.0,132,111,233,-397.1732,2838.6028,4090642,1,10,0.0,Q4413350
4090655,"Берич, Роберт",26,4090655,10.0,253,65,0,-1137.0454,-1146.749,4090655,1,2,0.0,Q3612407
4101632,"Миланов, Георгий",25,4101632,11.919192,192,192,192,-15.709525,-696.393,4101632,2,2,21277.53086735354,Q1509235
4105443,"Нефтяник (стадион, Уфа)",29,4105443,10.0,0,168,182,1655.3949,-67.41997,4105443,1,4,0.0,Q4318145
4108904,Нападения на дипломатические миссии США (2012),31,4108904,13.838384,255,0,77,1164.4847,-953.61584,4108904,3,1,28839.931728973308,Q29489
4109701,Невинность мусульман,33,4109701,10.0,0,140,23,-887.66284,1198.3768,4109701,1,21,0.0,Q487612
4110673,Сначала женщины и дети,20,4110673,19.595959,0,159,234,-2673.1416,-1994.1841,4110673,6,29,66.66276253941922,Q2113136
4112135,Дискография Эминема,32,4112135,19.595959,192,192,192,-963.7004,838.9518,4112135,6,38,40132.5,Q1337755
4112893,"Тейт, Джексон Роджерс",18,4112893,11.919192,132,111,233,-473.96817,2849.9045,4112893,2,10,0.0,Q4453784
4113658,"Кухар, Екатерина Игоревна",1,4113658,11.919192,89,153,0,1810.7277,1479.5724,4113658,2,6,0.0,Q4249774
4120636,Машина Голдберга,9,4120636,11.919192,150,127,0,2508.6858,515.82935,4120636,2,13,3099.0,Q1139814
4121108,"Хайд, Джонатан",20,4121108,23.434343,0,159,234,-3398.944,-2127.9956,4121108,8,29,60291.463756232806,Q435468
4121382,Холангиокарцинома,23,4121382,11.919192,192,192,192,240.16855,-320.06702,4121382,2,40,3099.0,Q124292
4128397,"Ньигес, Сауль",25,4128397,15.757576,192,192,192,71.2873,-809.5106,4128397,4,2,0.0,Q912172
4133743,Hongdu L-15,7,4133743,11.919192,192,192,192,2745.7559,-175.00194,4133743,2,31,0.0,Q740536
4143765,"Мельгарехо, Лоренсо",29,4143765,17.676767,0,168,182,937.6827,205.50087,4143765,5,4,8652.959659249509,Q963953
4159203,Болотное дело,33,4159203,13.838384,0,140,23,-573.7468,1727.4149,4159203,3,21,1237.3769662359953,Q4090939
4160430,Uncharted (серия игр),2,4160430,11.919192,0,127,167,-2717.3809,1086.2148,4160430,2,5,3099.0,Q1064135
4160481,Армагеддец,0,4160481,11.919192,208,105,0,-1818.5719,1073.6198,4160481,2,11,3098.9999999999995,Q722379
4172641,Суперкубок УЕФА 2009,26,4172641,19.595959,253,65,0,-579.1411,-771.95776,4172641,6,2,0.0,Q578169
4173225,"Гаспарян, Маргарита Меликовна",30,4173225,13.838384,227,65,208,-1262.8021,289.00308,4173225,3,27,0.0,Q4134097
4183096,"Халилович, Ален",26,4183096,10.0,253,65,0,-604.26794,-1309.4988,4183096,1,2,0.0,Q137856
4190227,"Лапина, Наталья Азариевна",16,4190227,11.919192,98,125,18,1674.2878,-1668.187,4190227,2,3,2230.6985845377317,Q1966226
4201961,Пипец 2,9,4201961,10.0,150,127,0,3273.5354,667.3387,4201961,1,13,0.0,Q1758468
4202396,"Петтерсен, Эспен Бугге",26,4202396,15.757576,253,65,0,-939.69037,-1458.8535,4202396,4,2,54.121920078603075,Q2623490
4204072,РДС-2,8,4204072,17.676767,163,102,15,2146.1367,-2655.5605,4204072,5,21,1032.3333333333003,Q4386507
4206191,"Смирнова-Марцинкевич, Светлана Сергеевна",37,4206191,10.0,192,192,192,-1432.6849,1708.6963,4206191,1,16,0.0,Q4424820
4207595,РДС-3,8,4207595,17.676767,163,102,15,2006.2964,-2456.0935,4207595,5,21,1032.3333333333003,Q4386510
4207865,"Бентеке, Кристиан",24,4207865,10.0,0,172,0,189.95251,591.1886,4207865,1,0,0.0,Q60326
4207971,Ивердон-Спорт,24,4207971,10.0,0,172,0,267.12354,1131.461,4207971,1,0,0.0,Q669130
4210901,"Пенс, Майк",1,4210901,17.676767,89,153,0,1948.1891,829.83765,4210901,5,6,791.4720961971,Q24313
4213045,Хронология ядерных испытаний СССР (1949—1962),8,4213045,13.838384,163,102,15,2148.0796,-3028.522,4213045,3,21,0.0,Q45092
4218941,"Заа, Вильфрид",24,4218941,13.838384,0,172,0,195.52348,1356.0917,4218941,3,0,7201.5335702520015,Q713711
4224994,"Портнов, Андрей Владимирович (политик)",41,4224994,11.919192,155,95,153,-2344.5286,-2610.6887,4224994,2,8,0.0,Q4373277
4251521,Ляонин (авианосец),11,4251521,11.919192,192,192,192,1213.0759,-708.4317,4251521,2,5,9291.0,Q129200
4268676,"Хинт, Йоханнес Александрович",0,4268676,10.0,208,105,0,-2282.5762,1174.2452,4268676,1,12,0.0,Q8987300
4271975,"Бурден, Энтони",15,4271975,10.0,192,192,192,972.5877,-1878.0947,4271975,1,13,0.0,Q426582
4277597,Федеральный закон от 28 декабря 2012 года № 272-ФЗ,30,4277597,23.434343,227,65,208,-1895.3678,649.7153,4277597,8,27,88637.8420685057,Q1963876
4280349,Дело Димы Яковлева,30,4280349,15.757576,227,65,208,-1506.178,380.58093,4280349,4,27,7746.9190288235895,Q4157128
4283672,Саларьево (станция метро),5,4283672,52.22222,192,192,192,3818.5627,-1140.581,4283672,23,30,2080.481300064107,Q4405703
4294677,Катастрофа Ту-204 во Внукове,7,4294677,11.919192,192,192,192,2782.2363,-46.626904,4294677,2,31,0.0,Q2033524
4295550,"Гарипова, Дина Фагимовна",18,4295550,10.0,132,111,233,-539.74646,3227.2666,4295550,1,28,0.0,Q2112976
4296990,Аварийная посадка Ту-204 в Москве,7,4296990,13.838384,192,192,192,2604.6604,-278.17294,4296990,3,31,3099.0,Q2112721
4314455,"Несбитт, Джеймс",38,4314455,10.0,192,192,192,38.421574,-3473.5564,4314455,1,32,0.0,Q439174
4320032,Америкэн бой,41,4320032,11.919192,155,95,153,-2688.006,-2849.5154,4320032,2,10,3099.0,Q2790099
4321651,Паломничество хасидов в Умань,8,4321651,10.0,163,102,15,1835.4221,-2530.5789,4321651,1,37,0.0,Q2813466
4326921,"Толстая, Александра Львовна",10,4326921,10.0,195,78,71,-293.74597,-1749.7124,4326921,1,9,0.0,Q3609559
4327030,"Толстая-Есенина, Софья Андреевна",10,4327030,10.0,195,78,71,-174.39874,-1763.645,4327030,1,9,0.0,Q4177081
4338741,"Тимофеев, Николай Стагоранович",18,4338741,10.0,132,111,233,-1045.2744,2293.1226,4338741,1,16,0.0,Q4457579
4342725,"Краневиттер, Матиас",26,4342725,23.434343,253,65,0,-2054.9707,-841.5226,4342725,8,2,4586.018977477672,Q3559484
4345081,"Молло, Йоан",26,4345081,11.919192,253,65,0,-1566.9618,-1422.1346,4345081,2,2,3099.0,Q1362018
4351282,"Эмис, Сьюзи",20,4351282,10.0,0,159,234,-3571.0793,-1774.955,4351282,1,29,0.0,Q235635
4352472,"Энглерт, Элис",4,4352472,11.919192,192,192,192,-2507.16,-665.625,4352472,2,14,3099.0,Q2836574
4352766,"Аверин, Юрий Иванович",11,4352766,11.919192,192,192,192,1699.0701,-800.1726,4352766,2,1,23203.451188364474,Q4055647
4358494,"Нету, Луиш",25,4358494,13.838384,192,192,192,35.55283,-462.94254,4358494,3,2,655.1414568324782,Q428603
4379360,"Бикфалви, Эрик",29,4379360,11.919192,0,168,182,1356.3436,184.7047,4379360,2,4,3099.0,Q1351127
4384288,Сенатор,1,4384288,10.0,89,153,0,1868.8529,849.27686,4384288,1,6,0.0,Q1287067
4394435,Мистификации о Вьетнамской войне,1,4394435,13.838384,89,153,0,1513.7394,1033.8916,4394435,3,6,0.0,Q7928574
4397666,Россия будущего,33,4397666,11.919192,0,140,23,-563.48035,1668.2155,4397666,2,21,559.226763545328,Q54553317
4412182,Прекрасные создания (книга),4,4412182,10.0,192,192,192,-2561.84,-819.4977,4412182,1,14,0.0,Q632036
4413377,Ид намаз,16,4413377,29.19192,98,125,18,1620.3492,-1570.3014,4413377,11,33,9999.598320626608,Q3240093
4418898,"Ефремов, Дмитрий Владиславович",29,4418898,15.757576,0,168,182,1942.2955,338.61502,4418898,4,4,2485.4096404241923,Q2744031
4421053,Прогулка среди могил,4,4421053,10.0,192,192,192,-2592.0295,-742.48425,4421053,1,14,0.0,Q11060926
4423953,"Толстой, Илья Львович",10,4423953,11.919192,195,78,71,440.26505,-1616.1536,4423953,2,9,0.0,Q3792538
4428151,"Казаринова, Елена Анатольевна",39,4428151,11.919192,236,36,133,802.08,1928.7936,4428151,2,16,8086.767982149243,Q15068105
4430453,"О’Горман, Дин",38,4430453,15.757576,192,192,192,-309.69305,-3450.3174,4430453,4,32,99385.72675007956,Q328618
4438269,"Лодыгин, Юрий Владимирович",26,4438269,15.757576,253,65,0,-1334.9148,-1405.9031,4438269,4,2,11013.032922765144,Q12875294
4441055,Роман Рейнс,28,4441055,11.919192,192,192,192,717.0147,-401.30475,4441055,2,18,3099.0,Q275971
4451108,Герой Труда Российской Федерации,18,4451108,23.434343,132,111,233,-1484.0044,3507.1365,4451108,8,10,4704.875484506626,Q8706404
4452225,"Трапезников, Валерий Владимирович",18,4452225,11.919192,132,111,233,-1116.4124,2762.856,4452225,2,10,9.949725347447481,Q15070870
4456930,Легенда № 17,2,4456930,15.757576,0,127,167,-2713.466,898.36237,4456930,4,3,16912.861365411187,Q12008230
4463876,Павел 183,3,4463876,10.0,0,158,94,1583.0685,2307.8083,4463876,1,16,0.0,Q7155556
4479009,Альтернатива для Германии,8,4479009,10.0,163,102,15,2051.3074,-2936.3318,4479009,1,21,0.0,Q6721203
4488948,Рамадан (месяц),16,4488948,11.919192,98,125,18,2288.2864,-1555.8059,4488948,2,33,0.0,Q8867089
4493553,"Зауэр, Иоахим",3,4493553,10.0,0,158,94,1803.0514,2136.3806,4493553,1,16,0.0,Q62085
4502904,Безработица в России,11,4502904,15.757576,192,192,192,1881.5164,-780.8949,4502904,4,5,16326.558046417564,Q16536025
4505278,"Куликович, Олег Борисович",15,4505278,21.515152,192,192,192,895.63574,-2098.6277,4505278,7,11,11139.854032953237,Q15070751
4510649,Символика антисоветских русских национальных формирований Второй мировой войны,10,4510649,10.0,195,78,71,-10.928134,-1662.8441,4510649,1,9,0.0,Q16697705
4512206,"Ветлова, Евгения Александровна",2,4512206,13.838384,0,127,167,-2204.062,1141.0105,4512206,3,1,13487.707036149694,Q15064968
4514014,"Кобзон, Иосиф Давыдович",18,4514014,200.0,132,111,233,1799.2324,3754.1135,4514014,100,10,738367.4466725934,Q1980296
4514638,"Минская (станция метро, Москва)",5,4514638,52.22222,192,192,192,3541.4421,-1061.584,4514638,23,30,560.2292710647888,Q16676608
4518885,"Эренрайк, Олден",4,4518885,11.919192,192,192,192,-2419.5422,-882.29584,4518885,2,14,12384.0,Q1189113
4525814,"Ходжаниязов, Джамалдин Абдухалитович",29,4525814,13.838384,0,168,182,961.9401,39.874172,4525814,3,4,2650.2849203939027,Q13233401
4526592,"Шейдаев, Рамиль Теймурович",29,4526592,13.838384,0,168,182,2033.4055,6.081224,4526592,3,4,6196.0,Q15061161
4528557,"Могилевец, Павел Сергеевич",29,4528557,13.838384,0,168,182,872.0814,89.27847,4528557,3,4,2190.818224608996,Q14658697
4530864,Женевская конвенция (1864),10,4530864,10.0,195,78,71,340.09857,-1456.7017,4530864,1,9,0.0,Q610272
4534301,Орден Дружбы (ПМР),41,4534301,11.919192,155,95,153,-1542.6127,-2906.7966,4534301,2,8,0.0,Q16683293
4553064,Список стран по численности полиции,26,4553064,11.919192,253,65,0,-1868.4174,-888.36237,4553064,2,2,6196.0,Q1050057
4576741,"Соррентино, Стефано",24,4576741,13.838384,0,172,0,823.3043,605.60187,4576741,3,0,19.04188681370103,Q519664
4577796,"Аспас, Яго",24,4577796,11.919192,0,172,0,-234.42265,739.3556,4577796,2,0,0.0,Q26380
4579983,"Депай, Мемфис",26,4579983,21.515152,253,65,0,-1910.2239,-1190.0992,4579983,7,2,10118.282017367947,Q1894
4584092,Тактика выжженной земли,31,4584092,10.0,255,0,77,952.72,-1117.1621,4584092,1,1,0.0,Q208485
4584224,В поисках Дори,37,4584224,10.0,192,192,192,-1207.2571,1699.8712,4584224,1,3,0.0,Q9321426
4590067,Титаник II,20,4590067,40.70707,0,159,234,-2972.1814,-933.735,4590067,17,29,1619.2733556235899,Q3529510
4590649,Духа,16,4590649,19.595959,98,125,18,1777.3175,-1764.5278,4590649,6,33,1273.7493071296105,Q4116103
4591770,"Спасение (фильм, 2014)",24,4591770,10.0,0,172,0,201.79819,422.01538,4591770,1,0,0.0,Q14371870
4604011,"Перов, Евгений Владимирович",39,4604011,11.919192,236,36,133,565.5823,1769.5814,4604011,2,3,13131.877872695264,Q15079393
4610912,"Ван Дейк, Вирджил",24,4610912,17.676767,0,172,0,813.1114,1063.1975,4610912,5,0,8059.1555699984565,Q133903
4611825,Yves Saint Laurent,2,4611825,10.0,0,127,167,-2921.6414,515.7431,4611825,1,5,0.0,Q2282172
4614496,"Ньюмен, Джон (певец)",18,4614496,10.0,132,111,233,656.8095,2831.5378,4614496,1,10,0.0,Q12433089
4620512,Краснодар-2 (футбольный клуб),29,4620512,11.919192,0,168,182,1743.5592,14.432319,4620512,2,4,6196.0,Q15384017
4624275,"Норрис, Дин",15,4624275,11.919192,192,192,192,1040.2339,-1754.5955,4624275,2,13,3099.0,Q432385
4628502,"Лаксальт, Диего",25,4628502,13.838384,192,192,192,221.35478,-989.79504,4628502,3,25,7586.556079253738,Q6999245
4628851,"Лафферти, Кайл",26,4628851,15.757576,253,65,0,-1110.6459,-930.9964,4628851,4,2,3099.0,Q1369793
4630524,Як-242,13,4630524,10.0,192,192,192,-246.97827,-2127.2434,4630524,1,15,0.0,Q11865679
4639954,"Нигматуллин, Артур Эдуардович",26,4639954,10.0,253,65,0,-581.8219,-1581.0046,4639954,1,2,0.0,Q4801644
4654243,Бизнес Крокодила Гены,18,4654243,13.838384,132,111,233,-594.25775,3110.0566,4654243,3,16,0.0,Q16537032
4659376,"Зуев, Александр Дмитриевич",29,4659376,19.595959,0,168,182,1582.1569,167.15417,4659376,6,4,11847.531358856193,Q15067184
4672211,Старуха Шапокляк,18,4672211,15.757576,132,111,233,624.243,2757.9385,4672211,4,16,9291.0,Q16701858
4673524,"Миллер, Евгений Владимирович",18,4673524,11.919192,132,111,233,566.3265,3170.764,4673524,2,10,0.0,Q16676394
4673589,The Marshall Mathers LP 2,32,4673589,17.676767,192,192,192,-1007.62225,765.7046,4673589,5,38,1545.0,Q14654427
4682958,MDK (сообщество),18,4682958,11.919192,132,111,233,-436.0439,3240.792,4682958,2,10,929.7161199826181,Q15889126
4683200,Курганец-25,14,4683200,17.676767,0,134,82,-2441.0322,266.92383,4683200,5,7,3099.0,Q14811099
4683229,"Менди, Бенжамен",24,4683229,11.919192,0,172,0,809.99335,814.1733,4683229,2,0,565.6061254553902,Q2896171
4685072,"Рабьо, Адриан",24,4685072,11.919192,0,172,0,-330.19098,684.64264,4685072,2,0,302.1266150946272,Q18962
4700164,Самолёт президента России,7,4700164,15.757576,192,192,192,2560.2183,-372.9705,4700164,4,31,12898.924778133196,Q2918460
4700354,Вындин Остров,29,4700354,10.0,0,168,182,1540.423,418.77167,4700354,1,4,0.0,Q16020610
4718158,Лорд (певица),32,4718158,10.0,192,192,192,-802.41125,746.1213,4718158,1,38,0.0,Q13476175
4732734,"Захаров, Алексей Юрьевич",29,4732734,10.0,0,168,182,1680.9628,-331.70697,4732734,1,7,0.0,Q15066899
4736844,Беспорядки в Западном Бирюлёво,33,4736844,13.838384,0,140,23,-965.81616,1438.3317,4736844,3,21,7542.386968900109,Q15115266
4746395,"Кандель, Эдуард Израилевич",18,4746395,15.757576,132,111,233,586.66364,3012.4395,4746395,4,10,306.09758270473264,Q15087887
4759863,"Шальных, Валерий Александрович",21,4759863,10.0,0,136,132,-3323.5488,-496.21625,4759863,1,3,0.0,Q15149783
4767173,Философы. Урок выживания,17,4767173,10.0,0,134,233,-705.18616,-2855.2014,4767173,1,22,0.0,Q3522222
4768842,The Alliance,40,4768842,13.838384,192,192,192,-1935.2039,1684.4617,4768842,3,19,0.3333333333333333,Q16830343
4776829,Награды Пензенской области,18,4776829,21.515152,132,111,233,-1197.4615,3372.8706,4776829,7,10,0.16666666666666666,Q16482423
4777165,"Грэй, Гарри",15,4777165,10.0,192,192,192,1223.3242,-1970.3186,4777165,1,13,0.0,Q649790
4786713,"Саснович, Александра Александровна",30,4786713,13.838384,227,65,208,-1721.4218,-61.90984,4786713,3,27,0.0,Q4725560
4790403,"Сафронов, Сергей Иванович (лётчик-истребитель)",31,4790403,10.0,255,0,77,548.8951,-986.77405,4790403,1,1,0.0,Q15291534
4790631,Уничтожение U-2 под Свердловском,31,4790631,15.757576,255,0,77,738.81006,-859.5088,4790631,4,1,31125.40111501619,Q748379
4799112,"Теодорчик, Лукаш",24,4799112,10.0,0,172,0,-144.40779,381.0594,4799112,1,0,0.0,Q4025656
4802404,Мерида (Дисней),39,4802404,13.838384,236,36,133,1324.0403,1790.9315,4802404,3,16,3099.0,Q6819227
4819947,"Филиппова,_Наталья_Юрьевна",21,4819947,10.0,0,136,132,-2993.8955,-613.70166,4819947,1,3,0.0,-1
4822974,"Вернер, Тимо",24,4822974,15.757576,0,172,0,191.25084,133.05908,4822974,4,0,7671.235062954145,Q3529022
4823487,"Красавица и чудовище (фильм, 2014)",2,4823487,11.919192,0,127,167,-2663.8206,1006.83203,4823487,2,3,14564.668089219533,Q3206615
4825544,Бриолин (мюзикл),9,4825544,11.919192,150,127,0,3108.0447,436.59235,4825544,2,13,0.0,Q611626
4826291,"Праздники, отмечаемые дни и памятные даты в Латвии",16,4826291,11.919192,98,125,18,1957.6122,-1950.5743,4826291,2,33,0.0,Q7257802
4832560,"Берахино, Сейдо",24,4832560,11.919192,0,172,0,-324.83032,466.11853,4832560,2,0,170.92912443520314,Q7399978
4843039,АШ-12,14,4843039,17.676767,0,134,82,-3002.0488,102.40889,4843039,5,15,11345.499999999998,Q4654496
4843817,"Клайзер, Рэндал",9,4843817,10.0,150,127,0,2869.794,409.52362,4843817,1,13,0.0,Q1340565
4853572,"Тополански, Лусия",25,4853572,13.838384,192,192,192,159.95326,-593.6499,4853572,3,25,0.0,Q977078
4853728,"Клинцевич, Франц Адамович",14,4853728,11.919192,0,134,82,-2420.836,-149.3122,4853728,2,7,22922.40065734631,Q15702796
4855410,Анна (Дисней),39,4855410,19.595959,236,36,133,960.3429,2202.6377,4855410,6,16,7294.611111111349,Q15614636
4857071,Эльза (Дисней),39,4857071,23.434343,236,36,133,388.95166,1822.4431,4857071,8,16,1396.6944444442968,Q15620419
4857391,Список персонажей мультфильма «Холодное сердце»,39,4857391,15.757576,236,36,133,427.89508,1525.7694,4857391,4,16,2487.805555555689,Q16700926
4857496,Потопление «Лузитании»,20,4857496,19.595959,0,159,234,-2964.0725,-1433.5583,4857496,6,29,27.08333333333333,Q5551560
4866524,От заката до рассвета (телесериал),15,4866524,13.838384,192,192,192,1326.9532,-1753.0765,4866524,3,13,29528.237275380234,Q15622760
4869569,Туркменская степь,11,4869569,10.0,192,192,192,1257.3872,-799.72864,4869569,1,5,0.0,Q4812421
4872687,Химиотерапия злокачественных новообразований,23,4872687,11.919192,192,192,192,304.91483,-300.36215,4872687,2,40,27819.0,Q974135
4877108,Титушки,41,4877108,10.0,155,95,153,-2055.9998,-3013.3247,4877108,1,8,0.0,Q15651243
4877690,"Маларчук, Клинт",31,4877690,10.0,255,0,77,1181.9497,-1207.5762,4877690,1,1,0.0,Q260924
4884143,Дворец в Ликани,18,4884143,11.919192,132,111,233,-696.8157,3271.9634,4884143,2,10,3099.0,Q16642125
4886260,"Пиварич, Йосип",24,4886260,15.757576,0,172,0,18.898878,488.2495,4886260,4,0,4558.385008170298,Q3508868
4892153,"Жилин, Евгений Владимирович",41,4892153,25.353535,155,95,153,-2568.553,-2481.3367,4892153,9,8,7148.8600176695545,Q15952967
4908919,Политический кризис на Украине (2013—2014),41,4908919,34.949493,155,95,153,-1446.3788,-3107.1448,4908919,14,8,17588.0456993474,Q16918333
4918266,"Корреа, Анхель",25,4918266,19.595959,192,192,192,368.14816,-924.2783,4918266,6,2,3090.1662206081774,Q10855654
4918819,Хронология Евромайдана,41,4918819,31.11111,155,95,153,-2385.8672,-2280.339,4918819,12,8,97198.46660301913,Q15693798
4931515,Протесты на Юго-Востоке Украины (2014),41,4931515,46.464645,155,95,153,-1707.533,-2779.7883,4931515,20,8,51484.92612281804,Q15871713
4934758,Мобильник (фильм),15,4934758,15.757576,192,192,192,1242.524,-1658.7476,4934758,4,13,6197.0,Q17050502
4937917,"Губарев, Павел Юрьевич",41,4937917,27.272728,155,95,153,-2112.2378,-2709.501,4937917,10,8,8950.220783196737,Q15902969
4952992,112 Украина,41,4952992,25.353535,155,95,153,-2420.3413,-3174.6714,4952992,9,8,10942.160862490484,Q15960736
4966027,Лига Европы УЕФА 2014/2015,26,4966027,48.38384,253,65,0,-1759.595,-761.13043,4966027,21,2,10462.10966810144,Q13360337
4970381,"Члиянц, Сергей Эдгарович",33,4970381,10.0,0,140,23,-516.3966,1521.8334,4970381,1,21,0.0,Q4516947
4974142,Финансовый центр Конфинансас,10,4974142,10.0,195,78,71,56.5867,-1724.5709,4974142,1,9,0.0,Q1054303
4982433,"Гани, Ашраф",6,4982433,11.919192,192,192,192,-1349.76,2148.6555,4982433,2,23,4424.747740603706,Q172388
4986558,"Константиновский, Константин Александрович",39,4986558,11.919192,236,36,133,1164.459,1623.9049,4986558,2,3,0.0,Q16320497
4989035,Народное ополчение Донбасса,41,4989035,27.272728,155,95,153,-3148.0535,-2735.382,4989035,10,8,5661.986341760194,Q16389280
4992057,Наступательная операция «Цитадель»,31,4992057,10.0,255,0,77,1325.4205,-1406.1953,4992057,1,1,0.0,Q12136088
5001206,"Пушилин, Денис Владимирович",41,5001206,25.353535,155,95,153,-2162.8445,-2642.4397,5001206,9,8,915.2010503452733,Q16514790
5012236,"Книга джунглей (фильм, 2016)",9,5012236,11.919192,150,127,0,2502.0586,879.21454,5012236,2,13,15841.174634213572,Q16857406
5013607,Донецкая республика (организация),41,5013607,23.434343,155,95,153,-1587.248,-2628.7249,5013607,8,8,1192.9885597882574,Q16185932
