,Label,Modularity Class,wID,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
643436,"Кузьмина, Анастасия Владимировна",18,643436,10.0,132,111,233,305.64264,3030.5222,643436,1,10,0.0,Q229640
643822,Позови меня в даль светлую (фильм),2,643822,11.919192,0,127,167,-2538.2463,956.333,643822,2,3,3099.0,Q4368912
649054,"Филипчук, Михаил Юрьевич",37,649054,10.0,192,192,192,-1214.8492,1559.4733,649054,1,3,0.0,Q4484179
651763,Абырвалг,1,651763,10.0,89,153,0,2089.4788,1188.6962,651763,1,6,0.0,Q4055256
652092,"Мацуев, Денис Леонидович",18,652092,10.0,132,111,233,-534.3561,3257.5906,652092,1,10,0.0,Q739505
652602,"Довлатова, Алла Александровна",16,652602,10.0,98,125,18,1749.8645,-1620.1536,652602,1,10,0.0,Q4164022
652630,"Толстой, Фёдор Иванович",6,652630,15.757576,192,192,192,-1566.9014,2084.9612,652630,4,23,12384.0,Q742811
652729,"Шахрай, Сергей Михайлович",14,652729,10.0,0,134,82,-2615.4082,253.96167,652729,1,7,0.0,Q4521357
652940,"Джексон, Джанет",32,652940,17.676767,192,192,192,-544.3908,846.5255,652940,5,38,618.0000000000628,Q131324
653406,Сигма (футбольный клуб),26,653406,11.919192,253,65,0,-1562.5465,-958.6673,653406,2,2,3099.0,Q385518
654970,Цыпочки (фильм),15,654970,13.838384,192,192,192,874.0933,-1750.5731,654970,3,13,1.0,Q1319963
655058,"Родзаевский, Константин Владимирович",18,655058,15.757576,132,111,233,-80.94089,3431.4492,655058,4,10,11169.175853267592,Q765230
655256,"Ваха, Артур Викторович",9,655256,21.515152,150,127,0,3048.568,474.7077,655256,7,13,173935.43816835654,Q4105347
656272,Флаг Третьего рейха,14,656272,10.0,0,134,82,-2332.5566,390.1144,656272,1,1,0.0,Q1073388
659120,"Шенкер, Рудольф",18,659120,10.0,132,111,233,-1245.8234,2493.6948,659120,1,10,0.0,Q157707
659364,"Олланд, Франсуа",18,659364,11.919192,132,111,233,-781.444,2248.649,659364,2,10,2.1206349206349207,Q157
659505,Стрела-10,14,659505,17.676767,0,134,82,-2329.4148,174.51535,659505,5,7,10597.956339068678,Q633510
659969,Подёнки,21,659969,10.0,0,136,132,-3340.0684,-394.88644,659969,1,12,0.0,Q174273
660212,Яблонец (футбольный клуб),26,660212,19.595959,253,65,0,-1409.2233,-896.4887,660212,6,2,568.1347211328018,Q425599
660651,Современник (театр),39,660651,40.70707,236,36,133,1445.5978,1999.9674,660651,17,3,185154.1065473612,Q1979285
660760,Украина на «Евровидении»,1,660760,10.0,89,153,0,1805.2523,907.6861,660760,1,6,0.0,Q273341
661224,"Луис, Джо",1,661224,11.919192,89,153,0,1721.562,1361.2927,661224,2,6,3099.0,Q273206
662773,Люди (Warcraft),19,662773,10.0,192,192,192,2228.4302,-773.4777,662773,1,17,0.0,Q823310
663131,Харт оф Мидлотиан,26,663131,21.515152,253,65,0,-501.41577,-1235.0615,663131,7,2,15629.549572707596,Q202093
663226,"Хотели как лучше, а получилось как всегда",30,663226,10.0,227,65,208,-2202.0583,444.90625,663226,1,10,0.0,Q4500310
663491,"Иванов, Борис Владимирович",10,663491,10.0,195,78,71,165.38857,-2013.5383,663491,1,9,0.0,Q4196002
664471,Douglas A-4 Skyhawk,1,664471,27.272728,89,153,0,1902.7877,1507.1344,664471,10,6,8241.001325565827,Q334759
665669,"Айронсайд, Майкл",9,665669,11.919192,150,127,0,3407.54,407.54123,665669,2,13,24095.974569516016,Q344973
665919,"Ван Дин, Каспер",15,665919,15.757576,192,192,192,935.024,-1635.6898,665919,4,13,31655.620151554678,Q313804
666791,Орден Почёта (Армения),18,666791,15.757576,132,111,233,-1166.6622,2743.2654,666791,4,10,78017.0050135839,Q2085270
666806,Орден Святого Месропа Маштоца,18,666806,13.838384,132,111,233,-855.8561,3027.6162,666806,3,10,3099.0,Q2085391
666970,"Де Фюнес, Оливье",2,666970,10.0,0,127,167,-2695.8782,1208.792,666970,1,3,0.0,Q1366088
667569,"Круглый, Лев Борисович",39,667569,13.838384,236,36,133,1240.9214,1480.8737,667569,3,3,16979.786070557642,Q4242001
670788,"Уитон, Уил",15,670788,10.0,192,192,192,1163.9799,-1819.2236,670788,1,13,0.0,Q264699
677211,"Сличенко, Николай Алексеевич",18,677211,11.919192,132,111,233,389.71494,2738.4363,677211,2,10,85.67700925180273,Q4423479
680428,"Максимова, Антонина Михайловна",2,680428,10.0,0,127,167,-2848.787,1066.712,680428,1,3,0.0,Q544743
681427,Денежная реформа в СССР 1991 года,14,681427,10.0,0,134,82,-2492.6519,-277.14407,681427,1,7,0.0,Q4157879
682523,"Горбаневская, Наталья Евгеньевна",27,682523,31.11111,192,192,192,-973.3704,254.07137,682523,12,22,19242.320877448547,Q439455
682746,"Джулиани, Рудольф",31,682746,10.0,255,0,77,682.95905,-1218.4132,682746,1,1,0.0,Q212648
684262,"Делоне, Вадим Николаевич",27,684262,25.353535,192,192,192,-308.38318,272.1538,684262,9,22,10233.605553664038,Q2388098
684299,"Гдлян, Тельман Хоренович",0,684299,15.757576,208,105,0,-2038.9309,1381.8286,684299,4,12,3099.5,Q4134612
685579,"Виктория (футбольный клуб, Пльзень)",26,685579,33.030304,253,65,0,-687.6308,-1069.1342,685579,13,2,14689.16120920565,Q206838
686272,"Бабаян, Роксана Рубеновна",18,686272,10.0,132,111,233,294.4291,3059.237,686272,1,10,0.0,Q4074248
687050,"Карапетян, Самвел Саркисович",18,687050,10.0,132,111,233,-940.77954,3634.824,687050,1,10,0.0,Q4214158
688449,Москвич-408,14,688449,19.595959,0,134,82,-2389.9033,-22.724468,688449,6,15,5161.666666666528,Q283500
691815,"Бобрин, Игорь Анатольевич",18,691815,10.0,132,111,233,141.26799,2831.5654,691815,1,10,0.0,Q723845
693220,Mamma Mia!,39,693220,15.757576,236,36,133,1001.10187,1669.352,693220,4,16,17145.084929784436,Q686861
693301,Ислам в России,16,693301,15.757576,98,125,18,2196.7393,-1892.4567,693301,4,33,11206.060175553404,Q1423103
694221,"Коновалов, Александр Николаевич",18,694221,17.676767,132,111,233,-826.8921,2108.4592,694221,5,10,1142.2935761249091,Q4230977
695314,Ангмар,38,695314,65.65657,192,192,192,61.495613,-3928.9587,695314,30,32,117.70327256822029,Q719496
695455,"Инглунд, Роберт",9,695455,13.838384,150,127,0,2579.913,576.29517,695455,3,13,6197.0,Q310389
696003,Ricchi e Poveri,21,696003,10.0,0,136,132,-3246.166,-731.29254,696003,1,12,0.0,Q541385
699363,"Феттель, Себастьян",22,699363,31.11111,192,192,192,-19.718267,-128.60841,699363,12,24,7840.09285714258,Q42311
699461,"Вальдхайм, Курт",3,699461,33.030304,0,158,94,1414.0276,2224.9658,699461,13,25,49571.88267375612,Q1260
701334,Чикаго Файр,24,701334,11.919192,0,172,0,-143.08472,308.9146,701334,2,0,34450.79215479024,Q308683
702895,Нант (футбольный клуб),26,702895,21.515152,253,65,0,-1752.989,-1621.5586,702895,7,2,128566.15922897842,Q192071
703319,Президентская медаль Свободы,3,703319,15.757576,0,158,94,2137.8037,1990.342,703319,4,16,27246.9007999208,Q17144
703437,"Демонжо, Милен",2,703437,13.838384,0,127,167,-2641.1096,1068.0074,703437,3,3,13903.53974834878,Q239868
704031,Ту-128,7,704031,11.919192,192,192,192,2445.0115,-14.731986,704031,2,31,0.0,Q616409
704288,"Крик (фильм, 1996)",9,704288,31.11111,150,127,0,3075.6526,114.03704,704288,12,13,53268.87019628104,Q27411
704478,"Аквилани, Альберто",24,704478,13.838384,0,172,0,-86.68713,751.00385,704478,3,0,37.705897809435754,Q191151
704490,"Де Росси, Даниеле",26,704490,10.0,253,65,0,-1048.5762,-784.04144,704490,1,2,0.0,Q168497
705910,"Вяхирев, Рем Иванович",18,705910,17.676767,132,111,233,-634.3704,3394.8826,705910,5,10,26076.475479007408,Q673818
708290,"Ротенберг, Борис Борисович",29,708290,19.595959,0,168,182,1365.4534,467.85306,708290,6,4,7078.260215412312,Q2635589
708786,Бронзовая звезда (США),1,708786,19.595959,89,153,0,2070.6099,1393.2814,708786,6,6,446.1462423852546,Q928314
709362,Людские потери во Вьетнамской войне,1,709362,13.838384,89,153,0,1660.3376,1389.2899,709362,3,6,0.0,Q1982121
710055,Пэтриот,30,710055,13.838384,227,65,208,-1716.5333,82.67048,710055,3,18,12840.93945576825,Q339025
711658,Хитмэн,9,711658,11.919192,150,127,0,2644.1677,233.58965,711658,2,13,24516.45777007417,Q691916
711799,Парижское мирное соглашение,1,711799,17.676767,89,153,0,2077.4434,1160.6898,711799,5,6,3719.2434579594874,Q696802
712398,"Шалимов, Игорь Михайлович",18,712398,15.757576,132,111,233,87.09974,2670.0442,712398,4,4,49743.381013615566,Q558692
713008,Лига чемпионов УЕФА 2007/2008,26,713008,61.818184,253,65,0,-866.7229,-1781.4523,713008,28,2,41367.12091886958,Q186489
713017,Лига чемпионов УЕФА 2008/2009,26,713017,52.22222,253,65,0,-471.7289,-1435.8663,713017,23,2,15877.820224154171,Q188787
713058,"Энтин, Юрий Сергеевич",9,713058,17.676767,150,127,0,2812.721,734.11304,713058,5,3,15484.0,Q4532079
713650,Бельканто,18,713650,10.0,132,111,233,244.78595,2932.671,713650,1,10,0.0,Q212112
713783,"Стриж, Ксения",27,713783,13.838384,192,192,192,-676.5965,-88.323784,713783,3,22,21652.320931027403,Q4443956
714223,"Чазов, Евгений Иванович",27,714223,10.0,192,192,192,-1021.9728,27.827774,714223,1,22,0.0,Q1981523
714580,"Мондрус, Лариса Израилевна",18,714580,13.838384,132,111,233,-302.32556,3818.6116,714580,3,10,32.47154400074047,Q4301692
715308,Сборная Исландии по футболу,29,715308,23.434343,0,168,182,1289.0532,438.15604,715308,8,4,16912.43367789603,Q189198
716923,"Волков, Игорь Юрьевич",8,716923,10.0,163,102,15,1650.3838,-2787.4392,716923,1,11,0.0,Q4123310
716970,Сборная Доминиканской Республики по футболу,24,716970,11.919192,0,172,0,312.05133,738.3996,716970,2,0,283.5458215601569,Q47233
716995,Битва за Днепр,31,716995,15.757576,255,0,77,1154.0271,-919.9274,716995,4,1,5962.802566674973,Q313836
717276,Открытая Россия,33,717276,15.757576,0,140,23,-1119.0375,1755.1154,717276,4,21,4220.576390842739,Q4339596
717335,"Сигалова, Алла Михайловна",39,717335,13.838384,236,36,133,666.02673,2042.5896,717335,3,3,7016.544061618232,Q4418563
720462,Все без ума от Мэри,15,720462,11.919192,192,192,192,977.00116,-1707.742,720462,2,11,2115.11156633359,Q177374
721334,"Мосаддык, Мохаммед",14,721334,10.0,0,134,82,-2557.2395,335.01123,721334,1,7,0.0,Q123037
721471,БМД-4,14,721471,17.676767,0,134,82,-2430.8567,73.8056,721471,5,7,3768.394184488535,Q1048940
721907,"Кркич, Боян",24,721907,21.515152,0,172,0,-116.94038,1001.7154,721907,7,0,38482.79319551195,Q179172
721930,"Богораз, Лариса Иосифовна",27,721930,27.272728,192,192,192,-941.25726,-49.454556,721930,10,22,7055.010531160654,Q2635573
722353,Иж-2125,14,722353,19.595959,0,134,82,-2828.5159,-33.66986,722353,6,15,5161.666666666739,Q1548916
722436,Сверстницы,39,722436,13.838384,236,36,133,1136.2493,1784.1177,722436,3,3,6197.0,Q4410189
723124,НТВ-Плюс,30,723124,13.838384,227,65,208,-1735.9579,222.91187,723124,3,10,2377.672613015443,Q1778402
724076,"Форлан, Диего",26,724076,13.838384,253,65,0,-1287.3372,-1282.7703,724076,3,2,3102.3255149591832,Q261534
724627,"Киндинов, Евгений Арсеньевич",20,724627,10.0,0,159,234,-3060.4346,-1808.6268,724627,1,3,0.0,Q4220776
725079,Провизор,18,725079,10.0,132,111,233,101.680275,3058.513,725079,1,10,0.0,Q4379628
725816,"Бахчанян, Вагрич Акопович",33,725816,10.0,0,140,23,-1144.6381,1246.3794,725816,1,21,0.0,Q1754661
726647,"Маркова, Римма Васильевна",8,726647,11.919192,163,102,15,1914.4608,-2596.5435,726647,2,11,3099.0,Q4282079
727235,Огненный смерч,2,727235,15.757576,0,127,167,-2823.552,565.1788,727235,4,29,9293.0,Q918145
727258,Хокон (кронпринц Норвегии),1,727258,10.0,89,153,0,1892.5043,1432.7688,727258,1,6,0.0,Q165241
729025,Шериф (футбольный клуб),26,729025,48.38384,253,65,0,-2146.2473,-1425.3871,729025,21,2,19537.712201475402,Q210768
730174,"Кербель, Лев Ефимович",24,730174,17.676767,0,172,0,161.95422,1335.0144,730174,5,0,46582.280427216174,Q571742
732153,Маска Зорро,9,732153,10.0,150,127,0,2759.2085,405.6029,732153,1,29,0.0,Q309621
732458,Правовая имплементация,41,732458,11.919192,155,95,153,-1786.8248,-2578.5042,732458,2,8,3708.276235373577,Q25312627
732937,Александрия (футбольный клуб),29,732937,15.757576,0,168,182,1338.9429,47.538506,732937,4,4,9326.64058962664,Q128390
733226,Манса Муса,3,733226,10.0,0,158,94,1753.2312,2506.2163,733226,1,25,0.0,Q309333
734634,"Исаев, Анатолий Константинович",29,734634,23.434343,0,168,182,2370.1328,112.47235,734634,8,4,3869.869519039956,Q3615113
735310,Douglas A-1 Skyraider,1,735310,25.353535,89,153,0,1590.7139,1238.1019,735310,9,6,11194.359920947596,Q266066
736194,Малая земля,18,736194,10.0,132,111,233,-700.2955,3579.7493,736194,1,10,0.0,Q2389861
737157,Десна (футбольный клуб),29,737157,19.595959,0,168,182,1382.8751,-57.028816,737157,6,4,63582.70795203413,Q1980760
737933,Мароккано-алжирская операция,20,737933,10.0,0,159,234,-3176.8179,-1388.4154,737933,1,29,0.0,Q194132
738101,"Пятов, Андрей Валерьевич",29,738101,15.757576,0,168,182,1280.5507,140.2452,738101,4,4,11425.700563349666,Q215297
738752,ЙЦУКЕН,28,738752,29.19192,192,192,192,407.98306,-364.34027,738752,11,18,5960.011504548257,Q2635166
739097,"Фельцман, Оскар Борисович",18,739097,27.272728,132,111,233,-1434.7344,3406.3005,739097,10,10,4864.886925977441,Q4136184
741168,Православные праздники,12,741168,23.434343,192,192,192,1181.0039,1208.3978,741168,8,34,1684.675434263687,Q12168697
741323,Ясско-Кишинёвская операция,31,741323,11.919192,255,0,77,865.09094,-1211.34,741323,2,1,0.0,Q311765
741466,НК-12,7,741466,10.0,192,192,192,2400.7988,-127.30752,741466,1,31,0.0,Q977186
742210,"Рыжов, Иван Петрович",2,742210,15.757576,0,127,167,-3211.032,1059.6595,742210,4,3,53278.11697909312,Q4401835
745605,"Суханкина, Маргарита Анатольевна",18,745605,11.919192,132,111,233,-170.58105,3107.1528,745605,2,10,0.0,Q4446869
745968,"Копенгаген (футбольный клуб, 1992)",26,745968,56.060608,253,65,0,-1277.4644,-1018.65454,745968,25,2,60524.57896536455,Q188430
746840,Пурпурное сердце,1,746840,19.595959,89,153,0,2426.226,1188.9502,746840,6,6,446.1462423852546,Q145752
747115,Спа-Франкоршам,22,747115,27.272728,192,192,192,-414.63962,-336.43008,747115,10,24,10403.607142856406,Q172851
747639,"Иванова, Нина Георгиевна",10,747639,11.919192,195,78,71,77.945724,-1825.63,747639,2,9,6926.09446047521,Q4196431
747690,Boeing CH-47 Chinook,13,747690,10.0,192,192,192,-325.83194,-2020.6724,747690,1,15,0.0,Q209613
748985,2С25,14,748985,15.757576,0,134,82,-2638.8215,-486.8731,748985,4,7,0.0,Q1785709
751070,Мальтийский крест (символ),12,751070,10.0,192,192,192,1257.9899,934.03107,751070,1,34,0.0,Q225937
752225,День труда (США),16,752225,10.0,98,125,18,2053.374,-2010.2488,752225,1,10,0.0,Q848352
752330,"Рапид (футбольный клуб, Вена)",26,752330,29.19192,253,65,0,-616.517,-484.72495,752330,11,2,810.2600279136192,Q131215
753122,"Сульшер, Уле Гуннар",26,753122,23.434343,253,65,0,-1645.9812,-1382.1625,753122,8,2,18330.825731013967,Q18976
