,Label,Modularity Class,wID,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality
400722,Следствие_ведут_ЗнаТоКи._Третейский_судья,2,400722,15.757576,0,127,167,-3134.9756,779.3597,400722,4,1,50.80109890109877
400787,"Алдонин,_Евгений_Валерьевич",29,400787,11.919192,0,168,182,2344.4136,307.21774,400787,2,4,3099.0
400831,"Гусев,_Ролан_Александрович",29,400831,10.0,0,168,182,2039.1416,489.6551,400831,1,4,0.0
401083,Вертолётоносец,14,401083,10.0,0,134,82,-2842.0256,83.908646,401083,1,7,0.0
401382,Солдат_Иван_Бровкин,39,401382,17.676767,236,36,133,1217.6196,1662.5323,401382,5,26,9291.5
401540,"Братья_Карамазовы_(фильм,_1968)",39,401540,17.676767,236,36,133,312.9588,1856.2869,401540,5,3,26171.351457570934
401575,"Шутов,_Евгений_Ефимович",39,401575,11.919192,236,36,133,836.7303,1818.7935,401575,2,26,0.0
402321,"Блинников,_Сергей_Капитонович",2,402321,17.676767,0,127,167,-2598.112,1260.7798,402321,5,3,77663.7921169416
402385,"Сазонова,_Нина_Афанасьевна",10,402385,15.757576,195,78,71,121.88492,-1772.3921,402385,4,9,28660.626078515692
402502,"Чекан,_Станислав_Юлианович",39,402502,13.838384,236,36,133,462.91638,1755.0524,402502,3,3,12821.916542366744
402901,Битва_при_Манцикерте_(1071),19,402901,13.838384,192,192,192,2146.2808,-1001.3289,402901,3,17,1549.0
405636,"Фельцман,_Владимир_Оскарович",18,405636,10.0,132,111,233,-419.4412,2816.5322,405636,1,10,0.0
405860,"Богословский,_Никита_Владимирович",18,405860,10.0,132,111,233,-736.27515,2863.0745,405860,1,10,0.0
416317,Бахмутский_городской_совет,41,416317,13.838384,155,95,153,-2398.521,-2737.4126,416317,3,8,0.0
416642,"Ньютон-Джон,_Оливия",9,416642,15.757576,150,127,0,2479.2449,799.1897,416642,4,13,49485.96980418135
418569,Новокосино_(станция_метро),5,418569,19.595959,192,192,192,3083.2588,-749.51434,418569,6,30,0.0
420539,Поле_чудес_(телеигра),18,420539,21.515152,132,111,233,-837.9218,2334.8574,420539,7,10,28606.228775327363
421542,Головная_боль,34,421542,11.919192,192,192,192,680.9289,-1619.779,421542,2,39,3099.0
423034,"Шульженко,_Клавдия_Ивановна",18,423034,29.19192,132,111,233,114.22763,2328.7527,423034,11,10,8156.786273340078
423624,"Гот,_Герман",31,423624,13.838384,255,0,77,539.6525,-1026.4502,423624,3,1,3099.0
424226,"Зырянов,_Константин_Георгиевич",29,424226,19.595959,0,168,182,1240.93,-184.88652,424226,6,4,3249.7605302601783
426765,"Дога,_Евгений_Дмитриевич",18,426765,23.434343,132,111,233,370.0301,3195.374,426765,8,10,48445.784914701646
427233,Востряковское_кладбище,18,427233,31.11111,132,111,233,23.461834,2728.7915,427233,12,10,66676.10380530554
434530,"Адомайтис,_Регимантас_Вайткусович",8,434530,10.0,163,102,15,1868.2429,-2474.958,434530,1,20,0.0
439579,Азиза,2,439579,13.838384,0,127,167,-2865.3694,688.8172,439579,3,5,19066.536321326228
443450,"О’Коннелл,_Джерри",15,443450,11.919192,192,192,192,1030.6606,-1830.2798,443450,2,13,3099.0000000000005
445675,"Оболенский,_Леонид_Леонидович_(актёр)",0,445675,10.0,208,105,0,-1939.8816,1229.23,445675,1,12,0.0
448202,"Отёй,_Даниэль",2,448202,13.838384,0,127,167,-2539.096,813.2886,448202,3,29,11752.045747910517
448481,"Гозман,_Леонид_Яковлевич",33,448481,13.838384,0,140,23,-846.63776,1668.9639,448481,3,21,6196.0
449703,"Палах,_Ян",31,449703,13.838384,255,0,77,724.6403,-1135.9064,449703,3,1,0.0
449916,"Леонтьев,_Авангард_Николаевич",39,449916,17.676767,236,36,133,815.846,1482.6243,449916,5,3,40566.80812930505
454580,Кольцо_рыбака,12,454580,11.919192,192,192,192,1249.7346,989.4051,454580,2,34,0.0
454756,"Куарон,_Альфонсо",4,454756,11.919192,192,192,192,-2448.0615,-690.1847,454756,2,14,12384.0
454797,"Леонов-Гладышев,_Евгений_Борисович",37,454797,15.757576,192,192,192,-1495.2623,1791.0223,454797,4,3,7975.894384931674
456634,Марафон_(букмекерская_контора),9,456634,10.0,150,127,0,3408.8608,681.7582,456634,1,13,0.0
457691,"Либерман,_Джозеф",1,457691,21.515152,89,153,0,1986.1443,755.3334,457691,7,6,23325.395048242488
458204,"Сказ_про_то,_как_царь_Пётр_арапа_женил",2,458204,25.353535,0,127,167,-3401.0645,1184.6978,458204,9,3,61946.09026986818
458339,Военный_округ,14,458339,13.838384,0,134,82,-2259.511,-244.35947,458339,3,7,9066.877386418388
463500,Малкольм_Икс,28,463500,11.919192,192,192,192,776.09686,-242.66995,463500,2,18,15939.421481302163
467332,Таваф,16,467332,21.515152,98,125,18,1563.007,-1818.3766,467332,7,33,3099.0
470227,"Савельев,_Виталий_Геннадьевич",18,470227,10.0,132,111,233,-928.9269,2702.959,470227,1,10,0.0
475688,Цветная_фотография,19,475688,17.676767,192,192,192,2369.2039,-804.02637,475688,5,17,3089.5
476230,"Демич,_Юрий_Александрович",10,476230,11.919192,195,78,71,-76.04843,-1928.2234,476230,2,9,6196.0
478230,"Динамо_(футбольный_клуб,_Барнаул)",29,478230,17.676767,0,168,182,1956.231,88.84486,478230,5,4,6877.17053530112
489998,Список_орков_Средиземья,38,489998,56.060608,192,192,192,785.20886,-2790.498,489998,25,32,4366.377749869754
493773,Мордовия_(футбольный_клуб),29,493773,25.353535,0,168,182,2176.9187,564.35504,493773,9,4,33248.74149781638
493934,Военная_коллегия_Верховного_суда_СССР,18,493934,15.757576,132,111,233,-808.39496,2584.3315,493934,4,10,4093.3179582180364
495887,Идель-Урал_(легион),18,495887,10.0,132,111,233,-1020.19666,2724.889,495887,1,10,0.0
498107,Спасская_башня,12,498107,19.595959,192,192,192,999.0136,842.3652,498107,6,34,61664.8991194646
500752,ПТ-76,14,500752,13.838384,0,134,82,-2088.0896,111.37176,500752,3,7,31531.77916905517
505567,Киямат,16,505567,31.11111,98,125,18,1677.5583,-1413.669,505567,12,33,2615.084013404956
506201,Гран-при_Бельгии,22,506201,11.919192,192,192,192,-67.21071,-304.0916,506201,2,24,0.0
507769,Белушья_Губа,39,507769,10.0,236,36,133,865.1801,2033.352,507769,1,3,0.0
508880,"Динамо_(футбольный_клуб,_Загреб)",26,508880,61.818184,253,65,0,-1904.9171,-1573.2115,508880,28,2,22125.39249347734
508927,Демократическая_Республика_Вьетнам,1,508927,31.11111,89,153,0,1976.703,1086.842,508927,12,6,7798.479822919885
509137,Арафат_(гора),16,509137,23.434343,98,125,18,1626.7241,-1782.8478,509137,8,33,441.3856582715466
509621,Турбина,2,509621,11.919192,0,127,167,-2787.448,770.3016,509621,2,29,5656.772763937085
525975,"Максимова,_Елена_Александровна",0,525975,13.838384,208,105,0,-2317.6133,1360.336,525975,3,11,23891.67281673117
527039,Бархатный_развод,31,527039,15.757576,255,0,77,586.42755,-1460.9701,527039,4,1,0.0
530174,Интер_(телеканал),37,530174,27.272728,192,192,192,-1350.2031,1346.139,530174,10,16,43045.52540601634
530327,Смуглянка,18,530327,15.757576,132,111,233,-292.49533,3393.2734,530327,4,10,1627.1526467868644
530754,"Ширер,_Алан",24,530754,31.11111,0,172,0,581.6502,199.9415,530754,12,0,7684.98349736406
532579,"Байден,_Джо",1,532579,31.11111,89,153,0,1757.8748,1549.7292,532579,12,6,15777.822188465554
533019,Аннаполис_(Мэриленд),1,533019,13.838384,89,153,0,1793.3597,1137.4795,533019,3,6,109835.65770364442
533616,"Эвора,_Сезария",0,533616,10.0,208,105,0,-1824.8167,1377.1597,533616,1,11,0.0
535169,Зловещие_мертвецы,9,535169,11.919192,150,127,0,2720.228,642.5686,535169,2,13,0.0
541067,"Савинова,_Екатерина_Фёдоровна",2,541067,17.676767,0,127,167,-3323.8958,878.63806,541067,5,3,10649.05428397956
543304,"Сергеев,_Фёдор_Андреевич",41,543304,11.919192,155,95,153,-1771.2812,-3074.0212,543304,2,8,12384.0
544849,"Ташков,_Евгений_Иванович",2,544849,17.676767,0,127,167,-2659.4424,673.6258,544849,5,3,5057.686671908488
545498,"Раванелли,_Фабрицио",29,545498,11.919192,0,168,182,1209.7594,210.06804,545498,2,4,9859.7634099364
546613,Всеукраинский_референдум_(1991),39,546613,11.919192,236,36,133,604.4652,1592.419,546613,2,31,0.0
546699,Премьер-министр_Белоруссии,6,546699,23.434343,192,192,192,-1173.0283,2040.573,546699,8,23,1.6166666666666665
546703,"Кара-Мурза,_Алексей_Алексеевич",33,546703,19.595959,0,140,23,-379.64795,1226.108,546703,6,21,0.0
550744,Знамя_Труда_(футбольный_клуб),29,550744,19.595959,0,168,182,1515.6619,-4.3592978,550744,6,4,7032.901119197387
550911,Сахалин_(футбольный_клуб),29,550911,15.757576,0,168,182,1708.3295,-456.85645,550911,4,4,708.8386200990439
550971,Арсенал-Киев,29,550971,21.515152,0,168,182,1233.4717,-86.04039,550971,7,4,32192.450169123287
550990,Мариуполь_(футбольный_клуб),29,550990,13.838384,0,168,182,1358.5348,701.4892,550990,3,4,1096.1744906673919
551573,Ворскла_(футбольный_клуб),26,551573,15.757576,253,65,0,-2369.251,-1295.5447,551573,4,2,3.4693731247439694
551670,"Филимонов,_Александр_Владимирович",29,551670,17.676767,0,168,182,1315.1469,-133.19238,551670,5,4,3047.3992758494774
551822,"Подгородецкий,_Пётр_Иванович",18,551822,19.595959,132,111,233,-803.49005,2839.0603,551822,6,10,6166.77632591273
552901,"Балон,_Владимир_Яковлевич",16,552901,10.0,98,125,18,1577.0939,-1634.3285,552901,1,3,0.0
553845,"Смертин,_Алексей_Геннадьевич",29,553845,13.838384,0,168,182,1660.1146,405.30685,553845,3,4,1459.161892446419
553876,Т-60,14,553876,17.676767,0,134,82,-2770.205,254.60081,553876,5,7,38406.0222354271
554015,Альфа_Дог,9,554015,10.0,150,127,0,3038.7356,405.69434,554015,1,13,0.0
554039,Т-70,14,554039,15.757576,0,134,82,-2614.9836,358.79367,554039,4,7,12121.266249958251
554217,"Степанков,_Константин_Петрович",10,554217,11.919192,195,78,71,419.68115,-1916.2205,554217,2,9,0.0
555658,"Лир,_Аманда",0,555658,10.0,208,105,0,-1673.1722,1158.5421,555658,1,12,0.0
556777,"Корчевников,_Борис_Вячеславович",2,556777,17.676767,0,127,167,-2571.037,1107.0209,556777,5,5,18247.77225669792
560758,Мы_были_солдатами,1,560758,10.0,89,153,0,2044.8053,1298.8354,560758,1,6,0.0
563064,"Хохлов,_Дмитрий_Валерьевич",29,563064,38.78788,0,168,182,2324.29,173.4635,563064,16,4,113446.92744136507
569464,Зинсхайм,26,569464,13.838384,253,65,0,-1344.5762,-527.7002,569464,3,2,846.7187629373432
572475,"Домрачева,_Дарья_Владимировна",18,572475,17.676767,132,111,233,211.05327,2163.0344,572475,5,10,15594.40170080261
573766,Кубок_Англии_по_футболу,24,573766,40.70707,0,172,0,593.4849,379.309,573766,17,0,105594.07886492832
574907,"Мерфи,_Эдди",17,574907,33.030304,0,134,233,-1437.922,-2502.229,574907,13,22,100578.79708326755
575921,"Комбаров,_Дмитрий_Владимирович",29,575921,17.676767,0,168,182,1896.2203,244.92708,575921,5,4,3173.9591943788428
578433,"Куэльяр,_Иван",25,578433,10.0,192,192,192,-206.4,-734.7956,578433,1,2,0.0
579057,Bell_V-22_Osprey,1,579057,10.0,89,153,0,1859.94,1240.6381,579057,1,6,0.0
579151,Администрация_президента_России,7,579151,29.19192,192,192,192,2773.5198,-91.18312,579151,11,10,119937.1288016124
579847,Молодая_гвардия_(фильм),0,579847,11.919192,208,105,0,-1794.7421,1106.3081,579847,2,11,198.32142857142858
579909,Из_ада,20,579909,13.838384,0,159,234,-3370.7146,-1832.3389,579909,3,29,6196.999999999999
581117,Денонсация,41,581117,13.838384,155,95,153,-1813.3394,-3241.9058,581117,3,8,936.9442793689424
581425,"Капанина,_Светлана_Владимировна",39,581425,10.0,236,36,133,599.3224,1943.5238,581425,1,31,0.0
582702,Олд_Траффорд,24,582702,13.838384,0,172,0,-124.592995,336.9515,582702,3,0,2836.8193730796106
582707,Волга_(автодорога),16,582707,10.0,98,125,18,1738.248,-1806.7711,582707,1,18,0.0
582966,Список_городов_Арды,38,582966,73.333336,192,192,192,269.13702,-4323.637,582966,34,32,908.9222618334268
584793,Зайберсдорф_(Нижняя_Австрия),3,584793,11.919192,0,158,94,1580.5686,2134.1438,584793,2,25,0.0
588227,"Коновалов,_Максим_Вениевич",11,588227,10.0,192,192,192,1774.806,-1120.3947,588227,1,1,0.0
589865,Живёт_такой_парень,10,589865,13.838384,195,78,71,23.462912,-2030.4686,589865,3,9,8214.914779442099
591213,"Матвиенко,_Игорь_Игоревич",37,591213,15.757576,192,192,192,-1373.3402,1531.9694,591213,4,3,96292.56982777544
591322,Председатель_(фильм),10,591322,10.0,195,78,71,-6.201572,-1593.5149,591322,1,9,0.0
591884,Вольфсбург_(футбольный_клуб),26,591884,33.030304,253,65,0,-1154.6704,-2029.3678,591884,13,2,22229.50895695284
593188,Палата_представителей_США,1,593188,23.434343,89,153,0,1522.1139,1287.0853,593188,8,6,8847.929232390296
593864,Нина_Симон,3,593864,11.919192,0,158,94,1935.1255,2367.0115,593864,2,16,4927.518452123166
593938,Йохан_Кройф_Арена,24,593938,10.0,0,172,0,-208.05383,770.38824,593938,1,0,0.0
593984,"Бакланов,_Олег_Дмитриевич",14,593984,15.757576,0,134,82,-2587.709,48.59982,593984,4,7,725.5116916736627
594854,Сражение_под_Кульмом,21,594854,11.919192,0,136,132,-3134.365,-676.7606,594854,2,11,0.0
595282,"Бортников,_Геннадий_Леонидович",10,595282,13.838384,195,78,71,-78.805695,-1864.5406,595282,3,22,11938.582798449179
596563,Самая_обаятельная_и_привлекательная,0,596563,13.838384,208,105,0,-1612.7811,1035.6454,596563,3,12,6977.38732654743
598951,Сражение_при_Дрездене,21,598951,13.838384,0,136,132,-3062.4016,-499.58997,598951,3,11,6196.0
599181,"Индзаги,_Филиппо",24,599181,15.757576,0,172,0,259.98477,930.2884,599181,4,0,9690.97580601934
599205,"Клюйверт,_Патрик",24,599205,29.19192,0,172,0,608.7523,892.7047,599205,11,0,12250.925544325006
599350,"Кантона,_Эрик",24,599350,31.11111,0,172,0,708.2106,936.59155,599350,12,0,12858.36370426566
599484,"Анелька,_Николя",24,599484,15.757576,0,172,0,-321.93912,630.37933,599484,4,0,174.76353737305118
600840,Трембита_(фильм),18,600840,13.838384,132,111,233,283.6058,2653.0305,600840,3,3,11133.24696205039
601297,Чемпионат_Греции_по_футболу,26,601297,17.676767,253,65,0,-760.34595,-1181.2332,601297,5,2,9114.766831818733
602386,"Аликин,_Павел_Павлович",29,602386,10.0,0,168,182,1597.0756,-207.34175,602386,1,4,0.0
602651,Эспаньол,24,602651,10.0,0,172,0,197.25664,1156.3617,602651,1,4,0.0
602943,История_рыцаря,9,602943,11.919192,150,127,0,2767.0261,693.9956,602943,2,29,3099.0
605819,"Мур,_Бобби",24,605819,11.919192,0,172,0,210.74,533.81885,605819,2,0,2032.311607614192
606078,"Парамонов,_Алексей_Александрович",29,606078,21.515152,0,168,182,1129.6573,407.07806,606078,7,4,12630.51963362623
606087,"Самсонов,_Самсон_Иосифович",0,606087,13.838384,208,105,0,-1896.5453,1293.0516,606087,3,12,17053.317348579087
606352,Хетафе_(футбольный_клуб),25,606352,19.595959,192,192,192,-184.22603,-834.6239,606352,6,2,8124.071095803598
