,Label,Modularity Class,wID,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality
258939,Эдинбург_(Тристан-да-Кунья),21,258939,11.919192,0,136,132,-3618.7717,-564.9648,258939,2,12,0.0
259105,"Перфилов,_Лев_Алексеевич",0,259105,13.838384,208,105,0,-1609.2506,1309.4966,259105,3,12,5538.245634099999
259242,"Моуринью,_Жозе",24,259242,31.11111,0,172,0,601.8871,993.57745,259242,12,0,90502.41053683023
259398,"Робски,_Оксана_Викторовна",18,259398,11.919192,132,111,233,-290.16187,2803.7632,259398,2,4,47670.94582592325
259473,"Черноморец_(футбольный_клуб,_Одесса)",29,259473,25.353535,0,168,182,2188.931,606.40125,259473,9,4,118834.35688209419
259589,"Разбаш,_Андрей_Леонидович",39,259589,11.919192,236,36,133,1111.8534,1540.3572,259589,2,3,3099.0
259997,Ту-204,7,259997,19.595959,192,192,192,2323.786,-265.86084,259997,6,31,33259.06851517157
260385,Российская_академия_музыки_имени_Гнесиных,18,260385,36.868687,132,111,233,-482.31088,2450.5078,260385,15,10,146072.68509444414
260388,Химки_(футбольный_клуб),29,260388,21.515152,0,168,182,1220.2517,565.23785,260388,7,4,3027.387371122156
260686,Панатинаикос_(футбольный_клуб),26,260686,23.434343,253,65,0,-402.51187,-875.89795,260686,8,2,5546.038449422267
260808,"Баллак,_Михаэль",24,260808,19.595959,0,172,0,14.310789,401.437,260808,6,0,145326.85131434796
261039,Т-28,14,261039,11.919192,0,134,82,-2755.6768,24.904463,261039,2,7,19379.022852248145
261212,Beastie_Boys,32,261212,11.919192,192,192,192,-960.43805,716.6901,261212,2,38,0.0
261369,"Суэйн,_Доминик",9,261369,11.919192,150,127,0,2870.5706,1036.0156,261369,2,13,3099.0
261787,"Ильин,_Анатолий_Михайлович",29,261787,13.838384,0,168,182,1624.149,-191.12056,261787,3,4,0.0
261857,МиГ-27,13,261857,10.0,192,192,192,-355.6807,-2060.9353,261857,1,15,0.0
261942,Независимость,10,261942,10.0,195,78,71,-241.54094,-1778.5284,261942,1,9,0.0
262172,"Рымбаева,_Роза_Куанышевна",18,262172,19.595959,132,111,233,-914.59924,2082.4365,262172,6,10,51247.05980164105
262856,Однажды_в_Мексике,15,262856,11.919192,192,192,192,1045.295,-1790.3912,262856,2,13,4018.7331890331916
263092,Отпуск_в_сентябре,39,263092,11.919192,236,36,133,641.9755,1812.2622,263092,2,26,0.0
265150,"Антонова,_Ирина_Александровна",3,265150,13.838384,0,158,94,2006.7229,2033.9617,265150,3,16,3099.0
265295,Столкновение_двух_Ту-134_над_Днепродзержинском,39,265295,13.838384,236,36,133,1424.0454,1638.6719,265295,3,31,24053.480463281387
265406,Холодная_гора_(фильм),37,265406,10.0,192,192,192,-1505.8563,1637.443,265406,1,3,0.0
265483,"Ахромеев,_Сергей_Фёдорович",14,265483,17.676767,0,134,82,-3080.233,-171.06947,265483,5,7,146872.17144470772
267178,"Кириленко,_Мария_Юрьевна",31,267178,11.919192,255,0,77,846.5495,-986.8105,267178,2,27,4137.731853641747
267331,"Русланова,_Лидия_Андреевна",18,267331,11.919192,132,111,233,-314.20242,2976.6282,267331,2,10,12384.0
267442,"Алексеев,_Николай_Александрович_(активист)",7,267442,13.838384,192,192,192,2338.893,38.506382,267442,3,10,9291.0
267708,Агент_«оранж»,1,267708,10.0,89,153,0,1680.8802,1205.8363,267708,1,6,0.0
268935,Волкодав_из_рода_Серых_Псов,2,268935,10.0,0,127,167,-2872.045,860.67694,268935,1,3,0.0
270337,Москва_—_Кассиопея,0,270337,11.919192,208,105,0,-1940.8331,1140.7179,270337,2,12,584.4280049375903
270398,"Азаров,_Николай_Янович",41,270398,21.515152,155,95,153,-2223.1162,-2513.866,270398,7,8,39063.58639812396
270604,Вашингтон_Кэпиталз,31,270604,21.515152,255,0,77,437.40482,-1142.322,270604,7,1,7032.803552573637
270873,Лига_чемпионов_УЕФА_2006/2007,26,270873,52.22222,253,65,0,-1915.4323,-1688.2136,270873,23,2,14384.909897767046
270957,Американо-мексиканская_война,9,270957,17.676767,150,127,0,3197.8032,629.17285,270957,5,18,21116.75198696837
271375,Алеутские_острова,6,271375,13.838384,192,192,192,-1656.7953,2252.0657,271375,3,23,9293.0
271837,Некрополь,18,271837,10.0,132,111,233,-917.5261,2556.817,271837,1,10,0.0
272485,Ашура,16,272485,21.515152,98,125,18,1755.0768,-1307.372,272485,7,33,958.4205491115964
273289,Кубок_Либертадорес,24,273289,11.919192,0,172,0,-135.40965,642.2539,273289,2,0,1451.7061838522573
273464,Скниловская_трагедия_27_июля_2002_года,14,273464,13.838384,0,134,82,-2934.7886,-373.7681,273464,3,7,6197.0
273693,"Айнтрахт_(футбольный_клуб,_Франкфурт-на-Майне)",24,273693,13.838384,0,172,0,-405.8026,578.1455,273693,3,0,6997.238635434113
274126,Оникс_(противокорабельная_ракета),11,274126,19.595959,192,192,192,1395.1542,-731.2006,274126,6,5,9295.066666666666
274611,3-я_танковая_дивизия_СС_«Мёртвая_голова»,31,274611,11.919192,255,0,77,751.3708,-1003.2362,274611,2,1,0.0
274943,Эминем,32,274943,29.19192,192,192,192,-996.2105,934.7841,274943,11,38,23213.5
275061,"Хлевинский,_Валерий_Михайлович",8,275061,11.919192,163,102,15,1969.8573,-2504.9893,275061,2,11,15475.0
275540,Воинские_звания_в_Вооружённых_силах_Российской_Федерации,11,275540,10.0,192,192,192,1617.7723,-898.2184,275540,1,5,0.0
275974,"Лыжичко,_Руслана_Степановна",1,275974,25.353535,89,153,0,2359.5505,1545.0647,275974,9,6,56904.49343848041
276241,"Бережная,_Елена_Викторовна",18,276241,10.0,132,111,233,-1067.1691,2557.5337,276241,1,10,0.0
276296,Офицер,11,276296,13.838384,192,192,192,1367.6118,-1133.5046,276296,3,1,16179.833444607664
276892,Медаль_«За_трудовую_доблесть»,18,276892,25.353535,132,111,233,903.57715,2787.2483,276892,9,10,14827.071854580592
276970,"Тарасова,_Татьяна_Анатольевна",18,276970,15.757576,132,111,233,-684.08594,2651.6624,276970,4,10,7172.24969607044
277120,День_независимости,21,277120,13.838384,0,136,132,-3190.2217,-517.73065,277120,3,12,6196.0
277255,Дайте_жалобную_книгу,2,277255,15.757576,0,127,167,-2147.4932,859.91675,277255,4,3,26485.296775905408
277319,Столкновение_над_авиабазой_Рамштайн,14,277319,10.0,0,134,82,-2380.604,286.07385,277319,1,7,0.0
278555,Лузитания_(лайнер),20,278555,31.11111,0,159,234,-3444.9885,-1451.8278,278555,12,29,2659.0185253771965
278565,"Мавритания_(судно,_1906)",20,278565,31.11111,0,159,234,-2763.4377,-1868.4286,278565,12,29,11603.108100694692
278781,"Игнатьев,_Сергей_Михайлович",18,278781,15.757576,132,111,233,-1280.5123,3436.509,278781,4,10,655.9479520465986
278874,Южный_Вьетнам,1,278874,27.272728,89,153,0,1739.4717,1003.33246,278874,10,6,47305.134563367275
278911,"Сатурн_(футбольный_клуб,_Раменское)",29,278911,29.19192,0,168,182,744.73346,250.53589,278911,11,4,45261.46029838486
279495,Выдача_казаков,2,279495,10.0,0,127,167,-2827.8591,735.0773,279495,1,3,0.0
279707,Медаль_«50_лет_Целине»,18,279707,13.838384,132,111,233,477.54227,2801.852,279707,3,10,0.0
280606,"Пуго,_Борис_Карлович",14,280606,17.676767,0,134,82,-3021.8438,-56.184425,280606,5,7,18462.765615370674
280711,Госпел,3,280711,15.757576,0,158,94,1993.118,2384.405,280711,4,16,20710.946697638337
282682,"Катуков,_Михаил_Ефимович",11,282682,15.757576,192,192,192,1692.1963,-1193.5375,282682,4,1,19413.90159496035
282692,Медаль_«Астана»,18,282692,15.757576,132,111,233,-272.17728,2058.8115,282692,4,10,196.93853748979052
283087,Scroll_Lock,28,283087,11.919192,192,192,192,668.955,-245.90436,283087,2,18,0.0
283430,Стаханов_(город),41,283430,17.676767,155,95,153,-2438.1365,-3039.7605,283430,5,8,1113.0077036661567
283435,"Остров_(фильм,_2005)",9,283435,11.919192,150,127,0,2460.5168,499.0416,283435,2,13,1874.4675476654659
283659,Сорочинская_ярмарка,18,283659,11.919192,132,111,233,-1314.3545,2638.8977,283659,2,16,23702.72264127636
283701,Орден_Трёх_звёзд,1,283701,17.676767,89,153,0,2360.8232,1437.7069,283701,5,6,50784.744835205434
284271,UPnP,2,284271,10.0,0,127,167,-2947.7666,998.2435,284271,1,3,0.0
285357,Введенское_кладбище,10,285357,15.757576,195,78,71,412.64578,-1793.8007,285357,4,22,14216.326200859367
285686,Санкт-Петербургская_соборная_мечеть,16,285686,15.757576,98,125,18,1769.0281,-1519.5931,285686,4,33,13576.264798338525
286318,Суперсерия_СССР_—_Канада_(1972),18,286318,11.919192,132,111,233,-122.01231,3288.9795,286318,2,4,12982.505839904998
286805,Воин-освободитель,3,286805,10.0,0,158,94,1982.6454,2120.33,286805,1,16,0.0
287796,"Черновол,_Вячеслав_Максимович",31,287796,11.919192,255,0,77,997.217,-836.6513,287796,2,31,3099.0
288190,"Время_убивать_(фильм,_1996)",15,288190,10.0,192,192,192,1175.233,-1708.2904,288190,1,11,0.0
290569,Queen_Mary_2,20,290569,21.515152,0,159,234,-2472.0505,-1491.9647,290569,7,29,10740.73185902124
291037,"Панин,_Алексей_Вячеславович",9,291037,11.919192,150,127,0,2813.251,625.3194,291037,2,13,3099.0
291141,Солидарность_(профсоюз),31,291141,11.919192,255,0,77,361.54846,-1300.4323,291141,2,1,3099.0
292279,Легия_(футбольный_клуб),24,292279,11.919192,0,172,0,357.5849,291.62338,292279,2,0,2676.557791588788
292529,"Соколовский,_Семён_Григорьевич",8,292529,10.0,163,102,15,2089.5386,-2776.814,292529,1,11,0.0
292662,"Машеров,_Пётр_Миронович",10,292662,15.757576,195,78,71,495.60443,-1652.4694,292662,4,9,46275.333333333336
293144,"Хаммаршёльд,_Даг",3,293144,25.353535,0,158,94,1966.566,1936.6859,293144,9,25,0.0
293160,Отрицание_Холокоста,33,293160,21.515152,0,140,23,-1030.2279,1644.0018,293160,7,1,17174.01733209676
293329,"Барре,_Мохамед_Сиад",31,293329,15.757576,255,0,77,360.90356,-968.51685,293329,4,1,29196.379953684882
293711,"Мохов,_Виктор_Васильевич",32,293711,10.0,192,192,192,-821.4679,732.0076,293711,1,38,0.0
294149,Братство_волка,2,294149,11.919192,0,127,167,-2693.061,871.9641,294149,2,3,12119.017877218992
294588,Эдесса,12,294588,10.0,192,192,192,1145.9762,1030.6621,294588,1,34,0.0
295317,Жертвоприношение,16,295317,10.0,98,125,18,1992.2144,-1661.9006,295317,1,33,0.0
296249,"Глушенко,_Евгения_Константиновна",27,296249,15.757576,192,192,192,-728.8952,178.08295,296249,4,22,34256.46782831778
297377,Брайтон,9,297377,13.838384,150,127,0,2846.7383,499.3525,297377,3,13,38772.52882144133
299404,Ту-124,7,299404,17.676767,192,192,192,2769.3037,-142.63513,299404,5,31,72193.00348691255
300069,TAR-21,14,300069,11.919192,0,134,82,-2206.5554,-84.791756,300069,2,15,0.5
300116,"Паулс,_Раймонд_Вольдемарович",18,300116,23.434343,132,111,233,-411.19522,3008.1614,300116,8,10,80059.97773867141
300480,Школьная_медаль,18,300480,10.0,132,111,233,-381.78998,3053.2947,300480,1,10,0.0
301001,Осмос,19,301001,10.0,192,192,192,2012.5934,-899.55646,301001,1,17,0.0
301370,"Попов,_Александр_Владимирович_(пловец)",18,301370,10.0,132,111,233,246.2216,2200.9312,301370,1,10,0.0
305327,Ручной_пулемёт_Дегтярёва,14,305327,15.757576,0,134,82,-2794.1929,166.3916,305327,4,15,6196.0
306493,"Патон,_Борис_Евгеньевич",27,306493,10.0,192,192,192,-718.9399,-144.7701,306493,1,22,0.0
306836,"Попов,_Гавриил_Харитонович",18,306836,11.919192,132,111,233,-291.8508,2159.9324,306836,2,10,88.04097471599859
307205,"Богданов,_Владимир_Леонидович",18,307205,11.919192,132,111,233,-125.57625,2790.2996,307205,2,10,0.0
307340,"Макашов,_Альберт_Михайлович",14,307340,10.0,0,134,82,-2357.0803,-525.8129,307340,1,7,0.0
307408,"Алексашенко,_Сергей_Владимирович",10,307408,11.919192,195,78,71,230.48637,-1577.0618,307408,2,9,0.0
307481,"Дубинин,_Сергей_Константинович",10,307481,13.838384,195,78,71,664.9165,-1584.8572,307481,3,9,13051.474724630829
307520,"Починок,_Александр_Петрович",18,307520,15.757576,132,111,233,-474.23395,3453.3066,307520,4,10,2834.6497436435025
307699,"Мензел,_Идина",39,307699,17.676767,236,36,133,323.79333,1773.3248,307699,5,16,9977.888888889454
309035,Стелс_(фильм),1,309035,10.0,89,153,0,1763.7777,1037.7426,309035,1,6,0.0
309102,Аталанта_(футбольный_клуб),24,309102,21.515152,0,172,0,34.315945,445.32446,309102,7,0,11464.030661765586
311211,"Крузенштерн,_Иван_Фёдорович",6,311211,15.757576,192,192,192,-1337.8651,2115.3203,311211,4,23,1.6666666666666665
312339,"Таджуддин,_Талгат_Сафич",16,312339,11.919192,98,125,18,1812.2096,-1651.2933,312339,2,33,334.7872589671874
312860,Шрек_Третий,17,312860,25.353535,0,134,233,-903.1446,-2678.3953,312860,9,22,5591.388555891434
312913,Эстония_(паром),20,312913,10.0,0,159,234,-3619.712,-1620.5319,312913,1,29,0.0
313987,"Боннэр,_Елена_Георгиевна",18,313987,10.0,132,111,233,11.199124,2650.7478,313987,1,10,0.0
314487,Red_Bull_Air_Race,40,314487,10.0,192,192,192,-1952.2936,1759.8732,314487,1,19,0.0
316395,"Новицкий,_Геннадий_Васильевич",6,316395,19.595959,192,192,192,-1302.387,1941.1575,316395,6,23,0.0
319594,Болотная_площадь,33,319594,15.757576,0,140,23,-349.3398,1540.792,319594,4,21,13913.548214309994
320411,Пан_Ги_Мун,3,320411,27.272728,0,158,94,1862.6553,1809.8806,320411,10,25,8865.74367489893
321221,"Гусак,_Густав",31,321221,15.757576,255,0,77,920.0818,-935.3999,321221,4,1,1114.1628027693926
321237,Другая_Россия_(коалиция),33,321237,19.595959,0,140,23,-610.76117,1787.2236,321237,6,21,547.1723572616272
321708,Rolex,18,321708,10.0,132,111,233,-190.98221,2950.3118,321708,1,10,0.0
322093,Михаил_Лермонтов_(теплоход),20,322093,10.0,0,159,234,-2707.509,-1463.0735,322093,1,29,0.0
322208,"Шнидер,_Патти",30,322208,19.595959,227,65,208,-1797.0139,-85.38029,322208,6,27,12522.153293548196
322841,Покров_Пресвятой_Богородицы,12,322841,23.434343,192,192,192,1365.8802,1176.218,322841,8,34,296.02744852997466
323360,Памятник_Иосифу_Кобзону,18,323360,11.919192,132,111,233,-477.62964,3198.5642,323360,2,8,0.0
325081,"Петрушевская,_Людмила_Стефановна",39,325081,19.595959,236,36,133,1218.5243,1711.8461,325081,6,3,10077.767464189781
325366,"Нимёллер,_Мартин",30,325366,10.0,227,65,208,-1852.5002,161.66286,325366,1,10,0.0
327868,"Ягр,_Яромир",31,327868,15.757576,255,0,77,928.7303,-1281.1825,327868,4,1,3440.043835982197
329710,"Кузьминов,_Ярослав_Иванович",5,329710,17.676767,192,192,192,2604.2473,-1477.6497,329710,5,10,38457.04140383353
329899,Колонии_Курляндии,10,329899,11.919192,195,78,71,501.00766,-1526.8075,329899,2,9,0.0
332312,"Иванович,_Ана",30,332312,21.515152,227,65,208,-1329.1292,-23.769123,332312,7,27,33806.64108165375
334428,Семибанкирщина,30,334428,13.838384,227,65,208,-1324.9802,206.27693,334428,3,10,1372.588926800246
334495,"Лукьяненко,_Левко_Григорьевич",31,334495,10.0,255,0,77,645.52203,-1206.9976,334495,1,31,0.0
334521,"Аджубей,_Алексей_Иванович",10,334521,11.919192,195,78,71,219.7404,-1624.2227,334521,2,22,13802.00568783696
334934,"Адамов,_Евгений_Олегович",18,334934,11.919192,132,111,233,-167.23643,2039.5813,334934,2,10,99.09854925021723
335000,"Бурбулис,_Геннадий_Эдуардович",14,335000,11.919192,0,134,82,-2936.7456,67.791306,335000,2,7,164.36116738948718
335639,"Пашутин,_Александр_Сергеевич",2,335639,13.838384,0,127,167,-2704.1174,507.84464,335639,3,3,14212.280504444288
336037,Эйндховен,26,336037,10.0,253,65,0,-1230.319,-1355.0471,336037,1,2,0.0
339627,"Силаев,_Иван_Степанович",14,339627,15.757576,0,134,82,-2182.8655,1.983416,339627,4,7,2783.09710206839
340708,Пистолет-пулемёт_Дегтярёва,14,340708,10.0,0,134,82,-2463.171,304.1899,340708,1,15,0.0
341236,"Носик,_Антон_Борисович",18,341236,11.919192,132,111,233,-433.8741,3918.5352,341236,2,10,1336.5832187709668
341669,Большая_игра,21,341669,15.757576,0,136,132,-3590.5425,-401.12808,341669,4,12,46111.45895433916
342085,Саутгемптон,20,342085,40.70707,0,159,234,-3329.633,-1193.65,342085,17,29,228702.1637195718
343607,Национал-большевизм,33,343607,19.595959,0,140,23,-560.1072,1151.3622,343607,6,21,7151.866465116394
343781,Хусейн_ибн_Талал,3,343781,10.0,0,158,94,2023.3862,2300.1514,343781,1,25,0.0
345281,Бородинская_панорама,21,345281,11.919192,0,136,132,-3349.006,-228.54219,345281,2,12,6195.999999999999
346370,"Каманин,_Николай_Петрович",18,346370,15.757576,132,111,233,-604.1451,2058.891,346370,4,10,9618.706771948893
346524,"Кот_в_сапогах_(мультфильм,_2011)",17,346524,21.515152,0,134,233,-574.744,-2932.3413,346524,7,22,3099.0
346644,Слепой_метод_печати,28,346644,21.515152,192,192,192,523.1903,-530.2571,346644,7,18,54102.49119780017
347738,"Евтушенков,_Владимир_Петрович",30,347738,11.919192,227,65,208,-1886.6561,10.293042,347738,2,10,0.0
348562,Академик_Мстислав_Келдыш_(судно),20,348562,13.838384,0,159,234,-3176.3574,-2154.2188,348562,3,29,27292.135586139513
349130,Лига_чемпионов_УЕФА_2004/2005,26,349130,50.303032,253,65,0,-2335.4048,-1367.5333,349130,22,2,7268.580467233124
349729,"Алейников,_Пётр_Мартынович",10,349729,10.0,195,78,71,-81.108376,-1790.6891,349729,1,9,0.0
351256,Глиома,1,351256,10.0,89,153,0,2124.2139,1629.0743,351256,1,6,0.0
351583,"Бараев,_Арби_Алаутдинович",18,351583,15.757576,132,111,233,-1321.2356,2668.597,351583,4,10,14.35879474649037
351923,Радио_России,16,351923,17.676767,98,125,18,1774.886,-1483.2812,351923,5,18,12436.364936651022
352039,Флаг_РСФСР,10,352039,11.919192,195,78,71,-186.30344,-1882.3866,352039,2,9,65173.62298887819
352773,Леклерк_(танк),14,352773,11.919192,0,134,82,-2307.672,-193.38791,352773,2,7,2302.4641878725793
352791,Алп-Арслан,19,352791,13.838384,192,192,192,2465.1323,-851.00635,352791,3,17,1549.0
353418,Парк_советского_периода,18,353418,10.0,132,111,233,-567.65454,2115.524,353418,1,10,0.0
353988,Медаль_«Ветеран_труда»,18,353988,44.545456,132,111,233,-979.64624,2180.6404,353988,19,10,56960.83806507895
354433,"Фицджеральд,_Элла",3,354433,15.757576,0,158,94,1719.3231,2423.6772,354433,4,16,34100.10513346917
354508,Нило-Столобенская_пустынь,19,354508,10.0,192,192,192,2283.948,-759.3211,354508,1,17,0.0
356264,"Абрикосов,_Андрей_Львович",39,356264,11.919192,236,36,133,379.45166,1997.7347,356264,2,3,6196.0
358307,Остенде,41,358307,10.0,155,95,153,-2495.604,-2630.638,358307,1,8,0.0
358370,Исламский_полк_особого_назначения,18,358370,13.838384,132,111,233,-50.81125,3121.345,358370,3,10,0.0
359887,"Браун,_Маргарет",20,359887,19.595959,0,159,234,-3100.5664,-2317.075,359887,6,29,1.802777777777778
360838,Пушка,14,360838,31.11111,0,134,82,-2215.7695,-137.32834,360838,12,7,71409.80856037697
361543,"Керри,_Джон",1,361543,33.030304,89,153,0,2084.851,1461.1208,361543,13,6,99993.55350344245
361697,Крик_3,9,361697,27.272728,150,127,0,2776.9846,1063.1433,361697,10,13,36694.18948969934
361991,"Оя,_Бруно_Вернерович",2,361991,11.919192,0,127,167,-2602.4014,1049.8422,361991,2,1,3099.0
362384,Булл-пап,14,362384,11.919192,0,134,82,-2487.1074,350.18112,362384,2,15,1031.499999999987
362972,Мелодия_(фирма),18,362972,31.11111,132,111,233,-302.32443,3332.173,362972,12,10,103398.93671698039
363982,"Театральная_(станция_метро,_Санкт-Петербург)",18,363982,10.0,132,111,233,295.48096,2880.7236,363982,1,10,0.0
365206,Медаль_«В_ознаменование_100-летия_со_дня_рождения_Владимира_Ильича_Ленина»,18,365206,44.545456,132,111,233,-2777.0803,2787.0774,365206,19,10,79129.04818401556
365209,"Хворостовский,_Дмитрий_Александрович",23,365209,11.919192,192,192,192,157.33861,-385.75684,365209,2,40,30900.0
365218,"Нетте,_Теодор_Иванович",17,365218,13.838384,0,134,233,-689.81824,-2808.18,365218,3,22,1549.0
365777,"Товстоногов,_Георгий_Александрович",8,365777,10.0,163,102,15,1876.8643,-2369.117,365777,1,11,0.0
367090,"Рейна,_Пепе",24,367090,17.676767,0,172,0,417.3027,1155.2568,367090,5,0,10625.312620871022
367754,Ил-28,31,367754,17.676767,255,0,77,1051.2739,-788.2304,367754,5,1,160308.54688213015
367899,Профессиональный_союз,30,367899,17.676767,227,65,208,-1719.5111,118.168335,367899,5,10,7308.318930614973
368859,"Уинслет,_Кейт",20,368859,27.272728,0,159,234,-3660.663,-1730.6047,368859,10,29,68049.40972531847
369662,Эль-Акса,14,369662,10.0,0,134,82,-2750.7056,138.71526,369662,1,7,0.0
370524,Реал_Бетис,26,370524,23.434343,253,65,0,-686.95776,-1332.4856,370524,8,2,31162.938358295178
370814,Боно,31,370814,15.757576,255,0,77,1199.1934,-1113.4155,370814,4,1,49343.0147369293
371157,"Гуллит,_Рууд",24,371157,34.949493,0,172,0,6.5948353,564.8516,371157,14,0,70184.9436494972
371478,Чёрный_кабинет,19,371478,11.919192,192,192,192,2166.4055,-795.7265,371478,2,17,12681.346227947473
371627,Чёрный_аист_(отряд),18,371627,10.0,132,111,233,681.76184,3041.2922,371627,1,10,0.0
371977,"Ву,_Джон",9,371977,15.757576,150,127,0,3020.6858,373.18088,371977,4,13,20881.469315658673
372064,"Кенигсон,_Владимир_Владимирович",2,372064,11.919192,0,127,167,-3271.435,745.0262,372064,2,3,3099.0
372116,"Волынцев,_Юрий_Витальевич",27,372116,10.0,192,192,192,-814.5084,307.13574,372116,1,22,0.0
373401,Народный_артист_Украины,41,373401,23.434343,155,95,153,-1284.0432,-2588.6704,373401,8,10,59546.15927410055
373767,"Караджич,_Радован",33,373767,10.0,0,140,23,-841.1932,1562.2554,373767,1,21,0.0
373957,"Джонс,_Грейс",3,373957,11.919192,0,158,94,1846.205,1893.9385,373957,2,16,6004.937958451479
374692,"Шаргунов,_Сергей_Александрович",39,374692,10.0,236,36,133,469.81314,1802.4589,374692,1,3,0.0
374851,"Разум_и_чувства_(фильм,_1995)",2,374851,11.919192,0,127,167,-2324.1528,822.3174,374851,2,29,10852.261526764216
377116,Л._Пантелеев,10,377116,11.919192,195,78,71,-8.315313,-1959.4629,377116,2,22,5227.467987384586
377131,Лёнька_Пантелеев,10,377131,15.757576,195,78,71,319.1966,-1827.357,377131,4,22,21139.83102264133
379283,ПС-90А,7,379283,15.757576,192,192,192,2691.8352,-151.89906,379283,4,31,3100.0
379976,Марш_несогласных,33,379976,19.595959,0,140,23,-829.3023,1177.4525,379976,6,21,41255.79370725154
381160,Шелоб,38,381160,65.65657,192,192,192,235.973,-3003.784,381160,30,32,58.138691320676394
382782,Завод_имени_Малышева,14,382782,21.515152,0,134,82,-2713.1702,279.50244,382782,7,7,65340.5294578276
384616,Список_кладбищ_Москвы,18,384616,11.919192,132,111,233,-517.50684,2790.2434,384616,2,10,43900.48657701636
385517,"Ромашин,_Анатолий_Владимирович",8,385517,11.919192,163,102,15,2115.7593,-2841.1863,385517,2,11,9.0
386365,Лейшманиоз,19,386365,10.0,192,192,192,2129.4358,-781.47833,386365,1,17,0.0
387522,Сокотра,21,387522,13.838384,0,136,132,-3085.75,-589.1077,387522,3,12,3099.0
388085,Чёрная_книга_(фильм),15,388085,10.0,192,192,192,1038.897,-1653.6996,388085,1,11,0.0
388593,Следствие_ведут_ЗнаТоКи._Мафия,2,388593,31.11111,0,127,167,-2296.7212,1025.7172,388593,12,1,57726.8348340735
389170,"Лебедев,_Платон_Леонидович",1,389170,10.0,89,153,0,2127.6677,1578.4429,389170,1,6,0.0
389223,Маккейн,1,389223,10.0,89,153,0,1964.1501,1549.0837,389223,1,6,0.0
389306,Варфоломей_I_(патриарх_Константинопольский),1,389306,11.919192,89,153,0,2321.7795,1313.0746,389306,2,6,18.533333333333335
390562,"Жара_(фильм,_2006)",11,390562,13.838384,192,192,192,1407.8333,-1105.4679,390562,3,1,6197.0
390828,Следствие_ведут_ЗнаТоКи._Бумеранг,2,390828,15.757576,0,127,167,-3331.1187,842.53235,390828,4,1,7226.981812907519
391006,Следствие_ведут_ЗнаТоКи._Без_ножа_и_кастета,2,391006,10.0,0,127,167,-3337.256,963.5038,391006,1,3,0.0
392972,Следствие_ведут_ЗнаТоКи._Повинную_голову…,2,392972,13.838384,0,127,167,-3397.1584,801.0943,392972,3,1,0.0
393119,"Карпаты_(футбольный_клуб,_Львов)",29,393119,21.515152,0,168,182,1917.7197,138.27905,393119,7,4,19527.097005866402
393432,"Образцова,_Елена_Васильевна",18,393432,21.515152,132,111,233,939.2416,3152.754,393432,7,10,50525.35395104094
393443,Кольцевая_линия_(Санкт-Петербург),18,393443,11.919192,132,111,233,-640.0035,2803.8962,393443,2,10,5523.769045898965
394571,Следствие_ведут_ЗнаТоКи._Ответный_удар,8,394571,19.595959,163,102,15,1552.2812,-2663.1653,394571,6,11,28917.94604726
394717,"Менглет,_Георгий_Павлович",8,394717,25.353535,163,102,15,2291.0066,-2748.3103,394717,9,10,129458.73695461232
394836,Медаль_Почёта_(США),1,394836,25.353535,89,153,0,2286.029,1251.5375,394836,9,6,7298.410775627467
395018,Серебряная_звезда_(США),1,395018,19.595959,89,153,0,2422.6223,1363.4076,395018,6,6,446.1462423852546
395034,Министры_иностранных_дел_России,8,395034,11.919192,163,102,15,2173.1929,-2401.6387,395034,2,11,3099.0
395389,Демьян_Бедный,18,395389,11.919192,132,111,233,-1064.1097,3664.152,395389,2,10,3099.0
395572,"Гайнутдин,_Равиль_Исмагилович",16,395572,11.919192,98,125,18,2019.9701,-1919.0035,395572,2,33,334.7872589671874
395650,Следствие_ведут_ЗнаТоКи._Пожар,18,395650,11.919192,132,111,233,-497.1284,3123.4963,395650,2,10,3099.0
395746,"Парфёнов,_Дмитрий_Владимирович",29,395746,13.838384,0,168,182,1699.572,-130.91983,395746,3,4,1935.7167650106294
395975,"Стржельчик,_Владислав_Игнатьевич",8,395975,17.676767,163,102,15,2559.7007,-2576.986,395975,5,11,22124.110698395547
396934,Клавиатура_Дворака,28,396934,25.353535,192,192,192,644.9326,-497.99683,396934,9,18,7931.530787370815
397083,Московская_соборная_мечеть,16,397083,17.676767,98,125,18,1581.4904,-1892.7568,397083,5,33,1222.9219174982045
398699,Paramount_Pictures,9,398699,31.11111,150,127,0,2938.9324,268.73453,398699,12,13,112723.95427531117
398708,"Свобода,_Людвик",31,398708,19.595959,255,0,77,539.81726,-835.074,398708,6,1,35007.99346663596
399547,"Киршнер,_Нестор",25,399547,11.919192,192,192,192,-85.390305,-912.5174,399547,2,25,0.0
400013,Волгарь_(футбольный_клуб),29,400013,11.919192,0,168,182,2150.4868,-23.869392,400013,2,4,0.0
400439,AZERTY,28,400439,17.676767,192,192,192,520.2008,-399.0887,400439,5,18,0.0
400463,"Мандрыкин,_Вениамин_Анатольевич",29,400463,10.0,0,168,182,1953.7755,207.05872,400463,1,4,0.0
400496,Следствие_ведут_ЗнаТоКи._Ушёл_и_не_вернулся,2,400496,11.919192,0,127,167,-2441.9946,557.6787,400496,2,3,6609.297229273534
