,Qid,topic,probability,page_id,page_title,wiki_db,Modularity_Class
1710,Q275236,Culture.Biography.Biography*,1.0,12066850,Muriel_Pavlow,enwiki,3.0
1711,Q55389095,Culture.Media.Television,0.59,55949310,Georgia_in_the_Junior_Eurovision_Song_Contest_2018,enwiki,6.0
1712,Q12808967,Culture.Biography.Biography*,0.99,39306456,Andrija_Živković,enwiki,11.0
1713,Q12808967,Culture.Sports,0.99,39306456,Andrija_Živković,enwiki,11.0
1714,Q11828918,Culture.Sports,0.98,43477268,Przemek_Karnowski,enwiki,2.0
1715,Q11828918,Culture.Biography.Biography*,0.97,43477268,Przemek_Karnowski,enwiki,2.0
1716,Q11828918,Geography.Regions.Europe.Europe*,0.56,43477268,Przemek_Karnowski,enwiki,2.0
1717,Q1985923,Geography.Regions.Europe.Europe*,0.99,7322276,Nico_Ditch,enwiki,7.0
1718,Q1985923,Geography.Regions.Europe.Northern_Europe,0.95,7322276,Nico_Ditch,enwiki,7.0
1719,Q19870873,Culture.Biography.Biography*,1.0,46643872,Ranil_Jayawardena,enwiki,10.0
1720,Q19870873,History_and_Society.Politics_and_government,0.99,46643872,Ranil_Jayawardena,enwiki,10.0
1721,Q19870873,Geography.Regions.Europe.Northern_Europe,0.96,46643872,Ranil_Jayawardena,enwiki,10.0
1722,Q19870873,Geography.Regions.Europe.Europe*,0.95,46643872,Ranil_Jayawardena,enwiki,10.0
1723,Q3237194,Geography.Regions.Europe.Europe*,1.0,1421464,Levenshulme,enwiki,7.0
1724,Q3237194,Geography.Regions.Europe.Northern_Europe,1.0,1421464,Levenshulme,enwiki,7.0
1725,Q1686507,Culture.Biography.Biography*,1.0,453910,Jeffrey_Wigand,enwiki,1.0
1726,Q1686507,STEM.Chemistry,0.58,453910,Jeffrey_Wigand,enwiki,1.0
1727,Q1686507,STEM.STEM*,0.51,453910,Jeffrey_Wigand,enwiki,1.0
1728,Q2146044,Geography.Regions.Americas.North_America,1.0,128561,"Leith,_North_Dakota",enwiki,9.0
1729,Q2146044,Geography.Geographical,1.0,128561,"Leith,_North_Dakota",enwiki,9.0
1730,Q2498611,Geography.Regions.Americas.North_America,0.85,34808209,Geidi_Primes,enwiki,0.0
1731,Q2498611,Culture.Media.Media*,0.84,34808209,Geidi_Primes,enwiki,0.0
1732,Q2498611,Culture.Media.Music,0.69,34808209,Geidi_Primes,enwiki,0.0
1733,Q234897,Culture.Biography.Biography*,1.0,1501005,Michèle_Morgan,enwiki,3.0
1734,Q234897,Geography.Regions.Europe.Western_Europe,0.96,1501005,Michèle_Morgan,enwiki,3.0
1735,Q234897,Geography.Regions.Europe.Europe*,0.96,1501005,Michèle_Morgan,enwiki,3.0
1736,Q234897,Culture.Biography.Women,0.5,1501005,Michèle_Morgan,enwiki,3.0
1737,Q3016402,Culture.Biography.Biography*,1.0,30464383,Darlington_Nagbe,enwiki,11.0
1738,Q3016402,Culture.Sports,1.0,30464383,Darlington_Nagbe,enwiki,11.0
1739,Q3485050,Culture.Biography.Biography*,1.0,36665557,Sinqua_Walls,enwiki,3.0
1740,Q1136834,STEM.STEM*,0.66,535805,Mat,enwiki,10.0
1741,Q16068705,Culture.Media.Music,0.99,38117559,Dreamchasers_3,enwiki,0.0
1742,Q16068705,Culture.Media.Media*,0.98,38117559,Dreamchasers_3,enwiki,0.0
1743,Q59194339,Culture.Biography.Biography*,0.99,59154451,Roksana_Węgiel,enwiki,6.0
1744,Q59194339,Geography.Regions.Europe.Europe*,0.75,59154451,Roksana_Węgiel,enwiki,6.0
1745,Q59194339,Geography.Regions.Europe.Eastern_Europe,0.61,59154451,Roksana_Węgiel,enwiki,6.0
1746,Q59194339,Culture.Media.Media*,0.5,59154451,Roksana_Węgiel,enwiki,6.0
1747,Q26704239,Culture.Sports,1.0,51335225,Deondre_Francois,enwiki,2.0
1748,Q26704239,Culture.Biography.Biography*,0.95,51335225,Deondre_Francois,enwiki,2.0
1749,Q135106,Culture.Philosophy_and_religion,0.91,13967,Habakkuk,enwiki,6.0
1750,Q135106,Culture.Biography.Biography*,0.91,13967,Habakkuk,enwiki,6.0
1751,Q135106,Culture.Literature,0.57,13967,Habakkuk,enwiki,6.0
1752,Q52292915,History_and_Society.Politics_and_government,0.94,57265271,Servant_of_the_People_(political_party),enwiki,6.0
1753,Q52292915,Geography.Regions.Europe.Europe*,0.89,57265271,Servant_of_the_People_(political_party),enwiki,6.0
1754,Q52292915,Geography.Regions.Europe.Eastern_Europe,0.81,57265271,Servant_of_the_People_(political_party),enwiki,6.0
1755,Q7807861,Culture.Biography.Biography*,1.0,20176287,Tina_Andrews,enwiki,3.0
1756,Q7807861,Culture.Biography.Women,0.68,20176287,Tina_Andrews,enwiki,3.0
1757,Q16211866,Culture.Media.Television,0.91,22599733,Monday_Night_Golf,enwiki,3.0
1758,Q16211866,Culture.Media.Media*,0.79,22599733,Monday_Night_Golf,enwiki,3.0
1759,Q16211866,Culture.Sports,0.53,22599733,Monday_Night_Golf,enwiki,3.0
1760,Q1475679,History_and_Society.Military_and_warfare,1.0,543691,Battle_of_Tassafaronga,enwiki,6.0
1761,Q1475679,Geography.Regions.Asia.East_Asia,0.91,543691,Battle_of_Tassafaronga,enwiki,6.0
1762,Q1475679,Geography.Regions.Oceania,0.88,543691,Battle_of_Tassafaronga,enwiki,6.0
1763,Q1475679,Geography.Regions.Asia.Asia*,0.71,543691,Battle_of_Tassafaronga,enwiki,6.0
1764,Q837998,History_and_Society.History,0.99,15620904,Kingdom_of_East_Anglia,enwiki,4.0
1765,Q837998,Geography.Regions.Europe.Europe*,0.87,15620904,Kingdom_of_East_Anglia,enwiki,4.0
1766,Q837998,Geography.Regions.Europe.Northern_Europe,0.86,15620904,Kingdom_of_East_Anglia,enwiki,4.0
1767,Q1332797,Culture.Biography.Biography*,1.0,1350244,Masato_(kickboxer),enwiki,6.0
1768,Q1332797,Geography.Regions.Asia.Asia*,0.89,1350244,Masato_(kickboxer),enwiki,6.0
1769,Q1332797,Culture.Sports,0.81,1350244,Masato_(kickboxer),enwiki,6.0
1770,Q1332797,Geography.Regions.Asia.East_Asia,0.57,1350244,Masato_(kickboxer),enwiki,6.0
1771,Q16162353,Culture.Visual_arts.Visual_arts*,1.0,5656596,Mr_and_Mrs_Clark_and_Percy,enwiki,11.0
1772,Q16242156,Culture.Media.Media*,1.0,42032534,Always_There_(Marti_Webb_album),enwiki,3.0
1773,Q16242156,Culture.Media.Music,0.99,42032534,Always_There_(Marti_Webb_album),enwiki,3.0
1774,Q776878,Culture.Biography.Biography*,1.0,37887194,Takumi_Minamino,enwiki,11.0
1775,Q776878,Culture.Sports,1.0,37887194,Takumi_Minamino,enwiki,11.0
1776,Q776878,Geography.Regions.Asia.East_Asia,0.99,37887194,Takumi_Minamino,enwiki,11.0
1777,Q776878,Geography.Regions.Asia.Asia*,0.99,37887194,Takumi_Minamino,enwiki,11.0
1778,Q6242471,Culture.Biography.Biography*,1.0,1141434,John_Kani,enwiki,3.0
1779,Q10981828,Culture.Media.Media*,0.98,7204704,Naagarahaavu,enwiki,3.0
1780,Q10981828,Culture.Media.Films,0.96,7204704,Naagarahaavu,enwiki,3.0
1781,Q10981828,Geography.Regions.Asia.South_Asia,0.92,7204704,Naagarahaavu,enwiki,3.0
1782,Q10981828,Geography.Regions.Asia.Asia*,0.9,7204704,Naagarahaavu,enwiki,3.0
1783,Q23017159,Culture.Biography.Biography*,1.0,49338092,Brandon_Peters,enwiki,2.0
1784,Q23017159,Culture.Sports,0.98,49338092,Brandon_Peters,enwiki,2.0
1785,Q1373160,Culture.Biography.Biography*,1.0,8115330,Giorgos_Koudas,enwiki,11.0
1786,Q1373160,Culture.Sports,0.93,8115330,Giorgos_Koudas,enwiki,11.0
1787,Q1373160,Geography.Regions.Europe.Europe*,0.53,8115330,Giorgos_Koudas,enwiki,11.0
1788,Q1373160,Geography.Regions.Europe.Southern_Europe,0.52,8115330,Giorgos_Koudas,enwiki,11.0
1789,Q509150,Culture.Biography.Biography*,1.0,12004350,Ramon_Sessions,enwiki,1.0
1790,Q509150,Culture.Sports,1.0,12004350,Ramon_Sessions,enwiki,1.0
1791,Q509150,Geography.Regions.Americas.North_America,0.99,12004350,Ramon_Sessions,enwiki,1.0
1792,Q39068,STEM.Biology,0.96,685972,Sealyham_Terrier,enwiki,3.0
1793,Q39068,Geography.Regions.Europe.Europe*,0.91,685972,Sealyham_Terrier,enwiki,3.0
1794,Q39068,Geography.Regions.Europe.Northern_Europe,0.83,685972,Sealyham_Terrier,enwiki,3.0
1795,Q1358725,History_and_Society.Military_and_warfare,1.0,21398374,RK-55,enwiki,6.0
1796,Q3920972,Geography.Regions.Asia.Asia*,0.98,20542946,Zakiur_Rehman_Lakhvi,enwiki,6.0
1797,Q3920972,Culture.Biography.Biography*,0.98,20542946,Zakiur_Rehman_Lakhvi,enwiki,6.0
1798,Q3920972,Geography.Regions.Asia.South_Asia,0.98,20542946,Zakiur_Rehman_Lakhvi,enwiki,6.0
1799,Q16014,Geography.Regions.Europe.Europe*,1.0,1305936,Dudelange,enwiki,6.0
1800,Q16014,Geography.Regions.Europe.Western_Europe,1.0,1305936,Dudelange,enwiki,6.0
1801,Q16014,Geography.Geographical,0.99,1305936,Dudelange,enwiki,6.0
1802,Q3326071,Culture.Sports,0.96,3391588,West_Virginia_Mountaineers,enwiki,2.0
1803,Q3326071,Geography.Regions.Americas.North_America,0.96,3391588,West_Virginia_Mountaineers,enwiki,2.0
1804,Q3326071,History_and_Society.Education,0.75,3391588,West_Virginia_Mountaineers,enwiki,2.0
1805,Q3847080,Culture.Biography.Biography*,1.0,42995703,Lai_Ching-te,enwiki,9.0
1806,Q3847080,Culture.Biography.Biography*,1.0,22609914,Lai_Ching-te,enwiki,9.0
1807,Q3847080,History_and_Society.Society,1.0,42995703,Lai_Ching-te,enwiki,9.0
1808,Q3847080,History_and_Society.Society,1.0,22609914,Lai_Ching-te,enwiki,9.0
1809,Q3847080,Geography.Regions.Asia.East_Asia,0.99,42995703,Lai_Ching-te,enwiki,9.0
1810,Q3847080,Geography.Regions.Asia.East_Asia,0.99,22609914,Lai_Ching-te,enwiki,9.0
1811,Q3847080,Geography.Regions.Asia.Asia*,0.97,42995703,Lai_Ching-te,enwiki,9.0
1812,Q3847080,Geography.Regions.Asia.Asia*,0.97,22609914,Lai_Ching-te,enwiki,9.0
1813,Q6620886,Culture.Sports,0.92,15222784,List_of_football_personalities_with_British_honours,enwiki,11.0
1814,Q4974474,Culture.Biography.Biography*,1.0,11491036,Brooke_Rollins,enwiki,9.0
1815,Q4974474,Geography.Regions.Americas.North_America,0.77,11491036,Brooke_Rollins,enwiki,9.0
1816,Q7209346,Geography.Regions.Americas.North_America,1.0,387617,"Poletown_East,_Detroit",enwiki,8.0
1817,Q1018787,Geography.Regions.Europe.Europe*,0.97,307273,Repton,enwiki,4.0
1818,Q1018787,Geography.Regions.Europe.Northern_Europe,0.89,307273,Repton,enwiki,4.0
1819,Q5292378,Culture.Biography.Biography*,1.0,21817009,Don_Carey_(cornerback),enwiki,2.0
1820,Q5292378,Culture.Sports,0.99,21817009,Don_Carey_(cornerback),enwiki,2.0
1821,Q5292378,Geography.Regions.Americas.North_America,0.5,21817009,Don_Carey_(cornerback),enwiki,2.0
1822,Q1431998,History_and_Society.Society,0.54,32277438,Wayampi,enwiki,7.0
1823,Q1431998,History_and_Society.Society,0.54,14922287,Wayampi,enwiki,7.0
1824,Q158980,Culture.Sports,1.0,2175619,"James_Collins_(footballer,_born_1983)",enwiki,11.0
1825,Q158980,Culture.Biography.Biography*,0.99,2175619,"James_Collins_(footballer,_born_1983)",enwiki,11.0
1826,Q158980,Geography.Regions.Europe.Northern_Europe,0.57,2175619,"James_Collins_(footballer,_born_1983)",enwiki,11.0
1827,Q158980,Geography.Regions.Europe.Europe*,0.55,2175619,"James_Collins_(footballer,_born_1983)",enwiki,11.0
1828,Q257514,Culture.Media.Films,1.0,5735467,Body_Snatchers_(1993_film),enwiki,6.0
1829,Q257514,Culture.Media.Media*,1.0,5735467,Body_Snatchers_(1993_film),enwiki,6.0
1830,Q7715108,Culture.Sports,0.88,15029417,The_Ayatollah_(football_celebration),enwiki,0.0
1831,Q7715108,Geography.Regions.Europe.Northern_Europe,0.64,15029417,The_Ayatollah_(football_celebration),enwiki,0.0
1832,Q7715108,Geography.Regions.Europe.Europe*,0.62,15029417,The_Ayatollah_(football_celebration),enwiki,0.0
1833,Q192533,Culture.Biography.Biography*,1.0,13571049,Mark_Carney,enwiki,10.0
1834,Q192533,History_and_Society.Business_and_economics,0.87,13571049,Mark_Carney,enwiki,10.0
1835,Q56064395,Culture.Sports,0.99,57995347,Myrtle_Beach_Invitational,enwiki,3.0
1836,Q4992676,Culture.Biography.Biography*,1.0,9938587,Martina_Anderson,enwiki,10.0
1837,Q4992676,Geography.Regions.Europe.Europe*,0.99,9938587,Martina_Anderson,enwiki,10.0
1838,Q4992676,Geography.Regions.Europe.Northern_Europe,0.99,9938587,Martina_Anderson,enwiki,10.0
1839,Q4992676,History_and_Society.Politics_and_government,0.99,9938587,Martina_Anderson,enwiki,10.0
1840,Q4992676,Culture.Biography.Women,0.72,9938587,Martina_Anderson,enwiki,10.0
1841,Q133631,Culture.Biography.Biography*,0.99,8521943,Gloria_Katz,enwiki,9.0
1842,Q775324,Culture.Biography.Biography*,1.0,38602443,Domenico_Dolce,enwiki,0.0
1843,Q775324,Geography.Regions.Europe.Southern_Europe,0.74,38602443,Domenico_Dolce,enwiki,0.0
1844,Q775324,Geography.Regions.Europe.Europe*,0.65,38602443,Domenico_Dolce,enwiki,0.0
1845,Q2203515,Culture.Biography.Biography*,0.99,35648379,Jack_Crawford_(American_football),enwiki,2.0
1846,Q2203515,Culture.Sports,0.94,35648379,Jack_Crawford_(American_football),enwiki,2.0
1847,Q2846283,Culture.Sports,1.0,9915203,Andre_Smith_(offensive_tackle),enwiki,2.0
1848,Q2846283,Culture.Biography.Biography*,0.98,9915203,Andre_Smith_(offensive_tackle),enwiki,2.0
1849,Q2846283,Geography.Regions.Americas.North_America,0.63,9915203,Andre_Smith_(offensive_tackle),enwiki,2.0
1850,Q1973173,Culture.Linguistics,0.84,28151955,Afghan_War_documents_leak,enwiki,9.0
1851,Q66048,Geography.Regions.Europe.Western_Europe,0.98,523937,Deutsche_Bank,enwiki,10.0
1852,Q66048,Geography.Regions.Europe.Europe*,0.96,523937,Deutsche_Bank,enwiki,10.0
1853,Q66048,History_and_Society.Business_and_economics,0.85,523937,Deutsche_Bank,enwiki,10.0
1854,Q18391941,Culture.Sports,0.98,44228775,Enis_Bardhi,enwiki,11.0
1855,Q18391941,Culture.Biography.Biography*,0.96,44228775,Enis_Bardhi,enwiki,11.0
1856,Q1940939,Culture.Media.Music,1.0,3654691,Forever_(Puff_Daddy_album),enwiki,11.0
1857,Q1940939,Culture.Media.Media*,1.0,3654691,Forever_(Puff_Daddy_album),enwiki,11.0
1858,Q2826218,Culture.Sports,0.95,20395125,History_of_rugby_union_matches_between_Scotland_and_South_Africa,enwiki,0.0
1859,Q2826218,Geography.Regions.Europe.Europe*,0.63,20395125,History_of_rugby_union_matches_between_Scotland_and_South_Africa,enwiki,0.0
1860,Q2826218,Geography.Regions.Europe.Northern_Europe,0.53,20395125,History_of_rugby_union_matches_between_Scotland_and_South_Africa,enwiki,0.0
1861,Q173787,Geography.Regions.Europe.Western_Europe,1.0,3124797,Alet-les-Bains,enwiki,6.0
1862,Q173787,Geography.Regions.Europe.Europe*,1.0,3124797,Alet-les-Bains,enwiki,6.0
1863,Q3560127,Culture.Biography.Biography*,0.98,43729983,Eugenia_Tymoshenko,enwiki,6.0
1864,Q3560127,Culture.Biography.Biography*,0.98,36071226,Eugenia_Tymoshenko,enwiki,6.0
1865,Q3560127,Geography.Regions.Europe.Europe*,0.63,43729983,Eugenia_Tymoshenko,enwiki,6.0
1866,Q3560127,Geography.Regions.Europe.Europe*,0.63,36071226,Eugenia_Tymoshenko,enwiki,6.0
1867,Q3560127,Geography.Regions.Europe.Eastern_Europe,0.63,43729983,Eugenia_Tymoshenko,enwiki,6.0
1868,Q3560127,Geography.Regions.Europe.Eastern_Europe,0.63,36071226,Eugenia_Tymoshenko,enwiki,6.0
1869,Q3560127,Culture.Biography.Women,0.62,43729983,Eugenia_Tymoshenko,enwiki,6.0
1870,Q3560127,Culture.Biography.Women,0.62,36071226,Eugenia_Tymoshenko,enwiki,6.0
1871,Q7320557,Culture.Visual_arts.Architecture,1.0,14297903,Rhinebeck_Village_Historic_District,enwiki,9.0
1872,Q7320557,Culture.Visual_arts.Visual_arts*,1.0,14297903,Rhinebeck_Village_Historic_District,enwiki,9.0
1873,Q7320557,Geography.Regions.Americas.North_America,1.0,14297903,Rhinebeck_Village_Historic_District,enwiki,9.0
1874,Q947065,Culture.Sports,0.99,1874546,Arizona_Stadium,enwiki,2.0
1875,Q947065,Geography.Regions.Americas.North_America,0.84,1874546,Arizona_Stadium,enwiki,2.0
1876,Q2896015,History_and_Society.Society,1.0,30730500,Coast_Guard_(Russia),enwiki,6.0
1877,Q2896015,History_and_Society.Military_and_warfare,0.75,30730500,Coast_Guard_(Russia),enwiki,6.0
1878,Q2896015,History_and_Society.Politics_and_government,0.59,30730500,Coast_Guard_(Russia),enwiki,6.0
1879,Q489328,STEM.Physics,1.0,675130,Molecular_physics,enwiki,8.0
1880,Q489328,STEM.STEM*,0.93,675130,Molecular_physics,enwiki,8.0
1881,Q3537015,Culture.Biography.Biography*,1.0,6403860,Tramon_Williams,enwiki,2.0
1882,Q3537015,Culture.Sports,1.0,6403860,Tramon_Williams,enwiki,2.0
1883,Q1819149,Culture.Media.Films,1.0,12131002,Back_to_Bataan,enwiki,3.0
1884,Q1819149,Culture.Media.Media*,0.99,12131002,Back_to_Bataan,enwiki,3.0
1885,Q1819149,History_and_Society.Military_and_warfare,0.74,12131002,Back_to_Bataan,enwiki,3.0
1886,Q7795982,Geography.Regions.Asia.South_Asia,0.98,37851434,Thoogudeepa_Srinivas,enwiki,3.0
1887,Q7795982,Geography.Regions.Asia.Asia*,0.95,37851434,Thoogudeepa_Srinivas,enwiki,3.0
1888,Q7795982,Culture.Biography.Biography*,0.95,37851434,Thoogudeepa_Srinivas,enwiki,3.0
1889,Q3069604,Geography.Regions.Americas.North_America,1.0,107474,"Ferndale,_California",enwiki,3.0
1890,Q3069604,Geography.Geographical,0.67,107474,"Ferndale,_California",enwiki,3.0
1891,Q11312,STEM.Space,1.0,217810,Messier_13,enwiki,8.0
1892,Q11312,STEM.STEM*,1.0,217810,Messier_13,enwiki,8.0
1893,Q1415412,Culture.Literature,0.77,467368,The_Lone_Gunmen,enwiki,3.0
1894,Q5032796,Culture.Biography.Biography*,0.83,322942,Cannon_and_Ball,enwiki,7.0
1895,Q5229763,Culture.Biography.Biography*,1.0,1178546,Dave_Sarachan,enwiki,11.0
1896,Q5229763,Culture.Sports,0.99,1178546,Dave_Sarachan,enwiki,11.0
1897,Q6808754,Culture.Biography.Biography*,1.0,24782674,Megan_Washington,enwiki,0.0
1898,Q6808754,Geography.Regions.Oceania,0.86,24782674,Megan_Washington,enwiki,0.0
1899,Q6808754,Culture.Media.Music,0.77,24782674,Megan_Washington,enwiki,0.0
1900,Q6808754,Culture.Media.Media*,0.63,24782674,Megan_Washington,enwiki,0.0
1901,Q42317736,Culture.Sports,1.0,55325790,2019_Africa_U-23_Cup_of_Nations,enwiki,11.0
1902,Q42317736,Geography.Regions.Africa.Northern_Africa,0.53,55325790,2019_Africa_U-23_Cup_of_Nations,enwiki,11.0
1903,Q7568410,Geography.Regions.Asia.South_Asia,1.0,1646910,South_Sentinel_Island,enwiki,7.0
1904,Q7568410,Geography.Regions.Asia.Asia*,1.0,1646910,South_Sentinel_Island,enwiki,7.0
1905,Q7568410,Geography.Geographical,0.91,1646910,South_Sentinel_Island,enwiki,7.0
1906,Q745667,Culture.Sports,0.73,13255684,List_of_Seattle_Seahawks_seasons,enwiki,2.0
1907,Q2525354,Culture.Media.Media*,0.97,989390,Bob_Marley_and_the_Wailers,enwiki,12.0
1908,Q2525354,Culture.Media.Music,0.95,989390,Bob_Marley_and_the_Wailers,enwiki,12.0
1909,Q2525354,Culture.Biography.Biography*,0.69,989390,Bob_Marley_and_the_Wailers,enwiki,12.0
1910,Q29353445,Culture.Biography.Biography*,1.0,53753174,Samson_Ebukam,enwiki,2.0
1911,Q29353445,Culture.Sports,0.85,53753174,Samson_Ebukam,enwiki,2.0
1912,Q29353445,Geography.Regions.Africa.Africa*,0.57,53753174,Samson_Ebukam,enwiki,2.0
1913,Q1151068,STEM.Earth_and_environment,1.0,2208458,Edaphology,enwiki,8.0
1914,Q1151068,STEM.STEM*,0.95,2208458,Edaphology,enwiki,8.0
1915,Q24006992,Culture.Biography.Biography*,0.99,50367548,Justin_Simmons_(American_football),enwiki,2.0
1916,Q24006992,Culture.Sports,0.97,50367548,Justin_Simmons_(American_football),enwiki,2.0
1917,Q1195571,Culture.Media.Films,1.0,948608,The_Man_in_the_Moon,enwiki,3.0
1918,Q1195571,Culture.Media.Media*,1.0,948608,The_Man_in_the_Moon,enwiki,3.0
1919,Q1404576,Culture.Biography.Biography*,0.99,2808874,Mike_Ruddock,enwiki,0.0
1920,Q1404576,Culture.Sports,0.97,2808874,Mike_Ruddock,enwiki,0.0
1921,Q4591581,Culture.Sports,1.0,23404696,1996_North_Carolina_Tar_Heels_football_team,enwiki,2.0
1922,Q5355393,Geography.Regions.Oceania,1.0,6134312,Electoral_district_of_Ferntree_Gully,enwiki,10.0
1923,Q5355393,History_and_Society.Politics_and_government,0.99,6134312,Electoral_district_of_Ferntree_Gully,enwiki,10.0
1924,Q5216418,Culture.Biography.Biography*,0.99,34370512,Daniel_Angelici,enwiki,11.0
1925,Q5216418,Geography.Regions.Americas.South_America,0.8,34370512,Daniel_Angelici,enwiki,11.0
1926,Q28221332,History_and_Society.Politics_and_government,0.99,52250968,2020_United_States_gubernatorial_elections,enwiki,9.0
1927,Q28221332,Geography.Regions.Americas.North_America,0.53,52250968,2020_United_States_gubernatorial_elections,enwiki,9.0
1928,Q63189,Culture.Biography.Biography*,0.99,3096312,Dana_Wynter,enwiki,6.0
1929,Q63189,Culture.Biography.Women,0.54,3096312,Dana_Wynter,enwiki,6.0
1930,Q4644930,Geography.Regions.Americas.North_America,1.0,4478758,86th_Grey_Cup,enwiki,2.0
1931,Q4644930,Culture.Sports,1.0,4478758,86th_Grey_Cup,enwiki,2.0
1932,Q2999382,Culture.Sports,0.99,1160492,Uteck_Bowl,enwiki,2.0
1933,Q2999382,Geography.Regions.Americas.North_America,0.98,1160492,Uteck_Bowl,enwiki,2.0
1934,Q2707044,Culture.Biography.Biography*,1.0,1311332,Christopher_Dawson,enwiki,5.0
1935,Q2707044,History_and_Society.Education,0.86,1311332,Christopher_Dawson,enwiki,5.0
1936,Q257756,Culture.Biography.Biography*,1.0,589885,Margaret_Hamilton_(actress),enwiki,3.0
1937,Q257756,Geography.Regions.Americas.North_America,0.63,589885,Margaret_Hamilton_(actress),enwiki,3.0
1938,Q4614905,Culture.Sports,1.0,16252505,2009_Texas_Longhorns_football_team,enwiki,2.0
1939,Q461663,Culture.Biography.Biography*,1.0,5548283,Donna_Edwards,enwiki,8.0
1940,Q461663,History_and_Society.Politics_and_government,0.99,5548283,Donna_Edwards,enwiki,8.0
1941,Q461663,Geography.Regions.Americas.North_America,0.89,5548283,Donna_Edwards,enwiki,8.0
1942,Q16302277,Culture.Biography.Biography*,0.96,46974185,Mathías_Suárez,enwiki,11.0
1943,Q16302277,Culture.Sports,0.91,46974185,Mathías_Suárez,enwiki,11.0
1944,Q16302277,Geography.Regions.Americas.South_America,0.75,46974185,Mathías_Suárez,enwiki,11.0
1945,Q18589086,History_and_Society.Politics_and_government,1.0,44458389,2018_United_States_gubernatorial_elections,enwiki,9.0
1946,Q18589086,Geography.Regions.Americas.North_America,0.78,44458389,2018_United_States_gubernatorial_elections,enwiki,9.0
1947,Q1437672,Culture.Biography.Biography*,0.99,49096379,Stephanie_(South_Korean_singer),enwiki,11.0
1948,Q1437672,Culture.Biography.Women,0.62,49096379,Stephanie_(South_Korean_singer),enwiki,11.0
1949,Q5129947,Culture.Biography.Biography*,0.98,11826141,Clay_Matthews_Sr.,enwiki,2.0
1950,Q5129947,Culture.Sports,0.92,11826141,Clay_Matthews_Sr.,enwiki,2.0
1951,Q1073056,History_and_Society.History,0.99,3342733,Skull_cup,enwiki,6.0
1952,Q1073056,Culture.Food_and_drink,0.92,3342733,Skull_cup,enwiki,6.0
1953,Q16223638,Culture.Biography.Biography*,0.99,4808033,Michael_Griffin_(American_football),enwiki,2.0
1954,Q16223638,Culture.Sports,0.99,4808033,Michael_Griffin_(American_football),enwiki,2.0
1955,Q8060993,Culture.Sports,0.92,37515451,Yulman_Stadium,enwiki,2.0
1956,Q8060993,Geography.Regions.Americas.North_America,0.53,37515451,Yulman_Stadium,enwiki,2.0
1957,Q16234012,Culture.Sports,1.0,41925655,Mbaye_Diagne_(footballer),enwiki,11.0
1958,Q16234012,Culture.Biography.Biography*,1.0,41925655,Mbaye_Diagne_(footballer),enwiki,11.0
1959,Q19363842,Culture.Media.Media*,0.99,5013082,Snowed_Under,enwiki,3.0
1960,Q19363842,Culture.Media.Films,0.98,5013082,Snowed_Under,enwiki,3.0
1961,Q59779835,Culture.Media.Media*,1.0,59172384,We_Appreciate_Power,enwiki,0.0
1962,Q59779835,Culture.Media.Music,1.0,59172384,We_Appreciate_Power,enwiki,0.0
1963,Q1233077,Culture.Sports,0.99,1101258,Doak_Campbell_Stadium,enwiki,2.0
1964,Q5533037,Geography.Regions.Europe.Western_Europe,1.0,33355938,Geneva_Summit_(1985),enwiki,6.0
1965,Q5533037,Geography.Regions.Europe.Europe*,0.99,33355938,Geneva_Summit_(1985),enwiki,6.0
1966,Q605924,Culture.Media.Music,1.0,61445117,Harold_Prince,enwiki,3.0
1967,Q605924,Culture.Media.Music,1.0,328550,Harold_Prince,enwiki,3.0
1968,Q605924,Culture.Media.Media*,1.0,61445117,Harold_Prince,enwiki,3.0
1969,Q605924,Culture.Media.Media*,1.0,328550,Harold_Prince,enwiki,3.0
1970,Q605924,Culture.Performing_arts,0.99,61445117,Harold_Prince,enwiki,3.0
1971,Q605924,Culture.Performing_arts,0.99,328550,Harold_Prince,enwiki,3.0
1972,Q605924,Culture.Biography.Biography*,0.99,61445117,Harold_Prince,enwiki,3.0
1973,Q605924,Culture.Biography.Biography*,0.99,328550,Harold_Prince,enwiki,3.0
1974,Q605924,Geography.Regions.Americas.North_America,0.53,61445117,Harold_Prince,enwiki,3.0
1975,Q605924,Geography.Regions.Americas.North_America,0.53,328550,Harold_Prince,enwiki,3.0
1976,Q58819597,History_and_Society.Politics_and_government,0.52,58954626,Extinction_Rebellion,enwiki,10.0
1977,Q6784737,Culture.Biography.Biography*,0.99,33157880,Massimo_Luongo,enwiki,11.0
1978,Q6784737,Culture.Sports,0.97,33157880,Massimo_Luongo,enwiki,11.0
1979,Q6784737,Geography.Regions.Oceania,0.79,33157880,Massimo_Luongo,enwiki,11.0
1980,Q1764101,Culture.Sports,1.0,53089987,List_of_Davis_Cup_champions,enwiki,3.0
1981,Q1764101,Culture.Sports,1.0,9659006,List_of_Davis_Cup_champions,enwiki,3.0
1982,Q1423078,Geography.Regions.Europe.Northern_Europe,0.99,166130,Tameside,enwiki,7.0
1983,Q1423078,Geography.Regions.Europe.Europe*,0.99,166130,Tameside,enwiki,7.0
1984,Q4961509,Geography.Regions.Oceania,1.0,16001824,Brent_Pope_(rugby_analyst),enwiki,0.0
1985,Q4961509,Culture.Biography.Biography*,0.99,16001824,Brent_Pope_(rugby_analyst),enwiki,0.0
