,Qid,topic,probability,page_id,page_title,modularity_class,wiki_db
6804,Q1348519,Geography.Regions.Europe.Northern_Europe,0.771853506565094,2937651,Greater Manchester Urban Area,7,enwiki
6805,Q18002292,Culture.Sports,0.9893575310707092,43457783,Karl Toko Ekambi,11,enwiki
6806,Q18002292,Culture.Biography.Biography*,0.9890230894088745,43457783,Karl Toko Ekambi,11,enwiki
6807,Q1139279,Culture.Biography.Biography*,1.0000100135803223,27919619,Michael Pineda,2,enwiki
6808,Q1139279,Culture.Sports,0.9995517134666443,27919619,Michael Pineda,2,enwiki
6809,Q1139279,Geography.Regions.Americas.North_America,0.4767238368988037,27919619,Michael Pineda,2,enwiki
6810,Q6377133,Culture.Biography.Biography*,0.9971204400062561,18399729,Kathryn Tappen,2,enwiki
6811,Q6377133,Geography.Regions.Americas.North_America,0.022430347442626952,18399729,Kathryn Tappen,2,enwiki
6812,Q1046185,Culture.Biography.Biography*,0.9983615279197693,718119,Michael Young,2,enwiki
6813,Q1046185,Culture.Sports,0.9960646033287048,718119,Michael Young,2,enwiki
6814,Q1046185,Geography.Regions.Americas.North_America,0.3624016513824463,718119,Michael Young,2,enwiki
