,Unnamed: 0,Qid,topic,probability,page_id,page_title,modularity_class,wiki_db,cluster,degree
0,0,Q60526029,Culture.Sports,0.7248802781105042,55232472,2019 CFL season,19,enwiki,0,15.0
1,1,Q2525451,Culture.Biography.Biography*,0.99219411611557,3946242,Eimuntas Nekrošius,6,enwiki,5,1.0
2,2,Q2525451,Geography.Regions.Europe.Europe*,0.4773946871757507,3946242,Eimuntas Nekrošius,6,enwiki,5,1.0
3,3,Q2525451,Geography.Regions.Europe.Northern_Europe,0.4767238368988037,3946242,Eimuntas Nekrošius,6,enwiki,5,1.0
4,4,Q4845743,Culture.Biography.Biography*,0.997894287109375,8161118,Bobby Carpenter,19,enwiki,0,3.0
5,5,Q4845743,Culture.Sports,0.997120440006256,8161118,Bobby Carpenter,19,enwiki,0,3.0
6,6,Q4845743,Geography.Regions.Americas.North_America,0.006821857929229736,8161118,Bobby Carpenter,19,enwiki,0,3.0
7,7,Q1429374,Culture.Biography.Biography*,0.9976133108139038,51544610,Florence Kasumba,2,enwiki,4,5.0
8,8,Q1429374,Culture.Biography.Women,0.8311530351638794,51544610,Florence Kasumba,2,enwiki,4,5.0
9,9,Q818588,Culture.Biography.Biography*,0.9980832934379578,692976,Beorhtwulf of Mercia,27,enwiki,14,13.0
10,10,Q818588,History_and_Society.History,0.9496793746948242,692976,Beorhtwulf of Mercia,27,enwiki,14,13.0
11,11,Q818588,Geography.Regions.Europe.Europe*,0.16442059183120727,692976,Beorhtwulf of Mercia,27,enwiki,14,13.0
12,12,Q818588,Geography.Regions.Europe.Northern_Europe,0.12146936559677125,692976,Beorhtwulf of Mercia,27,enwiki,14,13.0
13,13,Q24050378,Culture.Biography.Biography*,0.9942797422409058,50514830,Tammy Abraham,15,enwiki,3,1.0
14,14,Q24050378,Culture.Sports,0.9893575310707092,50514830,Tammy Abraham,15,enwiki,3,1.0
15,15,Q24050378,Geography.Regions.Europe.Europe*,0.0991983880996704,50514830,Tammy Abraham,15,enwiki,3,1.0
16,16,Q24050378,Geography.Regions.Europe.Northern_Europe,0.053480433464050285,50514830,Tammy Abraham,15,enwiki,3,1.0
17,17,Q3206285,Compilation.List_Disambig,1.0,14590846,list of ships of the Ukrainian Navy,15,enwiki,3,12.0
18,18,Q3206285,History_and_Society.Military_and_warfare,0.994098961353302,14590846,list of ships of the Ukrainian Navy,15,enwiki,3,12.0
19,19,Q3206285,History_and_Society.Transportation,0.9659096002578736,14590846,list of ships of the Ukrainian Navy,15,enwiki,3,12.0
20,20,Q3206285,Geography.Regions.Europe.Europe*,0.04574816131591797,14590846,list of ships of the Ukrainian Navy,15,enwiki,3,12.0
21,21,Q5653859,History_and_Society.Transportation,0.9980832934379578,38834392,ARA San Juan,26,enwiki,8,19.0
22,22,Q5653859,History_and_Society.Military_and_warfare,0.9362950325012208,38834392,ARA San Juan,26,enwiki,8,19.0
23,23,Q55080214,Culture.Media.Television,0.9796776771545409,57089040,American Soul,2,enwiki,4,2.0
24,24,Q55080214,Culture.Media.Media*,0.9724247455596924,57089040,American Soul,2,enwiki,4,2.0
25,25,Q1217369,Culture.Media.Media*,0.9919480085372924,2648856,Jane Eyre,6,enwiki,5,2.0
26,26,Q1217369,Culture.Media.Films,0.9871888160705566,2648856,Jane Eyre,6,enwiki,5,2.0
27,27,Q1982240,History_and_Society.Transportation,1.0000100135803225,11977166,Ilyushin Il-112,3,enwiki,2,1.0
28,28,Q1982240,STEM.STEM*,1.0000100135803225,11977166,Ilyushin Il-112,3,enwiki,2,1.0
29,29,Q1982240,STEM.Engineering,1.0000100135803225,11977166,Ilyushin Il-112,3,enwiki,2,1.0
30,30,Q1982240,History_and_Society.Society,0.99219411611557,11977166,Ilyushin Il-112,3,enwiki,2,1.0
31,31,Q1982240,History_and_Society.Military_and_warfare,0.9324633479118348,11977166,Ilyushin Il-112,3,enwiki,2,1.0
32,32,Q29453129,Culture.Biography.Biography*,0.99593985080719,53748336,Jonnu Smith,19,enwiki,0,3.0
33,33,Q29453129,Culture.Sports,0.91965252161026,53748336,Jonnu Smith,19,enwiki,0,3.0
34,34,Q591238,Culture.Biography.Biography*,0.9993003606796264,332134,Bill Fagerbakke,28,enwiki,2,12.0
35,35,Q427777,STEM.STEM*,0.8354935646057129,10444102,Science and technology of the Song dynasty,1,enwiki,7,6.0
36,36,Q427777,History_and_Society.History,0.538993239402771,10444102,Science and technology of the Song dynasty,1,enwiki,7,6.0
37,37,Q427777,Geography.Regions.Asia.East_Asia,0.12146936559677125,10444102,Science and technology of the Song dynasty,1,enwiki,7,6.0
38,38,Q427777,Geography.Regions.Asia.Asia*,0.006821857929229736,10444102,Science and technology of the Song dynasty,1,enwiki,7,6.0
39,39,Q7836479,Culture.Sports,0.9991804361343384,20034776,Tray Blackmon,19,enwiki,0,1.0
40,40,Q7836479,Culture.Biography.Biography*,0.9973783493041992,20034776,Tray Blackmon,19,enwiki,0,1.0
41,41,Q7836479,Geography.Regions.Americas.North_America,0.12146936559677125,20034776,Tray Blackmon,19,enwiki,0,1.0
42,42,Q2860770,Culture.Media.Music,1.0000100135803225,14501954,Are You Experienced?,23,enwiki,7,12.0
43,43,Q2860770,Culture.Media.Media*,0.9994029402732848,14501954,Are You Experienced?,23,enwiki,7,12.0
44,44,Q1703957,Culture.Biography.Biography*,0.9996417164802552,2383372,Rita Johnson,6,enwiki,5,1.0
45,45,Q1703957,Culture.Biography.Women,0.546748161315918,2383372,Rita Johnson,6,enwiki,5,1.0
46,46,Q708853,Culture.Biography.Biography*,0.9987257122993468,201112,Mario Bunge,30,enwiki,6,2.0
47,47,Q708853,Culture.Philosophy_and_religion,0.9706977605819702,201112,Mario Bunge,30,enwiki,6,2.0
48,48,Q708853,STEM.STEM*,0.5078218579292297,201112,Mario Bunge,30,enwiki,6,2.0
49,49,Q317974,Culture.Sports,0.9993221759796144,5729648,Nicolas Mahut,20,enwiki,4,8.0
50,50,Q317974,Culture.Biography.Biography*,0.9963027834892272,5729648,Nicolas Mahut,20,enwiki,4,8.0
51,51,Q317974,Geography.Regions.Europe.Western_Europe,0.4687954058647156,5729648,Nicolas Mahut,20,enwiki,4,8.0
52,52,Q317974,Geography.Regions.Europe.Europe*,0.4649096002578735,5729648,Nicolas Mahut,20,enwiki,4,8.0
53,53,Q4555364,Culture.Biography.Biography*,0.99753737449646,1226632,Tina Hobley,1,enwiki,1,1.0
54,54,Q6734350,Culture.Biography.Biography*,0.9954004287719728,36894194,Trezeguet,11,enwiki,1,9.0
55,55,Q6734350,Culture.Sports,0.9841036200523376,36894194,Trezeguet,11,enwiki,1,9.0
56,56,Q6734350,Geography.Regions.Africa.Northern_Africa,0.2596606483459473,36894194,Trezeguet,11,enwiki,1,9.0
57,57,Q6734350,Geography.Regions.Africa.Africa*,0.2047950496673584,36894194,Trezeguet,11,enwiki,1,9.0
58,58,Q2670534,STEM.STEM*,0.9399233460426332,3882218,programming language theory,17,enwiki,3,4.0
59,59,Q230470,Culture.Biography.Biography*,0.9850529432296752,16172170,Connie Talbot,23,enwiki,7,6.0
60,60,Q230470,Culture.Biography.Women,0.754925012588501,16172170,Connie Talbot,23,enwiki,7,6.0
61,61,Q230470,Culture.Media.Media*,0.6926519870758057,16172170,Connie Talbot,23,enwiki,7,6.0
62,62,Q7892368,History_and_Society.Politics_and_government,0.99753737449646,1352224,United States circuit court,3,enwiki,2,1.0
63,63,Q7892368,Geography.Regions.Americas.North_America,0.4810237755775452,1352224,United States circuit court,3,enwiki,2,1.0
64,64,Q4595122,Culture.Biography.Biography*,0.98678719997406,36682390,Bobak Ferdowsi,17,enwiki,3,1.0
65,65,Q4595122,STEM.STEM*,0.6442351341247559,36682390,Bobak Ferdowsi,17,enwiki,3,1.0
66,66,Q4595122,Geography.Regions.Americas.North_America,0.10667316818237303,36682390,Bobak Ferdowsi,17,enwiki,3,1.0
67,67,Q2875,Culture.Media.Films,0.9783946871757508,2804704,Gone with the Wind,4,enwiki,4,12.0
68,68,Q2875,Culture.Media.Media*,0.9579222798347472,2804704,Gone with the Wind,4,enwiki,4,12.0
69,69,Q5090717,Culture.Biography.Biography*,1.0000100135803225,16491946,Chen Chi-mai,18,enwiki,20,7.0
70,70,Q5090717,History_and_Society.Society,0.997120440006256,16491946,Chen Chi-mai,18,enwiki,20,7.0
71,71,Q5090717,Geography.Regions.Asia.East_Asia,0.4798859825134277,16491946,Chen Chi-mai,18,enwiki,20,7.0
72,72,Q5090717,Geography.Regions.Asia.Asia*,0.4687954058647156,16491946,Chen Chi-mai,18,enwiki,20,7.0
73,73,Q38204090,Culture.Sports,0.9954004287719728,55089196,Feleipe Franks,19,enwiki,0,3.0
74,74,Q38204090,Culture.Biography.Biography*,0.9931061863899232,55089196,Feleipe Franks,19,enwiki,0,3.0
75,75,Q38204090,Geography.Regions.Americas.North_America,0.12146936559677125,55089196,Feleipe Franks,19,enwiki,0,3.0
76,76,Q124697,Culture.Media.Films,0.9748311638832092,909006,1900,23,enwiki,7,20.0
77,77,Q124697,Culture.Media.Media*,0.966924011707306,909006,1900,23,enwiki,7,20.0
78,78,Q1369906,Culture.Biography.Biography*,1.0000100135803225,2888384,Henry Daniell,6,enwiki,5,2.0
79,79,Q13586568,Geography.Regions.Europe.Western_Europe,0.4738311638832092,1833654,diverging diamond interchange,10,enwiki,2,5.0
80,80,Q13586568,Geography.Regions.Europe.Europe*,0.37980710172653204,1833654,diverging diamond interchange,10,enwiki,2,5.0
81,81,Q1749168,Culture.Literature,0.9615437984466552,54088,Harry Palmer,6,enwiki,5,2.0
82,82,Q1749168,Culture.Media.Media*,0.8634016513824463,54088,Harry Palmer,6,enwiki,5,2.0
83,83,Q2078878,Compilation.List_Disambig,1.0,11659694,list of living supercentenarians,15,enwiki,3,2.0
84,84,Q2078878,Culture.Biography.Biography*,0.9802908897399902,11659694,list of living supercentenarians,15,enwiki,3,2.0
85,85,Q4886315,Culture.Sports,1.0000100135803225,28323576,Ben Purkiss,11,enwiki,1,7.0
86,86,Q4886315,Culture.Biography.Biography*,1.0000100135803225,28323576,Ben Purkiss,11,enwiki,1,7.0
87,87,Q4886315,Geography.Regions.Europe.Northern_Europe,0.21760438585281366,28323576,Ben Purkiss,11,enwiki,1,7.0
88,88,Q4886315,Geography.Regions.Europe.Europe*,0.022430347442626952,28323576,Ben Purkiss,11,enwiki,1,7.0
89,89,Q104843,History_and_Society.Transportation,0.9124462008476256,7034,cruiser,24,enwiki,3,19.0
90,90,Q17065069,History_and_Society.Education,0.8962613940238953,37601302,Whitehouse High School,11,enwiki,1,1.0
91,91,Q17065069,Geography.Regions.Americas.North_America,0.8354935646057129,37601302,Whitehouse High School,11,enwiki,1,1.0
92,92,Q5378035,Culture.Sports,0.880807101726532,1669640,England national football team records,11,enwiki,1,8.0
93,93,Q5378035,Geography.Regions.Europe.Northern_Europe,0.14323513412475586,1669640,England national football team records,11,enwiki,1,8.0
94,94,Q5378035,Geography.Regions.Europe.Europe*,0.11409788036346435,1669640,England national football team records,11,enwiki,1,8.0
95,95,Q18763620,Culture.Sports,0.5775054097175598,44316528,Michigan IMG Sports Network,19,enwiki,0,4.0
96,96,Q18763620,Geography.Regions.Americas.North_America,0.04574816131591797,44316528,Michigan IMG Sports Network,19,enwiki,0,4.0
97,97,Q683112,Culture.Sports,0.9980222582817078,2569570,Turf Moor,0,enwiki,1,4.0
98,98,Q683112,Geography.Regions.Europe.Europe*,0.7310686111450195,2569570,Turf Moor,0,enwiki,1,4.0
99,99,Q683112,Geography.Regions.Europe.Northern_Europe,0.7248802781105042,2569570,Turf Moor,0,enwiki,1,4.0
100,100,Q683112,Culture.Biography.Biography*,0.6076731681823729,2569570,Turf Moor,0,enwiki,1,4.0
101,101,Q7404847,STEM.STEM*,0.9963027834892272,16706134,Salish Wool Dog,4,enwiki,4,3.0
102,102,Q7404847,STEM.Biology,0.993317186832428,16706134,Salish Wool Dog,4,enwiki,4,3.0
103,103,Q919655,Culture.Media.Music,1.0000100135803225,4173540,Friday on My Mind,1,enwiki,11,3.0
104,104,Q919655,Culture.Media.Media*,0.9991540908813475,4173540,Friday on My Mind,1,enwiki,11,3.0
105,105,Q7243046,Culture.Media.Music,1.0000100135803225,15548838,Primal Scream discography,1,enwiki,1,2.0
106,106,Q7243046,Culture.Media.Media*,0.9989450573921204,15548838,Primal Scream discography,1,enwiki,1,2.0
107,107,Q17612369,Culture.Biography.Biography*,0.9908843636512756,43659046,Florent Hadergjonaj,0,enwiki,1,6.0
108,108,Q17612369,Culture.Sports,0.9808859825134276,43659046,Florent Hadergjonaj,0,enwiki,1,6.0
109,109,Q17612369,Geography.Regions.Europe.Europe*,0.40366052293777466,43659046,Florent Hadergjonaj,0,enwiki,1,6.0
110,110,Q17612369,Geography.Regions.Europe.Western_Europe,0.3548611869812012,43659046,Florent Hadergjonaj,0,enwiki,1,6.0
111,111,Q55435557,Culture.Sports,0.7371681928634644,57863442,2018–19 IIHF Continental Cup,11,enwiki,1,2.0
112,112,Q32940,Culture.Linguistics,0.9770326614379884,547482,Andamanese languages,5,enwiki,9,16.0
113,113,Q32940,Geography.Regions.Asia.Asia*,0.3696072568893433,547482,Andamanese languages,5,enwiki,9,16.0
114,114,Q32940,Geography.Regions.Asia.Southeast_Asia,0.09167657995224,547482,Andamanese languages,5,enwiki,9,16.0
115,115,Q32940,Geography.Regions.Europe.Europe*,0.022430347442626952,547482,Andamanese languages,5,enwiki,9,16.0
116,116,Q725397,Culture.Biography.Biography*,0.9978272914886476,3500262,Paul Robinson,11,enwiki,1,3.0
117,117,Q725397,Culture.Sports,0.9970290064811708,3500262,Paul Robinson,11,enwiki,1,3.0
118,118,Q725397,Geography.Regions.Europe.Northern_Europe,0.4274188151359558,3500262,Paul Robinson,11,enwiki,1,3.0
119,119,Q725397,Geography.Regions.Europe.Europe*,0.4209318628311157,3500262,Paul Robinson,11,enwiki,1,3.0
120,120,Q454818,Culture.Biography.Biography*,0.9994397163391112,8548856,Shawna Waldron,19,enwiki,0,1.0
121,121,Q454818,Culture.Biography.Women,0.991162657737732,8548856,Shawna Waldron,19,enwiki,0,1.0
122,122,Q24765462,Culture.Sports,0.9836069941520692,50375864,Trevor Davis,19,enwiki,0,6.0
123,123,Q24765462,Culture.Biography.Biography*,0.9830951094627379,50375864,Trevor Davis,19,enwiki,0,6.0
124,124,Q21825093,Culture.Biography.Biography*,0.9955416321754456,49422336,Cha Jun-hwan,15,enwiki,3,1.0
125,125,Q21825093,Culture.Sports,0.8740872144699097,49422336,Cha Jun-hwan,15,enwiki,3,1.0
126,126,Q21825093,Geography.Regions.Asia.East_Asia,0.15742753648757934,49422336,Cha Jun-hwan,15,enwiki,3,1.0
127,127,Q21825093,Geography.Regions.Asia.Asia*,0.14323513412475586,49422336,Cha Jun-hwan,15,enwiki,3,1.0
128,128,Q26819142,Culture.Biography.Biography*,0.9859463572502136,36881830,Aleksander Čeferin,11,enwiki,1,1.0
129,129,Q26819142,Geography.Regions.Europe.Europe*,0.4669093360900879,36881830,Aleksander Čeferin,11,enwiki,1,1.0
130,130,Q26819142,Geography.Regions.Europe.Southern_Europe,0.4139109721183777,36881830,Aleksander Čeferin,11,enwiki,1,1.0
131,131,Q7293154,Culture.Biography.Biography*,0.9980832934379578,6673634,Ranjit Chowdhry,16,enwiki,8,2.0
132,132,Q7293154,Geography.Regions.Asia.Asia*,0.3344935646057129,6673634,Ranjit Chowdhry,16,enwiki,8,2.0
133,133,Q7293154,Geography.Regions.Asia.South_Asia,0.19165198707580566,6673634,Ranjit Chowdhry,16,enwiki,8,2.0
134,134,Q6339252,Geography.Regions.Americas.North_America,0.9989112615585328,2580516,KTVA,8,enwiki,16,1.0
135,135,Q6339252,Culture.Media.Television,0.7310686111450195,2580516,KTVA,8,enwiki,16,1.0
136,136,Q6339252,Culture.Media.Media*,0.6224693655967712,2580516,KTVA,8,enwiki,16,1.0
137,137,Q1085237,Culture.Sports,1.0000100135803225,2473406,Tony Warner,11,enwiki,1,1.0
138,138,Q1085237,Culture.Biography.Biography*,0.9993433356285096,2473406,Tony Warner,11,enwiki,1,1.0
139,139,Q124879,Culture.Sports,0.9850529432296752,22567388,Sebastian Vollmer,19,enwiki,0,1.0
140,140,Q124879,Culture.Biography.Biography*,0.9715740084648132,22567388,Sebastian Vollmer,19,enwiki,0,1.0
141,141,Q761869,History_and_Society.Military_and_warfare,0.9648651480674744,950216,Grisha class corvette,15,enwiki,3,13.0
142,142,Q761869,History_and_Society.Transportation,0.9416641592979432,950216,Grisha class corvette,15,enwiki,3,13.0
143,143,Q1134147,Culture.Media.Films,0.993317186832428,217750,The Whisperers,3,enwiki,22,1.0
144,144,Q1134147,Culture.Media.Media*,0.9841036200523376,217750,The Whisperers,3,enwiki,22,1.0
145,145,Q348163,Culture.Biography.Biography*,0.9994397163391112,65504,John Poindexter,3,enwiki,2,4.0
146,146,Q348163,History_and_Society.Military_and_warfare,0.8872146010398865,65504,John Poindexter,3,enwiki,2,4.0
147,147,Q348163,Geography.Regions.Americas.North_America,0.3696072568893433,65504,John Poindexter,3,enwiki,2,4.0
148,148,Q391526,Culture.Biography.Biography*,0.996837317943573,27261798,Chris Skidmore,1,enwiki,2,2.0
149,149,Q391526,History_and_Society.Politics_and_government,0.8221991658210754,27261798,Chris Skidmore,1,enwiki,2,2.0
150,150,Q391526,Geography.Regions.Europe.Europe*,0.4139109721183777,27261798,Chris Skidmore,1,enwiki,2,2.0
151,151,Q391526,Geography.Regions.Europe.Northern_Europe,0.40366052293777466,27261798,Chris Skidmore,1,enwiki,2,2.0
152,152,Q6510653,Culture.Media.Media*,0.9173126816749572,32481016,International Business Times,3,enwiki,2,17.0
153,153,Q346751,Culture.Biography.Biography*,0.9931061863899232,1060880,Cha Bum-kun,11,enwiki,1,2.0
154,154,Q346751,Culture.Sports,0.9863731861114502,1060880,Cha Bum-kun,11,enwiki,1,2.0
155,155,Q3544060,History_and_Society.Military_and_warfare,1.0000100135803225,426670,USS Tang,26,enwiki,8,1.0
156,156,Q3544060,History_and_Society.Transportation,0.99219411611557,426670,USS Tang,26,enwiki,8,1.0
157,157,Q3544060,Geography.Regions.Asia.Asia*,0.538993239402771,426670,USS Tang,26,enwiki,8,1.0
158,158,Q12860172,Culture.Biography.Biography*,0.9949496984481812,49398052,Yukultji Napangati,5,enwiki,9,4.0
159,159,Q12860172,Culture.Biography.Women,0.6723417043685913,49398052,Yukultji Napangati,5,enwiki,9,4.0
160,160,Q12860172,Culture.Visual_arts.Visual_arts*,0.5156299471855164,49398052,Yukultji Napangati,5,enwiki,9,4.0
161,161,Q12860172,Geography.Regions.Oceania,0.2763098945617676,49398052,Yukultji Napangati,5,enwiki,9,4.0
162,162,Q541069,Culture.Biography.Biography*,0.9989112615585328,26020338,Jean Muir,6,enwiki,5,3.0
163,163,Q15628924,Compilation.List_Disambig,1.0,10602046,list of Atlanta Falcons starting quarterbacks,19,enwiki,0,3.0
164,164,Q15628924,Culture.Sports,0.9263137578964232,10602046,list of Atlanta Falcons starting quarterbacks,19,enwiki,0,3.0
165,165,Q5868738,Culture.Sports,0.6001983880996704,27397178,History of rugby union matches between Munster and New Zealand,12,enwiki,1,9.0
166,166,Q5868738,Geography.Regions.Oceania,0.4985794296264648,27397178,History of rugby union matches between Munster and New Zealand,12,enwiki,1,9.0
167,167,Q369814,History_and_Society.Politics_and_government,1.0000100135803225,20713710,John Carter,17,enwiki,15,7.0
168,168,Q369814,Culture.Biography.Biography*,1.0000100135803225,20713710,John Carter,17,enwiki,15,7.0
169,169,Q369814,Geography.Regions.Americas.North_America,0.4745869507789612,20713710,John Carter,17,enwiki,15,7.0
170,170,Q5233259,Culture.Biography.Biography*,0.9958112239837646,2819206,David Edelstein,28,enwiki,2,3.0
171,171,Q5233259,Culture.Media.Media*,0.7718535065650941,2819206,David Edelstein,28,enwiki,2,3.0
172,172,Q6397297,Culture.Sports,1.0000100135803225,8827552,Kevin R. Wilson,19,enwiki,0,4.0
173,173,Q6397297,Culture.Biography.Biography*,0.999506652355194,8827552,Kevin R. Wilson,19,enwiki,0,4.0
174,174,Q3595559,Culture.Biography.Biography*,0.996185541152954,2701420,Nafisa Ali,16,enwiki,8,2.0
175,175,Q3595559,Culture.Biography.Women,0.7606606483459473,2701420,Nafisa Ali,16,enwiki,8,2.0
176,176,Q3595559,Geography.Regions.Asia.Asia*,0.338743971824646,2701420,Nafisa Ali,16,enwiki,8,2.0
177,177,Q3595559,Geography.Regions.Asia.South_Asia,0.17818872833251953,2701420,Nafisa Ali,16,enwiki,8,2.0
178,178,Q1473243,Geography.Regions.Asia.South_Asia,0.9935217499732972,1342636,South Andaman Island,5,enwiki,9,20.0
179,179,Q1473243,Geography.Regions.Asia.Asia*,0.9899964332580566,1342636,South Andaman Island,5,enwiki,9,20.0
180,180,Q1473243,Geography.Geographical,0.7248802781105042,1342636,South Andaman Island,5,enwiki,9,20.0
181,181,Q7949872,Culture.Media.Television,0.8031837940216064,4762820,WGN Morning News,6,enwiki,5,1.0
182,182,Q7949872,Culture.Media.Media*,0.7773098945617676,4762820,WGN Morning News,6,enwiki,5,1.0
183,183,Q7949872,Geography.Regions.Americas.North_America,0.37980710172653204,4762820,WGN Morning News,6,enwiki,5,1.0
184,184,Q333336,Culture.Biography.Biography*,0.9984121918678284,177496,"Albert Grey, 4th Earl Grey",19,enwiki,0,7.0
185,185,Q333336,History_and_Society.Politics_and_government,0.5078218579292297,177496,"Albert Grey, 4th Earl Grey",19,enwiki,0,7.0
186,186,Q20645466,Culture.Biography.Biography*,0.9790457487106324,48584276,Juliana Awada,15,enwiki,3,2.0
187,187,Q20645466,Culture.Biography.Women,0.7431780099868774,48584276,Juliana Awada,15,enwiki,3,2.0
188,188,Q20645466,Geography.Regions.Americas.South_America,0.25392501258850103,48584276,Juliana Awada,15,enwiki,3,2.0
189,189,Q5398368,Culture.Biography.Biography*,0.9990700483322144,1450118,Esma Cannon,11,enwiki,23,1.0
190,190,Q5398368,Geography.Regions.Oceania,0.14323513412475586,1450118,Esma Cannon,11,enwiki,23,1.0
191,191,Q56062874,Culture.Sports,0.967909336090088,58025318,2018 Alamo Bowl,19,enwiki,0,10.0
192,192,Q3487430,Culture.Media.Television,0.9995794296264648,1071538,The Return of the Archons,28,enwiki,2,1.0
193,193,Q3487430,Culture.Media.Media*,0.9942797422409058,1071538,The Return of the Archons,28,enwiki,2,1.0
194,194,Q3487430,Culture.Media.Entertainment,0.9830951094627379,1071538,The Return of the Archons,28,enwiki,2,1.0
195,195,Q183492,Culture.Biography.Biography*,0.9951046109199524,60280,Margaret Atwood,3,enwiki,2,3.0
196,196,Q183492,Culture.Literature,0.9648651480674744,60280,Margaret Atwood,3,enwiki,2,3.0
197,197,Q183492,Culture.Biography.Women,0.8872146010398865,60280,Margaret Atwood,3,enwiki,2,3.0
198,198,Q183492,Geography.Regions.Americas.North_America,0.2653036584854126,60280,Margaret Atwood,3,enwiki,2,3.0
199,199,Q4887705,Culture.Sports,0.9796776771545409,13495618,Bengals–Browns rivalry,19,enwiki,0,7.0
200,200,Q4887705,Geography.Regions.Americas.North_America,0.15742753648757934,13495618,Bengals–Browns rivalry,19,enwiki,0,7.0
201,201,Q23013815,Culture.Media.Films,0.9972950220108032,49429724,Srirastu Subhamastu,6,enwiki,13,1.0
202,202,Q23013815,Culture.Media.Media*,0.9942797422409058,49429724,Srirastu Subhamastu,6,enwiki,13,1.0
203,203,Q23013815,Geography.Regions.Asia.South_Asia,0.4941046109199524,49429724,Srirastu Subhamastu,6,enwiki,13,1.0
204,204,Q23013815,Geography.Regions.Asia.Asia*,0.4773946871757507,49429724,Srirastu Subhamastu,6,enwiki,13,1.0
205,205,Q445620,Culture.Biography.Biography*,0.9986850023269652,3382014,Elizabeth May,21,enwiki,2,2.0
206,206,Q445620,Geography.Regions.Americas.North_America,0.492317186832428,3382014,Elizabeth May,21,enwiki,2,2.0
207,207,Q19760783,STEM.STEM*,0.9073222279548644,45146256,HIV immunity,1,enwiki,7,5.0
208,208,Q19760783,STEM.Medicine_&_Health,0.880807101726532,45146256,HIV immunity,1,enwiki,7,5.0
209,209,Q127031,History_and_Society.Society,0.839743971824646,91052,Taiwan Strait,24,enwiki,3,1.0
210,210,Q127031,Geography.Geographical,0.8354935646057129,91052,Taiwan Strait,24,enwiki,3,1.0
211,211,Q127031,Geography.Regions.Asia.East_Asia,0.7431780099868774,91052,Taiwan Strait,24,enwiki,3,1.0
212,212,Q127031,Geography.Regions.Asia.Asia*,0.7248802781105042,91052,Taiwan Strait,24,enwiki,3,1.0
213,213,Q127031,Culture.Biography.Biography*,0.59267657995224,91052,Taiwan Strait,24,enwiki,3,1.0
214,214,Q1424397,Culture.Sports,0.9987651705741882,2147572,Kendall Gill,6,enwiki,5,2.0
215,215,Q1424397,Culture.Biography.Biography*,0.9980222582817078,2147572,Kendall Gill,6,enwiki,5,2.0
216,216,Q1424397,Geography.Regions.Americas.North_America,0.4649096002578735,2147572,Kendall Gill,6,enwiki,5,2.0
217,217,Q55322357,Culture.Media.Media*,0.9883227348327636,57112196,"Jessica Jones, season 3",25,enwiki,4,2.0
218,218,Q55322357,Culture.Media.Television,0.9615437984466552,57112196,"Jessica Jones, season 3",25,enwiki,4,2.0
219,219,Q55322357,Culture.Visual_arts.Comics_and_Anime,0.8175845146179199,57112196,"Jessica Jones, season 3",25,enwiki,4,2.0
220,220,Q55322357,Culture.Visual_arts.Visual_arts*,0.5698626637458801,57112196,"Jessica Jones, season 3",25,enwiki,4,2.0
221,221,Q55322357,Culture.Literature,0.5234303474426271,57112196,"Jessica Jones, season 3",25,enwiki,4,2.0
222,222,Q55322357,Geography.Regions.Americas.North_America,0.16442059183120727,57112196,"Jessica Jones, season 3",25,enwiki,4,2.0
223,223,Q1389353,Culture.Sports,0.9986850023269652,6311052,United States Davis Cup team,20,enwiki,4,7.0
224,224,Q1389353,Geography.Regions.Americas.North_America,0.14323513412475586,6311052,United States Davis Cup team,20,enwiki,4,7.0
225,225,Q55584468,Culture.Biography.Biography*,0.9969346523284912,57881144,Chad Kanoff,19,enwiki,0,1.0
226,226,Q55584468,Culture.Sports,0.9381340146064758,57881144,Chad Kanoff,19,enwiki,0,1.0
227,227,Q55584468,Geography.Regions.Americas.North_America,0.12146936559677125,57881144,Chad Kanoff,19,enwiki,0,1.0
228,228,Q186233,Geography.Regions.Asia.Asia*,0.6150978803634644,1750,Andaman Islands,5,enwiki,9,37.0
229,229,Q623109,Culture.Sports,0.9648651480674744,685328,sports league,11,enwiki,1,4.0
230,230,Q2564371,Culture.Biography.Biography*,0.6442351341247559,4681476,Ambarisha,6,enwiki,13,2.0
231,231,Q2564371,Geography.Regions.Asia.Asia*,0.07650540971755981,4681476,Ambarisha,6,enwiki,13,2.0
232,232,Q1392235,Culture.Biography.Biography*,0.99593985080719,37858030,Anthony Lopes,15,enwiki,3,1.0
233,233,Q1392235,Culture.Sports,0.9939124584197998,37858030,Anthony Lopes,15,enwiki,3,1.0
234,234,Q6152775,Culture.Biography.Biography*,0.997894287109375,1607446,Jane Skinner,16,enwiki,8,1.0
235,235,Q6152775,Culture.Media.Media*,0.7931159734725952,1607446,Jane Skinner,16,enwiki,8,1.0
236,236,Q6152775,Geography.Regions.Americas.North_America,0.4927201142311096,1607446,Jane Skinner,16,enwiki,8,1.0
237,237,Q12239138,Geography.Regions.Asia.Asia*,0.13604079389572146,55362964,ALJ,21,enwiki,2,1.0
238,238,Q12239138,Geography.Regions.Asia.West_Asia,0.12146936559677125,55362964,ALJ,21,enwiki,2,1.0
239,239,Q7569944,Culture.Visual_arts.Architecture,0.9947898983955384,25070018,Southern Gas Corridor,15,enwiki,3,1.0
