,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class
4225,9.0,882750.0,Данилов монастырь,0.19194278120994568,Q658262,Culture.Visual_arts.Visual_arts*,3747.8048848096105,7.0
4226,9.0,882750.0,Данилов монастырь,0.18714269995689392,Q658262,Culture.Visual_arts.Architecture,3747.8048848096105,7.0
4227,9.0,882750.0,Данилов монастырь,0.10088862478733063,Q658262,Geography.Geographical,3747.8048848096105,7.0
4228,3.0,883042.0,Миро,0.5698626637458801,Q829540,Culture.Philosophy_and_religion,14.173902051648614,7.0
4229,3.0,883042.0,Миро,0.16452647745609283,Q829540,History_and_Society.Society,14.173902051648614,7.0
4230,3.0,883042.0,Миро,0.14415885508060455,Q829540,Culture.Visual_arts.Visual_arts*,14.173902051648614,7.0
4231,3.0,883042.0,Миро,0.13297423720359802,Q829540,Culture.Food_and_drink,14.173902051648614,7.0
4232,3.0,883042.0,Миро,0.11921291798353195,Q829540,STEM.STEM*,14.173902051648614,7.0
4233,3.0,883760.0,Советские шестидесятники,0.6370407938957214,Q4523373,History_and_Society.Society,12322.215712652594,5.0
4234,3.0,883760.0,Советские шестидесятники,0.5078218579292297,Q4523373,History_and_Society.Military_and_warfare,12322.215712652594,5.0
4235,3.0,883760.0,Советские шестидесятники,0.24509501457214355,Q4523373,STEM.STEM*,12322.215712652594,5.0
4236,3.0,883760.0,Советские шестидесятники,0.0,Q4523373,Geography.Regions.Asia.Asia*,12322.215712652594,5.0
4237,3.0,883760.0,Советские шестидесятники,0.0,Q4523373,Geography.Regions.Europe.Europe*,12322.215712652594,5.0
4238,3.0,883760.0,Советские шестидесятники,0.0,Q4523373,Geography.Regions.Europe.Eastern_Europe,12322.215712652594,5.0
4239,3.0,883760.0,Советские шестидесятники,0.0,Q4523373,Geography.Regions.Asia.North_Asia,12322.215712652594,5.0
4240,3.0,888048.0,"Корзун, Дина Александровна",0.998142421245575,Q456257,Culture.Biography.Biography*,193423.72694212754,1.0
4241,3.0,888048.0,"Корзун, Дина Александровна",0.46102678775787354,Q456257,Culture.Biography.Women,193423.72694212754,1.0
4242,3.0,888048.0,"Корзун, Дина Александровна",0.2568419873714447,Q456257,History_and_Society.Society,193423.72694212754,1.0
4243,3.0,888048.0,"Корзун, Дина Александровна",0.0,Q456257,Geography.Regions.Europe.Europe*,193423.72694212754,1.0
4244,3.0,888048.0,"Корзун, Дина Александровна",0.0,Q456257,Geography.Regions.Asia.Asia*,193423.72694212754,1.0
4245,3.0,888048.0,"Корзун, Дина Александровна",0.0,Q456257,Geography.Regions.Europe.Eastern_Europe,193423.72694212754,1.0
4246,2.0,890695.0,"Любимов, Александр Михайлович (журналист)",0.9914325475692749,Q4271491,Culture.Biography.Biography*,1792.0,6.0
4247,2.0,890695.0,"Любимов, Александр Михайлович (журналист)",0.8991314172744751,Q4271491,History_and_Society.Society,1792.0,6.0
4248,2.0,890695.0,"Любимов, Александр Михайлович (журналист)",0.5312193632125854,Q4271491,Culture.Media.Media*,1792.0,6.0
4249,1.0,890875.0,"Пушков, Алексей Константинович",0.9871888160705566,Q4384817,Culture.Biography.Biography*,0.0,23.0
4250,1.0,890875.0,"Пушков, Алексей Константинович",0.7931159734725952,Q4384817,History_and_Society.Society,0.0,23.0
4251,2.0,891007.0,"Нейштетер, Пётр Петрович",0.9958112239837646,Q535976,Culture.Biography.Biography*,0.25,2.0
4252,2.0,891007.0,"Нейштетер, Пётр Петрович",0.9949496984481812,Q535976,Culture.Sports,0.25,2.0
4253,2.0,891007.0,"Нейштетер, Пётр Петрович",0.6442351341247559,Q535976,History_and_Society.Society,0.25,2.0
4254,2.0,891007.0,"Нейштетер, Пётр Петрович",0.0,Q535976,Geography.Regions.Europe.Europe*,0.25,2.0
4255,2.0,891007.0,"Нейштетер, Пётр Петрович",0.0,Q535976,Geography.Regions.Europe.Eastern_Europe,0.25,2.0
4256,7.0,893820.0,"Артамонов, Анатолий Дмитриевич",0.9939124584197998,Q1778728,Culture.Biography.Biography*,606.9411311660738,3.0
4257,7.0,893820.0,"Артамонов, Анатолий Дмитриевич",0.5621865391731262,Q1778728,History_and_Society.Society,606.9411311660738,3.0
4258,8.0,894025.0,"Куман, Рональд",0.9986429810523987,Q192635,Culture.Biography.Biography*,7834.5735290962,2.0
4259,8.0,894025.0,"Куман, Рональд",0.9970290064811707,Q192635,Culture.Sports,7834.5735290962,2.0
4260,8.0,894025.0,"Куман, Рональд",0.4501522054672241,Q192635,Geography.Regions.Europe.Western_Europe,7834.5735290962,2.0
4261,8.0,894025.0,"Куман, Рональд",0.40366052293777466,Q192635,Geography.Regions.Europe.Europe*,7834.5735290962,2.0
4262,4.0,894217.0,Трактир на Пятницкой,0.7663036584854126,Q4461814,Culture.Media.Media*,12306.241013199424,24.0
4263,4.0,894217.0,Трактир на Пятницкой,0.6442351341247559,Q4461814,Culture.Media.Films,12306.241013199424,24.0
4264,4.0,894217.0,Трактир на Пятницкой,0.6297846436500549,Q4461814,History_and_Society.Military_and_warfare,12306.241013199424,24.0
4265,4.0,894217.0,Трактир на Пятницкой,0.17818872833251953,Q4461814,Geography.Regions.Europe.Europe*,12306.241013199424,24.0
4266,4.0,894217.0,Трактир на Пятницкой,0.11409788036346435,Q4461814,Geography.Regions.Asia.North_Asia,12306.241013199424,24.0
4267,4.0,894217.0,Трактир на Пятницкой,0.10667316818237305,Q4461814,Geography.Regions.Asia.Asia*,12306.241013199424,24.0
4268,4.0,894217.0,Трактир на Пятницкой,0.0,Q4461814,Geography.Regions.Europe.Eastern_Europe,12306.241013199424,24.0
4269,1.0,896899.0,Случай в квадрате 36-80,0.8311530351638794,Q192542,Culture.Media.Films,0.0,5.0
4270,1.0,896899.0,Случай в квадрате 36-80,0.8311530351638794,Q192542,Culture.Media.Media*,0.0,5.0
4271,1.0,896899.0,Случай в квадрате 36-80,0.348655104637146,Q192542,History_and_Society.Military_and_warfare,0.0,5.0
4272,1.0,896899.0,Случай в квадрате 36-80,0.0,Q192542,Geography.Regions.Asia.Asia*,0.0,5.0
4273,1.0,896899.0,Случай в квадрате 36-80,0.0,Q192542,Geography.Regions.Europe.Europe*,0.0,5.0
4274,1.0,896899.0,Случай в квадрате 36-80,0.0,Q192542,Geography.Regions.Europe.Eastern_Europe,0.0,5.0
4275,1.0,896899.0,Случай в квадрате 36-80,0.0,Q192542,Geography.Regions.Asia.North_Asia,0.0,5.0
4276,1.0,900796.0,"Золотой век (фильм, 2007)",0.9980222582817078,Q727846,Culture.Media.Films,0.0,12.0
4277,1.0,900796.0,"Золотой век (фильм, 2007)",0.9956784844398499,Q727846,Culture.Media.Media*,0.0,12.0
4278,1.0,900796.0,"Золотой век (фильм, 2007)",0.1067005917429924,Q727846,Culture.Media.Music,0.0,12.0
4279,1.0,900796.0,"Золотой век (фильм, 2007)",0.0,Q727846,Geography.Regions.Europe.Europe*,0.0,12.0
4280,1.0,900796.0,"Золотой век (фильм, 2007)",0.0,Q727846,Geography.Regions.Europe.Northern_Europe,0.0,12.0
4281,1.0,901352.0,Выше Радуги,0.9362950325012207,Q4129960,Culture.Media.Media*,0.0,22.0
4282,1.0,901352.0,Выше Радуги,0.9124462008476257,Q4129960,Culture.Media.Films,0.0,22.0
4283,1.0,901352.0,Выше Радуги,0.6654205918312073,Q4129960,History_and_Society.Military_and_warfare,0.0,22.0
4284,1.0,901352.0,Выше Радуги,0.3660457601547241,Q4129960,Geography.Regions.Asia.North_Asia,0.0,22.0
4285,1.0,901352.0,Выше Радуги,0.287777841091156,Q4129960,History_and_Society.Society,0.0,22.0
4286,1.0,901352.0,Выше Радуги,0.2763098945617676,Q4129960,Geography.Regions.Europe.Eastern_Europe,0.0,22.0
4287,1.0,901352.0,Выше Радуги,0.253925012588501,Q4129960,Geography.Regions.Asia.Asia*,0.0,22.0
4288,1.0,901352.0,Выше Радуги,0.19165198707580566,Q4129960,Geography.Regions.Europe.Europe*,0.0,22.0
4289,1.0,903114.0,"Налич, Пётр Андреевич",0.9863731861114502,Q313217,Culture.Biography.Biography*,0.0,15.0
4290,1.0,903114.0,"Налич, Пётр Андреевич",0.6791887283325195,Q313217,History_and_Society.Society,0.0,15.0
4291,1.0,903114.0,"Налич, Пётр Андреевич",0.59267657995224,Q313217,Culture.Media.Media*,0.0,15.0
4292,1.0,903114.0,"Налич, Пётр Андреевич",0.38492217659950256,Q313217,Culture.Media.Television,0.0,15.0
4293,1.0,903114.0,"Налич, Пётр Андреевич",0.30736804008483887,Q313217,Culture.Media.Music,0.0,15.0
4294,1.0,903114.0,"Налич, Пётр Андреевич",0.0,Q313217,Geography.Regions.Europe.Europe*,0.0,15.0
4295,1.0,903114.0,"Налич, Пётр Андреевич",0.0,Q313217,Geography.Regions.Asia.Asia*,0.0,15.0
4296,1.0,903114.0,"Налич, Пётр Андреевич",0.0,Q313217,Geography.Regions.Europe.Eastern_Europe,0.0,15.0
4297,1.0,908571.0,"Бен Арфа, Хатем",0.9994907379150391,Q1928,Culture.Biography.Biography*,0.0,17.0
4298,1.0,908571.0,"Бен Арфа, Хатем",0.9980832934379578,Q1928,Culture.Sports,0.0,17.0
4299,1.0,908571.0,"Бен Арфа, Хатем",0.46786616945266724,Q1928,Geography.Regions.Europe.Europe*,0.0,17.0
4300,1.0,908571.0,"Бен Арфа, Хатем",0.40093068981170654,Q1928,Geography.Regions.Europe.Western_Europe,0.0,17.0
4301,3.0,909413.0,"Захаров, Сергей Георгиевич",0.9863731861114502,Q3329763,Culture.Biography.Biography*,6333.970584579842,22.0
4302,3.0,909413.0,"Захаров, Сергей Георгиевич",0.5312193632125854,Q3329763,History_and_Society.Society,6333.970584579842,22.0
4303,3.0,909413.0,"Захаров, Сергей Георгиевич",0.1259327530860901,Q3329763,Culture.Media.Music,6333.970584579842,22.0
4304,3.0,909413.0,"Захаров, Сергей Георгиевич",0.12253321707248688,Q3329763,Culture.Media.Media*,6333.970584579842,22.0
4305,1.0,909420.0,Китоглав,0.9972950220108032,Q18700,STEM.Biology,0.0,0.0
4306,1.0,909420.0,Китоглав,0.9954004287719727,Q18700,STEM.STEM*,0.0,0.0
4307,1.0,909420.0,Китоглав,0.0,Q18700,Geography.Regions.Asia.Asia*,0.0,0.0
4308,1.0,909420.0,Китоглав,0.0,Q18700,Geography.Regions.Asia.Southeast_Asia,0.0,0.0
4309,2.0,910076.0,В поисках Немо,0.9903015494346619,Q132863,Culture.Media.Media*,1792.0,14.0
4310,2.0,910076.0,В поисках Немо,0.9879562258720398,Q132863,Culture.Media.Films,1792.0,14.0
4311,2.0,910076.0,В поисках Немо,0.30736804008483887,Q132863,Culture.Media.Entertainment,1792.0,14.0
4312,2.0,910076.0,В поисках Немо,0.30736804008483887,Q132863,Culture.Literature,1792.0,14.0
4313,2.0,910076.0,В поисках Немо,0.12253321707248688,Q132863,Culture.Visual_arts.Comics_and_Anime,1792.0,14.0
4314,2.0,910076.0,В поисках Немо,0.11280541121959686,Q132863,STEM.STEM*,1792.0,14.0
4315,2.0,910076.0,В поисках Немо,0.0068218579292297354,Q132863,Geography.Regions.Americas.North_America,1792.0,14.0
4316,2.0,914149.0,"Янковский, Игорь Ростиславович",0.9993836879730225,Q4538135,Culture.Biography.Biography*,8309.271473189989,0.0
4317,2.0,914149.0,"Янковский, Игорь Ростиславович",0.2689514458179474,Q4538135,History_and_Society.Society,8309.271473189989,0.0
4318,2.0,914149.0,"Янковский, Игорь Ростиславович",0.0,Q4538135,Geography.Regions.Europe.Eastern_Europe,8309.271473189989,0.0
4319,2.0,914149.0,"Янковский, Игорь Ростиславович",0.0,Q4538135,Geography.Regions.Europe.Europe*,8309.271473189989,0.0
4320,2.0,914149.0,"Янковский, Игорь Ростиславович",0.0,Q4538135,Geography.Regions.Asia.North_Asia,8309.271473189989,0.0
4321,2.0,914149.0,"Янковский, Игорь Ростиславович",0.0,Q4538135,Geography.Regions.Asia.Asia*,8309.271473189989,0.0
4322,4.0,914444.0,Небесные ласточки,0.8706072568893433,Q4315515,Culture.Media.Media*,3583.0000000000005,22.0
4323,4.0,914444.0,Небесные ласточки,0.8558611869812012,Q4315515,Culture.Media.Films,3583.0000000000005,22.0
4324,4.0,914444.0,Небесные ласточки,0.6513648629188538,Q4315515,History_and_Society.Military_and_warfare,3583.0000000000005,22.0
4325,4.0,914444.0,Небесные ласточки,0.32119916582107544,Q4315515,Geography.Regions.Asia.North_Asia,3583.0000000000005,22.0
4326,4.0,914444.0,Небесные ласточки,0.311877357006073,Q4315515,Geography.Regions.Europe.Europe*,3583.0000000000005,22.0
4327,4.0,914444.0,Небесные ласточки,0.2763098945617676,Q4315515,Geography.Regions.Europe.Eastern_Europe,3583.0000000000005,22.0
4328,4.0,914444.0,Небесные ласточки,0.16452647745609283,Q4315515,History_and_Society.Society,3583.0000000000005,22.0
4329,4.0,914444.0,Небесные ласточки,0.12146936559677124,Q4315515,Geography.Regions.Asia.Asia*,3583.0000000000005,22.0
4330,4.0,914769.0,"Дарабонт, Фрэнк",1.0000100135803223,Q295445,Culture.Biography.Biography*,4198.438576238575,1.0
4331,4.0,914769.0,"Дарабонт, Фрэнк",0.17818872833251953,Q295445,Geography.Regions.Americas.North_America,4198.438576238575,1.0
4332,4.0,914769.0,"Дарабонт, Фрэнк",0.0,Q295445,Geography.Regions.Europe.Europe*,4198.438576238575,1.0
4333,20.0,914775.0,"Широков, Роман Николаевич",0.9996300339698792,Q206607,History_and_Society.Society,103231.87265465046,2.0
4334,20.0,914775.0,"Широков, Роман Николаевич",0.9994907379150391,Q206607,Culture.Sports,103231.87265465046,2.0
4335,20.0,914775.0,"Широков, Роман Николаевич",0.9976868629455566,Q206607,Culture.Biography.Biography*,103231.87265465046,2.0
4336,7.0,914778.0,Аполлон-17,0.999254584312439,Q180971,STEM.Space,7169.351597258949,8.0
4337,7.0,914778.0,Аполлон-17,0.997758150100708,Q180971,History_and_Society.Transportation,7169.351597258949,8.0
4338,7.0,914778.0,Аполлон-17,0.9960646033287048,Q180971,STEM.Technology,7169.351597258949,8.0
4339,7.0,914778.0,Аполлон-17,0.994455099105835,Q180971,STEM.STEM*,7169.351597258949,8.0
4340,7.0,914778.0,Аполлон-17,0.0,Q180971,Geography.Regions.Americas.North_America,7169.351597258949,8.0
4341,3.0,917347.0,"Марченко, Анатолий Тихонович",0.9980222582817078,Q597875,Culture.Biography.Biography*,3582.0,6.0
4342,3.0,917347.0,"Марченко, Анатолий Тихонович",0.9732507467269897,Q597875,History_and_Society.Society,3582.0,6.0
4343,3.0,917347.0,"Марченко, Анатолий Тихонович",0.7122421860694885,Q597875,History_and_Society.Military_and_warfare,3582.0,6.0
4344,3.0,917347.0,"Марченко, Анатолий Тихонович",0.30707721614837646,Q597875,Geography.Regions.Asia.North_Asia,3582.0,6.0
4345,3.0,917347.0,"Марченко, Анатолий Тихонович",0.18495945835113525,Q597875,Geography.Regions.Europe.Eastern_Europe,3582.0,6.0
4346,3.0,917347.0,"Марченко, Анатолий Тихонович",0.15036486291885376,Q597875,Geography.Regions.Europe.Europe*,3582.0,6.0
4347,3.0,917347.0,"Марченко, Анатолий Тихонович",0.07650540971755981,Q597875,Geography.Regions.Asia.Asia*,3582.0,6.0
4348,8.0,917354.0,Премия имени Сахарова,0.9697954058647156,Q48786,History_and_Society.Society,51405.276033913535,6.0
4349,8.0,917354.0,Премия имени Сахарова,0.15611489117145538,Q48786,History_and_Society.Politics_and_government,51405.276033913535,6.0
4350,8.0,917354.0,Премия имени Сахарова,0.0,Q48786,Geography.Regions.Europe.Europe*,51405.276033913535,6.0
4351,3.0,918747.0,"Файзулин, Виктор Игоревич",0.9996300339698792,Q559154,Culture.Biography.Biography*,17412.4485690488,2.0
4352,3.0,918747.0,"Файзулин, Виктор Игоревич",0.9986429810523987,Q559154,Culture.Sports,17412.4485690488,2.0
4353,3.0,918747.0,"Файзулин, Виктор Игоревич",0.9961855411529541,Q559154,History_and_Society.Society,17412.4485690488,2.0
4354,1.0,920876.0,"Неведомский, Леонид Витальевич",0.9939124584197998,Q4315626,Culture.Biography.Biography*,0.0,22.0
4355,1.0,920876.0,"Неведомский, Леонид Витальевич",0.5698626637458801,Q4315626,History_and_Society.Society,0.0,22.0
4356,1.0,920876.0,"Неведомский, Леонид Витальевич",0.14034625887870789,Q4315626,History_and_Society.Military_and_warfare,0.0,22.0
4357,1.0,920876.0,"Неведомский, Леонид Витальевич",0.0,Q4315626,Geography.Regions.Europe.Eastern_Europe,0.0,22.0
4358,1.0,920876.0,"Неведомский, Леонид Витальевич",0.0,Q4315626,Geography.Regions.Asia.North_Asia,0.0,22.0
4359,1.0,920876.0,"Неведомский, Леонид Витальевич",0.0,Q4315626,Geography.Regions.Asia.Asia*,0.0,22.0
4360,3.0,923256.0,"Укупник, Аркадий Семёнович",0.9966334104537964,Q4470765,Culture.Biography.Biography*,11346.409918474143,14.0
4361,3.0,923256.0,"Укупник, Аркадий Семёнович",0.287777841091156,Q4470765,Culture.Media.Music,11346.409918474143,14.0
4362,3.0,923256.0,"Укупник, Аркадий Семёнович",0.22271016240119934,Q4470765,Culture.Media.Media*,11346.409918474143,14.0
4363,3.0,923256.0,"Укупник, Аркадий Семёнович",0.0,Q4470765,Geography.Regions.Europe.Europe*,11346.409918474143,14.0
4364,3.0,923256.0,"Укупник, Аркадий Семёнович",0.0,Q4470765,Geography.Regions.Europe.Eastern_Europe,11346.409918474143,14.0
4365,2.0,926237.0,"Патаркацишвили, Бадри",0.9956784844398499,Q379606,Culture.Biography.Biography*,1792.0,3.0
4366,2.0,926237.0,"Патаркацишвили, Бадри",0.28694121742248535,Q379606,Geography.Regions.Asia.Asia*,1792.0,3.0
4367,2.0,926237.0,"Патаркацишвили, Бадри",0.2814156115055084,Q379606,History_and_Society.Politics_and_government,1792.0,3.0
4368,2.0,926237.0,"Патаркацишвили, Бадри",0.26285186409950256,Q379606,History_and_Society.Military_and_warfare,1792.0,3.0
4369,2.0,926237.0,"Патаркацишвили, Бадри",0.23371636867523193,Q379606,History_and_Society.Business_and_economics,1792.0,3.0
4370,2.0,926237.0,"Патаркацишвили, Бадри",0.1968362182378769,Q379606,History_and_Society.Society,1792.0,3.0
4371,2.0,926237.0,"Патаркацишвили, Бадри",0.10667316818237305,Q379606,Geography.Regions.Asia.West_Asia,1792.0,3.0
4372,2.0,926237.0,"Патаркацишвили, Бадри",0.0,Q379606,Geography.Regions.Asia.North_Asia,1792.0,3.0
4373,2.0,926237.0,"Патаркацишвили, Бадри",0.0,Q379606,Geography.Regions.Europe.Europe*,1792.0,3.0
4374,2.0,926237.0,"Патаркацишвили, Бадри",0.0,Q379606,Geography.Regions.Europe.Eastern_Europe,1792.0,3.0
4375,5.0,933550.0,"Ильченко, Виктор Леонидович",0.9669240117073059,Q4199966,Culture.Biography.Biography*,6.833333333333332,4.0
4376,5.0,933550.0,"Ильченко, Виктор Леонидович",0.21734751760959625,Q4199966,History_and_Society.Society,6.833333333333332,4.0
4377,5.0,933550.0,"Ильченко, Виктор Леонидович",0.11597072333097458,Q4199966,History_and_Society.Military_and_warfare,6.833333333333332,4.0
4378,5.0,933550.0,"Ильченко, Виктор Леонидович",0.0,Q4199966,Geography.Regions.Asia.North_Asia,6.833333333333332,4.0
4379,5.0,933550.0,"Ильченко, Виктор Леонидович",0.0,Q4199966,Geography.Regions.Europe.Eastern_Europe,6.833333333333332,4.0
4380,5.0,933550.0,"Ильченко, Виктор Леонидович",0.0,Q4199966,Geography.Regions.Europe.Europe*,6.833333333333332,4.0
4381,2.0,935695.0,Организация по запрещению химического оружия,0.754925012588501,Q842490,History_and_Society.Politics_and_government,5370.0,6.0
4382,2.0,935695.0,Организация по запрещению химического оружия,0.6926519870758057,Q842490,History_and_Society.Business_and_economics,5370.0,6.0
4383,2.0,935695.0,Организация по запрещению химического оружия,0.546748161315918,Q842490,History_and_Society.Education,5370.0,6.0
4384,2.0,935695.0,Организация по запрещению химического оружия,0.4921981394290924,Q842490,STEM.STEM*,5370.0,6.0
4385,2.0,935695.0,Организация по запрещению химического оружия,0.26285186409950256,Q842490,STEM.Medicine_&_Health,5370.0,6.0
4386,2.0,935695.0,Организация по запрещению химического оружия,0.23371636867523193,Q842490,History_and_Society.Society,5370.0,6.0
4387,2.0,935695.0,Организация по запрещению химического оружия,0.0,Q842490,Geography.Regions.Europe.Europe*,5370.0,6.0
4388,2.0,935695.0,Организация по запрещению химического оружия,0.0,Q842490,Geography.Regions.Europe.Western_Europe,5370.0,6.0
4389,2.0,935695.0,Организация по запрещению химического оружия,0.0,Q842490,Geography.Regions.Americas.North_America,5370.0,6.0
4390,4.0,938769.0,"Резник, Илья Рахмиэлевич",0.9905974268913269,Q1990888,Culture.Biography.Biography*,15240.131993988869,14.0
4391,4.0,938769.0,"Резник, Илья Рахмиэлевич",0.3629792034626007,Q1990888,History_and_Society.Society,15240.131993988869,14.0
4392,4.0,938769.0,"Резник, Илья Рахмиэлевич",0.0,Q1990888,Geography.Regions.Europe.Europe*,15240.131993988869,14.0
4393,2.0,940809.0,Ли Мён Бак,0.9993003606796265,Q14342,Culture.Biography.Biography*,0.0,15.0
4394,2.0,940809.0,Ли Мён Бак,0.5156299471855164,Q14342,History_and_Society.Politics_and_government,0.0,15.0
4395,2.0,940809.0,Ли Мён Бак,0.32119916582107544,Q14342,Geography.Regions.Asia.Asia*,0.0,15.0
4396,2.0,940809.0,Ли Мён Бак,0.24217800998687744,Q14342,Geography.Regions.Asia.East_Asia,0.0,15.0
4397,9.0,941473.0,Эмма Фрост,1.0000100135803223,Q1995969,Culture.Literature,5062.499999999907,1.0
4398,9.0,941473.0,Эмма Фрост,0.607673168182373,Q1995969,Culture.Visual_arts.Comics_and_Anime,5062.499999999907,1.0
4399,9.0,941473.0,Эмма Фрост,0.5775054097175598,Q1995969,Culture.Visual_arts.Visual_arts*,5062.499999999907,1.0
4400,1.0,941689.0,Код апокалипсиса,0.9867871999740601,Q3221540,Culture.Media.Films,0.0,12.0
4401,1.0,941689.0,Код апокалипсиса,0.9814634323120117,Q3221540,Culture.Media.Media*,0.0,12.0
4402,1.0,941689.0,Код апокалипсиса,0.30736804008483887,Q3221540,History_and_Society.Society,0.0,12.0
4403,1.0,941689.0,Код апокалипсиса,0.1778208613395691,Q3221540,History_and_Society.Military_and_warfare,0.0,12.0
4404,1.0,941689.0,Код апокалипсиса,0.1732981950044632,Q3221540,Culture.Media.Entertainment,0.0,12.0
4405,1.0,941689.0,Код апокалипсиса,0.0,Q3221540,Geography.Regions.Europe.Europe*,0.0,12.0
4406,1.0,941689.0,Код апокалипсиса,0.0,Q3221540,Geography.Regions.Asia.Asia*,0.0,12.0
4407,26.0,949330.0,Сборная Норвегии по футболу,0.996837317943573,Q184387,Culture.Sports,44623.567714417244,2.0
4408,26.0,949330.0,Сборная Норвегии по футболу,0.4687954058647156,Q184387,Geography.Regions.Europe.Europe*,44623.567714417244,2.0
4409,26.0,949330.0,Сборная Норвегии по футболу,0.43892334604263306,Q184387,Geography.Regions.Europe.Northern_Europe,44623.567714417244,2.0
4410,10.0,950204.0,ПАОК (футбольный клуб),0.9740526676177979,Q204888,Culture.Sports,2505.20822433952,17.0
4411,10.0,950204.0,ПАОК (футбольный клуб),0.42531375789642334,Q204888,Geography.Regions.Europe.Europe*,2505.20822433952,17.0
4412,10.0,950204.0,ПАОК (футбольный клуб),0.2653036584854126,Q204888,Geography.Regions.Europe.Southern_Europe,2505.20822433952,17.0
4413,24.0,950775.0,Сборная Боснии и Герцеговины по футболу,0.9399233460426331,Q181190,Culture.Sports,3813.4471211413647,2.0
4414,24.0,950775.0,Сборная Боснии и Герцеговины по футболу,0.4826069941520691,Q181190,Geography.Regions.Europe.Southern_Europe,3813.4471211413647,2.0
4415,24.0,950775.0,Сборная Боснии и Герцеговины по футболу,0.4687954058647156,Q181190,Geography.Regions.Europe.Europe*,3813.4471211413647,2.0
4416,2.0,951339.0,"Тишман, Марк Иосифович",0.9755869507789612,Q4458875,Culture.Biography.Biography*,22780.72284539218,15.0
4417,2.0,951339.0,"Тишман, Марк Иосифович",0.8872146010398865,Q4458875,History_and_Society.Society,22780.72284539218,15.0
4418,2.0,951339.0,"Тишман, Марк Иосифович",0.4921981394290924,Q4458875,Culture.Media.Media*,22780.72284539218,15.0
4419,2.0,951339.0,"Тишман, Марк Иосифович",0.1520422399044037,Q4458875,Culture.Media.Music,22780.72284539218,15.0
4420,2.0,951339.0,"Тишман, Марк Иосифович",0.12253321707248688,Q4458875,Culture.Media.Television,22780.72284539218,15.0
4421,2.0,951339.0,"Тишман, Марк Иосифович",0.0,Q4458875,Geography.Regions.Europe.Europe*,22780.72284539218,15.0
4422,5.0,953614.0,Арктическая пустыня,0.754925012588501,Q398398,STEM.STEM*,0.0,9.0
4423,5.0,953614.0,Арктическая пустыня,0.6859594583511353,Q398398,History_and_Society.Society,0.0,9.0
4424,5.0,953614.0,Арктическая пустыня,0.6791887283325195,Q398398,STEM.Biology,0.0,9.0
4425,5.0,953614.0,Арктическая пустыня,0.18714269995689392,Q398398,Geography.Geographical,0.0,9.0
4426,5.0,953614.0,Арктическая пустыня,0.1067005917429924,Q398398,Geography.Regions.Asia.Asia*,0.0,9.0
4427,9.0,955350.0,Дженоа,0.8439050912857056,Q2074,Culture.Sports,4461.113228871624,2.0
4428,9.0,955350.0,Дженоа,0.270853506565094,Q2074,Geography.Regions.Europe.Europe*,4461.113228871624,2.0
4429,9.0,955350.0,Дженоа,0.0,Q2074,Geography.Regions.Europe.Southern_Europe,4461.113228871624,2.0
4430,1.0,956659.0,"Янсен, Янин",0.9947898983955383,Q235149,Culture.Biography.Biography*,0.0,15.0
4431,1.0,956659.0,"Янсен, Янин",0.7248802781105042,Q235149,Culture.Biography.Women,0.0,15.0
4432,1.0,956659.0,"Янсен, Янин",0.6926519870758057,Q235149,Culture.Media.Media*,0.0,15.0
4433,1.0,956659.0,"Янсен, Янин",0.607673168182373,Q235149,Culture.Media.Music,0.0,15.0
4434,1.0,956659.0,"Янсен, Янин",0.0068218579292297354,Q235149,Geography.Regions.Europe.Europe*,0.0,15.0
4435,1.0,956659.0,"Янсен, Янин",0.0,Q235149,Geography.Regions.Europe.Western_Europe,0.0,15.0
4436,5.0,960709.0,"Каас, Патрисия",0.9982553720474243,Q159704,Culture.Biography.Biography*,22632.81419636149,15.0
4437,5.0,960709.0,"Каас, Патрисия",0.8439050912857056,Q159704,Culture.Media.Media*,22632.81419636149,15.0
4438,5.0,960709.0,"Каас, Патрисия",0.8311530351638794,Q159704,Culture.Biography.Women,22632.81419636149,15.0
4439,5.0,960709.0,"Каас, Патрисия",0.6723417043685913,Q159704,Culture.Media.Music,22632.81419636149,15.0
4440,5.0,960709.0,"Каас, Патрисия",0.30218379402160644,Q159704,Geography.Regions.Europe.Western_Europe,22632.81419636149,15.0
4441,5.0,960709.0,"Каас, Патрисия",0.30218379402160644,Q159704,Geography.Regions.Europe.Europe*,22632.81419636149,15.0
4442,5.0,960709.0,"Каас, Патрисия",0.24509501457214355,Q159704,Culture.Media.Television,22632.81419636149,15.0
4443,4.0,962303.0,"Агуреева, Полина Владимировна",0.9954004287719727,Q4057178,Culture.Biography.Biography*,46716.87764840972,5.0
4444,4.0,962303.0,"Агуреева, Полина Владимировна",0.6859594583511353,Q4057178,Culture.Biography.Women,46716.87764840972,5.0
4445,4.0,962303.0,"Агуреева, Полина Владимировна",0.26285186409950256,Q4057178,History_and_Society.Society,46716.87764840972,5.0
4446,4.0,962303.0,"Агуреева, Полина Владимировна",0.23371636867523193,Q4057178,Culture.Performing_arts,46716.87764840972,5.0
4447,2.0,963056.0,Орден «За личное мужество»,0.9263137578964233,Q1703180,History_and_Society.Military_and_warfare,3582.0,24.0
