,Label,Modularity Class,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
47712,Le Crabe-tambour (film),13,10.0,0,134,74,-17.2397,20.351793,47712,1,17,0.0,Q3221920
47919,Ticky Holgado,13,12.608696,0,134,74,1.1721045,-15.990548,47919,3,17,2200.533333333334,Q2121322
48067,La Cinq,0,10.0,235,44,170,4.651006,-12.398543,48067,1,9,0.0,Q2704729
49232,Magali,0,10.0,235,44,170,-0.1394722,-14.372387,49232,1,10,0.0,Q430082
49924,Guy Mollet,19,10.0,185,97,239,-7.944816,6.605549,49924,1,5,0.0,Q314006
53693,Courrier international,2,16.52174,193,77,88,11.1451845,-18.791,53693,6,4,148651.06571250522,Q1137712
54670,Mission impossible (série télévisée),0,12.608696,235,44,170,7.142344,22.610197,54670,3,9,17546.561716826338,Q369111
56358,Roland Emmerich,3,16.52174,152,129,0,8.301564,12.545812,56358,6,9,25363.723784812184,Q60100
57308,Jean-Baptiste Philibert Willaumez,4,10.0,60,163,0,16.837582,-5.240459,57308,1,4,0.0,Q3164355
57443,Paul Reynaud,4,11.304348,60,163,0,11.494161,-10.960083,57443,2,6,1049.0,Q161076
58648,Les Oiseaux (film),5,12.608696,54,124,233,-6.6556206,20.841082,58648,3,1,9369.0,Q110043
58672,Fenêtre sur cour,5,12.608696,54,124,233,19.585619,-14.136694,58672,3,1,4249.649472335292,Q34414
59426,Bruno Gollnisch,19,11.304348,185,97,239,-13.500356,-19.496883,59426,2,5,1049.0,Q463260
64446,Grande-Synthe,13,10.0,0,134,74,-18.01857,0.7549579,64446,1,17,0.0,Q769160
64954,Le Dernier Empereur,5,25.652174,54,124,233,0.047532927,17.975155,64954,13,1,17740.411261962225,Q212775
65216,Bernardo Bertolucci,5,30.869566,54,124,233,-12.97198,12.34846,65216,17,1,47965.77860625596,Q53009
66044,Robert Charlebois,20,11.304348,0,134,135,14.06456,-12.3711605,66044,2,12,1049.0,Q464534
66104,Siam,2,13.913044,193,77,88,16.781048,11.757937,66104,4,4,125635.96518774766,Q1081620
66351,Alep,17,88.260864,235,94,0,-20.836874,7.5049505,66351,61,7,50851.866626111114,Q41183
66698,Pauline Bonaparte,4,11.304348,60,163,0,13.994032,13.222915,66698,2,4,1049.0,Q152785
66970,Assemblée générale des Nations unies,2,15.217392,193,77,88,-0.3577933,-11.223686,66970,5,4,5812.641270635257,Q47423
66977,Hydro-Québec,7,12.608696,0,157,116,15.6120615,-10.497224,66977,3,6,10343.087030380084,Q167840
67609,Violette Nozière,5,11.304348,54,124,233,-18.364294,9.603287,67609,2,1,1049.0,Q3560451
67786,Union nationale des étudiants de France,4,12.608696,60,163,0,3.2206197,-18.919779,67786,3,6,3143.0,Q910798
68944,Jourdain,7,13.913044,0,157,116,21.49776,-24.523806,68944,4,6,7628.056296375422,Q40059
70289,Peter Bogdanovich,5,12.608696,54,124,233,15.637207,15.06813,70289,3,1,8343.0,Q158250
70864,La Baule-Escoublac,7,13.913044,0,157,116,-23.306707,-1.9492589,70864,4,6,6424.644840632629,Q213481
71150,Union nationale lycéenne,4,10.0,60,163,0,-16.309753,0.776417,71150,1,6,0.0,Q950237
71299,Palmyre,17,32.173912,235,94,0,5.8749013,0.25528026,71299,18,7,3472.513788144783,Q5747
71849,Sébastopol,9,17.826088,255,42,47,-13.545669,-2.5710566,71849,7,4,48021.334211583075,Q7525
72663,Major (industrie musicale),14,37.391304,0,164,49,7.8413687,-20.896751,72663,22,2,0.3,Q1660312
75008,Jawaharlal Nehru,2,13.913044,193,77,88,8.442944,17.18171,75008,4,4,15264.66182940567,Q1047
76474,Gelsenkirchen,16,11.304348,153,96,160,-8.577869,7.1528406,76474,2,0,0.0,Q2765
76906,Jonathan Franzen,5,11.304348,54,124,233,-13.612974,-9.9988,76906,2,1,1049.0,Q316607
77322,Dubrovnik,2,10.0,193,77,88,-15.733585,8.423709,77322,1,4,0.0,Q1722
77978,Pauline Lafont,13,10.0,0,134,74,7.4832463,14.140652,77978,1,17,0.0,Q468292
78037,Puyi,5,11.304348,54,124,233,17.029758,5.5774198,78037,2,1,0.0,Q185152
80682,Virgin Megastore,14,38.695656,0,164,49,-0.74192095,23.642248,80682,23,2,3141.300000000001,Q1055882
80894,Sèvres,7,11.304348,0,157,116,-21.831968,-0.82455605,80894,2,6,515.7986684992574,Q206493
81062,Plateau_du_Golan,7,16.52174,0,157,116,-12.413859,-16.560095,81062,6,7,9056.934795653891,-1
81603,Dag Hammarskjöld,2,15.217392,193,77,88,-3.5740185,14.985531,81603,5,4,11916.642860125212,Q1267
82126,Photographe,2,17.826088,193,77,88,-2.754639,2.3969111,82126,7,4,6652.94831957989,Q33231
87877,Maurice Biraud,5,13.913044,54,124,233,-4.234861,11.569694,87877,4,1,3144.0,Q3300432
90580,Pascale Petit (actrice),5,11.304348,54,124,233,12.705345,-20.769894,90580,2,1,1049.0,Q461321
91262,Charte européenne des langues régionales ou minoritaires,0,12.608696,235,44,170,-0.0022891886,-19.924679,91262,3,10,5189.0,Q106308
91811,Natacha Régnier,5,13.913044,54,124,233,-24.437603,5.889219,91811,4,1,2097.0,Q446883
91855,Dominion,4,11.304348,60,163,0,14.132285,4.053684,91855,2,4,482.5842380572645,Q223832
92150,Marlon Brando,5,17.826088,54,124,233,-12.105524,-8.052545,92150,7,1,113533.2263592632,Q34012
92425,Jean-Jacques Servan-Schreiber,4,12.608696,60,163,0,-24.491367,1.4134955,92425,3,6,2096.0,Q431565
93713,Dimitri Bodianski,20,19.130436,0,134,135,-11.607858,-19.050383,93713,8,12,0.0,Q3028106
95067,Maurice Bourgès-Maunoury,4,13.913044,60,163,0,-5.812104,-9.310325,95067,4,6,16758.70843228948,Q380992
95258,Hubert Védrine,4,11.304348,60,163,0,-13.738357,10.871853,95258,2,6,2096.0,Q560682
95676,Nina Hagen,0,11.304348,235,44,170,13.71223,-1.3352222,95676,2,2,4.833333333333333,Q159099
97682,Peter Sellers,0,11.304348,235,44,170,3.2002857,13.525698,97682,2,9,1049.0,Q177984
98044,Collonges-la-Rouge,5,10.0,54,124,233,1.1924419,1.1275047,98044,1,1,0.0,Q627479
98517,Martin Landau,0,12.608696,235,44,170,-18.59435,-1.866042,98517,3,9,16731.2648001809,Q294641
99244,Télérama,0,20.434784,235,44,170,-23.771208,18.910465,99244,9,2,34757.70628603421,Q377629
100408,Calendrier luni-solaire,0,13.913044,235,44,170,14.839146,-4.894444,100408,4,9,1047.0,Q194235
101131,Carlos Ghosn,19,17.826088,185,97,239,-17.707882,-24.85712,101131,7,5,2620.666666666667,Q356719
101622,Mouvement des non-alignés,2,33.47826,193,77,88,0.8938894,10.573474,101622,19,4,19397.841901472188,Q83201
101728,Abane Ramdane,4,20.434784,60,163,0,-5.9443693,-15.046908,101728,9,6,1216.2876171051184,Q305442
102542,Rugby à sept,9,11.304348,255,42,47,15.305959,23.781591,102542,2,0,0.0,Q270102
102896,Lucerne,16,15.217392,153,96,160,-2.0953183,-17.129728,102896,5,15,600.5119047619039,Q4191
104396,Lhassa,2,16.52174,193,77,88,-20.157524,19.007126,104396,6,4,10406.48254795855,Q5869
104614,Famille de Gaulle,4,11.304348,60,163,0,-18.441833,-24.49777,104614,2,4,3141.0,Q3065794
104875,Amélie Mauresmo,13,13.913044,0,134,74,10.448472,0.26159984,104875,4,17,1390.0000000000286,Q180872
107177,Programme des Nations unies pour le développement,4,11.304348,60,163,0,15.430222,-17.79354,107177,2,4,5682.440479172838,Q161718
109543,Haut-Karabagh,9,13.913044,255,42,47,-8.2511015,-12.223899,109543,4,4,4424.289870321547,Q44302
110802,Ayatollah,2,11.304348,193,77,88,-14.786844,16.330717,110802,2,4,2096.0,Q184402
111577,Brouillard,2,11.304348,193,77,88,4.0515823,11.335192,111577,2,4,4.666666666666667,Q37477
112020,Jean-Claude Bouillon,7,10.0,0,157,116,18.836317,9.828649,112020,1,6,0.0,Q3164855
112028,Jean-Paul Tribout,7,12.608696,0,157,116,-1.6705016,20.85887,112028,3,6,2546.025324963132,Q1685148
112041,Pierre Maguelon,7,11.304348,0,157,116,-10.461321,-1.5774313,112041,2,6,3333.592917555734,Q2014123
112921,Jean-Pierre Haigneré,2,10.0,193,77,88,-3.3444982,-19.539993,112921,1,4,0.0,Q721397
113666,Georges Malbrunot,17,21.73913,235,94,0,-20.028688,23.34573,113666,10,7,0.06741647332302873,Q3103146
114140,Draveil,7,12.608696,0,157,116,13.1420355,24.943253,114140,3,6,3067.2550285177936,Q242524
114165,Histoire de la Lettonie,1,10.0,175,95,13,-3.6092103,-24.763596,114165,1,14,0.0,Q209655
114932,Ossétie du Sud-Alanie,2,17.826088,193,77,88,-0.7911476,-1.7490424,114932,7,4,20694.58608117415,Q23427
115547,Alexandre Arcady,11,13.913044,0,168,183,-15.224818,14.554373,115547,4,1,3143.0,Q772633
119274,Taux de chômage,7,11.304348,0,157,116,11.313203,9.201354,119274,2,6,3992.1903242024996,Q1787954
119481,Phalange espagnole,2,11.304348,193,77,88,21.754404,-4.519012,119481,2,4,1049.0,Q16481760
120998,Boris Jardel,20,19.130436,0,134,135,-3.1077108,5.591009,120998,8,12,0.0,Q2910976
121658,Bruno Cremer,13,16.52174,0,134,74,3.4936025,19.279043,121658,6,17,10436.0,Q139560
122293,Deborah Kerr,2,13.913044,193,77,88,-6.41222,7.9441085,122293,4,1,120946.93819344592,Q104146
122661,Abyss (film),11,19.130436,0,168,183,-17.190187,-18.564203,122661,8,8,6960.499999999999,Q336517
122874,Jean-Baptiste Carrier,4,12.608696,60,163,0,-12.125718,-24.545208,122874,3,4,2480.691541791546,Q727601
123859,Amiens Sporting Club,2,16.52174,193,77,88,-5.6631374,22.025593,123859,6,4,5233.0,Q866884
124782,Jeu décisif,13,10.0,0,134,74,18.517363,-1.3014965,124782,1,17,0.0,Q908513
125534,Rutherford B. Hayes,0,10.0,235,44,170,22.159473,22.56973,125534,1,2,0.0,Q35686
126673,Ingénieur du son,14,37.391304,0,164,49,0.73035955,-15.838786,126673,22,2,1292.1380952380948,Q128124
127586,Île Jan Mayen,2,13.913044,193,77,88,23.25424,24.434954,127586,4,4,501.42723611838665,Q14056
127993,Docteur Folamour,0,10.0,235,44,170,2.4954655,0.6306244,127993,1,9,0.0,Q105702
128678,Skopje,2,19.130436,193,77,88,18.989618,2.0545204,128678,8,4,28839.53126099888,Q384
129065,Monsieur Klein,13,10.0,0,134,74,-15.430942,-23.082567,129065,1,17,0.0,Q648168
129224,Dorothy Stratten,5,10.0,54,124,233,0.31611532,16.95576,129224,1,1,0.0,Q241081
130831,Dacca,1,17.826088,175,95,13,15.588231,-9.761294,130831,7,14,14287.931568090817,Q1354
130887,Marin Karmitz,11,13.913044,0,168,183,10.592283,9.200318,130887,4,1,3293.5000000000005,Q1383621
131666,Donbass,9,15.217392,255,42,47,4.6331024,-0.3968612,131666,5,4,10742.377349106428,Q605714
131992,Norodom Sihanouk,2,33.47826,193,77,88,16.215763,11.364012,131992,19,4,77497.12811681804,Q160318
132452,"La Mouche (film, 1986)",3,11.304348,152,129,0,-24.521765,-19.666973,132452,2,9,18576.0,Q468700
132469,Lattaquié,17,89.565216,235,94,0,-18.820793,-6.7081647,132469,62,7,139.01369170414867,Q200030
133321,Van Halen,14,11.304348,0,164,49,15.095482,7.6853433,133321,2,2,3141.0,Q190155
135708,Time (magazine),0,16.52174,235,44,170,24.469734,3.509382,135708,6,2,4551.514285714286,Q43297
135932,Calendrier persan,0,12.608696,235,44,170,-2.72376,-6.7664175,135932,3,9,4184.0,Q950135
137272,Marguerite (prénom),0,13.913044,235,44,170,22.03844,10.73914,137272,4,10,9342.0,Q1587821
139383,Saint-Jean-de-Luz,13,11.304348,0,134,74,3.6859906,6.8039455,139383,2,17,0.0,Q232135
139462,Guy de Lusignan,7,12.608696,0,157,116,-11.454414,7.5288777,139462,3,6,3141.0,Q294192
141323,Nanni Moretti,3,12.608696,152,129,0,-16.645252,-10.520749,141323,3,9,0.0,Q25100
142682,Black bloc,19,11.304348,185,97,239,-6.8684964,-5.670526,142682,2,5,4184.0,Q690153
144382,Affaire Mohammed al-Durah,17,10.0,235,94,0,-2.2580822,-11.483883,144382,1,7,0.0,Q2746536
144494,Déportation des Acadiens,4,11.304348,60,163,0,-4.1343484,14.764974,144494,2,4,4429.022782769488,Q2723587
144863,Georges Catroux,4,10.0,60,163,0,-2.4704013,-6.1041045,144863,1,6,0.0,Q553522
146837,Guy Forget,13,25.652174,0,134,74,22.597704,-3.8877456,146837,13,17,29636.219030969034,Q560175
147065,Le Dernier Tango à Paris,5,25.652174,54,124,233,-22.190754,-10.126268,147065,13,1,74023.9132511374,Q570567
147219,Yves Allégret,5,16.52174,54,124,233,-5.508535,3.655838,147219,6,1,6553.514811873265,Q945227
147755,Michel Colombier,5,10.0,54,124,233,21.8262,-12.358723,147755,1,1,0.0,Q1930698
148439,Goran Ivanišević,13,23.043478,0,134,74,23.903605,-9.753488,148439,11,17,2186.5644283167444,Q204279
149723,Club de Paris,2,15.217392,193,77,88,-6.833586,7.3470416,149723,5,4,0.0,Q461736
152204,Saclay,7,10.0,0,157,116,24.878946,-7.8797765,152204,1,6,0.0,Q262710
153371,Élie Chouraqui,13,11.304348,0,134,74,17.257158,16.89659,153371,2,17,11429.0,Q2916196
154687,Région autonome du Tibet,2,12.608696,193,77,88,18.375914,18.975594,154687,3,4,0.0,Q17269
155322,Championnat de France féminin de football,15,23.043478,0,148,245,20.634785,-6.229973,155322,11,3,6948.533555129933,Q1231102
155631,Paris Saint-Germain Football Club (féminines),15,20.434784,0,148,245,-1.9192053,-15.996771,155631,9,3,3201.097021259261,Q3365295
155739,1900 (film),5,24.347828,54,124,233,-23.585941,-24.163641,155739,12,1,540.3689763440121,Q124697
155991,Reynald Pedros,15,17.826088,0,148,245,-2.5221057,4.6387734,155991,7,3,3034.1005045572488,Q606255
156104,Metroid,3,13.913044,152,129,0,19.265902,23.633966,156104,4,9,0.3333333333333333,Q12397
156249,Donetsk,9,16.52174,255,42,47,-9.885992,8.874499,156249,6,4,37588.09624974606,Q43070
157190,Tuol Sleng,2,11.304348,193,77,88,13.536936,-22.002872,157190,2,4,0.0,Q850268
158029,Ernest Borgnine,11,12.608696,0,168,183,-11.349837,1.0276759,158029,3,8,10424.0,Q102551
158047,Isabelle Aubret,0,11.304348,235,44,170,16.148567,9.833922,158047,2,2,912.9166666666663,Q229359
159318,Tampa,0,10.0,235,44,170,10.888968,8.4430275,159318,1,2,0.0,Q49255
160114,Lucien Febvre,0,11.304348,235,44,170,20.390543,-22.992334,160114,2,10,1049.0,Q156999
160166,Guerres indiennes,4,13.913044,60,163,0,-5.3484645,4.596882,160166,4,4,6384.918237314992,Q849680
161146,Code OACI des aéroports,7,11.304348,0,157,116,-5.0442834,-15.253811,161146,2,6,7426.260225247998,Q207529
162680,Robert Lacoste,4,19.130436,60,163,0,-18.840263,-12.548279,162680,8,6,34475.41318306735,Q3435624
163312,Coexistence pacifique,2,11.304348,193,77,88,1.0677234,11.194453,163312,2,4,0.0,Q1134177
163885,Gameplay,3,17.826088,152,129,0,-12.645972,18.366074,163885,7,9,6272.333333333334,Q1331296
164025,Pathet Lao,2,17.826088,193,77,88,14.744311,21.754618,164025,7,4,0.0,Q858887
164214,Colorado (fleuve),7,11.304348,0,157,116,-8.264023,-18.056381,164214,2,6,3142.9993916135286,Q1265
173633,David Hockney,2,11.304348,193,77,88,22.722471,-3.417362,173633,2,4,1048.9999999999998,Q159907
174495,Islamophobie,4,12.608696,60,163,0,-3.2618446,6.066553,174495,3,6,2097.0,Q486296
177669,Liste de séries de jeux vidéo,3,15.217392,152,129,0,12.066829,-13.253388,177669,5,9,10400.333333333334,Q7058673
177689,Église apostolique arménienne,18,11.304348,41,139,0,-12.113895,23.102726,177689,2,18,710.1465636384374,Q683724
181452,Anne Bancroft,3,16.52174,152,129,0,-18.268356,6.3764615,181452,6,9,32239.445995817314,Q183532
184501,Coupe Davis 2005,13,21.73913,0,134,74,-21.193445,6.4459796,184501,10,17,248.4574821746911,Q55161
184951,Ioulia Tymochenko,9,12.608696,255,42,47,-5.403172,-13.788264,184951,3,4,1161.3732133893623,Q48283
185102,Northumberland (comté),11,10.0,0,168,183,21.299358,-24.077078,185102,1,8,0.0,Q23079
185864,Georges Besse,19,10.0,185,97,239,21.768265,-22.944632,185864,1,5,0.0,Q1508821
186702,Fred Zinnemann,5,20.434784,54,124,233,23.517805,6.92553,186702,9,1,137338.26482623894,Q55420
187496,Coupe du monde de rugby à XV 2007,6,28.26087,0,126,172,24.716848,-11.260994,187496,15,11,4112.765423146632,Q124753
187530,Partis politiques canadiens,4,12.608696,60,163,0,-0.40765086,-6.9196906,187530,3,6,14816.246549891079,Q1862775
188937,Hockey sur gazon,9,12.608696,255,42,47,3.232683,15.072691,188937,3,0,3141.0000000000005,Q1455
190828,Mourenx,19,10.0,185,97,239,-0.2331173,-23.90252,190828,1,5,0.0,Q321209
190937,Need for Speed,3,12.608696,152,129,0,19.49715,14.470478,190937,3,9,11429.0,Q55679
193770,Feyenoord Rotterdam,16,12.608696,153,96,160,-7.4526315,-14.633493,193770,3,15,541.2844616743652,Q134241
197048,Parti Baas,17,13.913044,235,94,0,9.678242,23.590446,197048,4,7,0.0,Q179933
197350,Fernand Sardou,12,20.434784,0,160,220,21.906815,-8.901724,197350,9,16,1.9999999999999998,Q3069332
197351,Jackie Sardou,12,19.130436,0,160,220,-0.9201542,-4.1927576,197351,8,16,0.0,Q3157406
197493,Lourdios-Ichère,19,11.304348,185,97,239,15.876258,12.062897,197493,2,5,2096.0,Q180023
201454,Columbia (fleuve),7,15.217392,0,157,116,-1.411448,-23.975462,201454,5,6,4935.734004329006,Q2251
203701,Liste des dépendances et territoires à souveraineté spéciale,1,13.913044,175,95,13,-7.431443,8.678266,203701,4,14,22527.440553748158,Q28549900
204174,Mel Brooks,3,15.217392,152,129,0,6.695523,-15.294022,204174,5,9,27264.53029514345,Q104266
205261,Des agents très spéciaux,0,11.304348,235,44,170,12.207739,21.582342,205261,2,9,4082.884280262222,Q1264983
205355,Montérégie,7,12.608696,0,157,116,17.212896,-21.378866,205355,3,6,6054.739774751993,Q931679
208126,Shirley MacLaine,3,11.304348,152,129,0,-17.575153,-5.1563272,208126,2,9,0.0,Q95026
208317,Renaud de Châtillon,7,11.304348,0,157,116,19.922369,18.806381,208317,2,6,0.0,Q316831
210280,"Dumbo (film, 1941)",0,15.217392,235,44,170,-8.488546,-7.21994,210280,5,2,19877.61819079614,Q40895
210974,Kool and the Gang,14,12.608696,0,164,49,-6.691436,-23.704884,210974,3,2,4184.000000000001,Q850290
214205,U Thant,1,10.0,175,95,13,8.35654,19.667358,214205,1,14,0.0,Q1264
216039,Musicien,20,16.52174,0,134,135,3.6157358,-9.36224,216039,6,12,7320.0,Q639669
217769,Hervé Vilard,0,10.0,235,44,170,-17.277166,10.246032,217769,1,2,0.0,Q2403441
218729,Le Lauréat,3,15.217392,152,129,0,23.416456,24.681892,218729,5,9,16317.136091394086,Q217627
219644,Pop Idol,14,37.391304,0,164,49,-17.250498,-2.5503623,219644,22,2,0.3,Q6502417
219768,Duran Duran,14,10.0,0,164,49,16.223482,17.144836,219768,1,2,0.0,Q58381
220717,Équipe de Croatie de football,16,17.826088,153,96,160,-19.63133,-19.18946,220717,7,15,25443.376035809906,Q134479
221789,Nicolas Hulot,19,15.217392,185,97,239,11.144954,3.2410905,221789,5,5,25886.66666666689,Q982005
222077,Poznań,2,11.304348,193,77,88,-21.889397,19.775856,222077,2,4,1244.3102548668228,Q268
223817,János Kádár,2,24.347828,193,77,88,-24.17669,20.87283,223817,12,4,2015.7799606615379,Q200850
224051,Alain Savary,4,16.52174,60,163,0,3.8800013,-14.688783,224051,6,6,37698.7692094695,Q477121
224430,Reuters,17,34.782608,235,94,0,20.97843,-2.9760714,224430,20,7,33143.402659980595,Q130879
226505,Wild Wild West,11,10.0,0,168,183,-14.648636,6.498378,226505,1,8,0.0,Q740528
226727,Ultramontanisme,1,10.0,175,95,13,21.82533,3.8825066,226727,1,14,0.0,Q274053
227020,Fabien Galthié,6,40.0,0,126,172,-20.824762,6.435571,227020,24,11,29985.48871344848,Q2334843
228803,Climat océanique,7,10.0,0,157,116,12.525036,-5.179189,228803,1,6,0.0,Q182090
231840,Raphaël Ibañez,6,23.043478,0,126,172,13.195091,-3.1360185,231840,11,11,26.9422968399513,Q777512
233552,Olivier Gérard,20,19.130436,0,134,135,19.563976,-9.903609,233552,8,12,0.0,Q3351087
235730,Perfluorocarbure,11,11.304348,0,168,183,-7.6638713,14.027577,235730,2,8,0.0,Q23305225
235731,Spider-Man 2,2,11.304348,193,77,88,7.0915713,5.6650367,235731,2,4,0.0,Q190145
236462,Mikheil Saakachvili,9,16.52174,255,42,47,-9.981305,-24.423029,236462,6,4,7301.333333333332,Q43330
