,Label,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
9248,Organisation européenne pour la recherche nucléaire,19.402985,114,121,10,4.806101,-1.6655917,9248,8,17,29918.065592492138,Q42944
9307,Yves Cochet,30.149254,193,77,88,-15.974977,-1.8433285,9307,16,10,6409.501095069459,Q1398216
9330,Jean-Louis Debré,15.373135,193,77,88,17.164309,7.256102,9330,5,10,3049.143951038511,Q713235
9425,Histoire de la Chine,16.716417,253,0,107,1.9237239,-13.093508,9425,6,6,34290.493159953374,Q82972
9519,Georges Fenech,10.0,193,77,88,-4.0925317,-19.765959,9519,1,10,0.0,Q12937
9548,Erika (pétrolier),10.0,192,192,192,-23.150248,7.0953207,9548,1,5,0.0,Q1354330
10040,Négationnisme,11.343284,193,77,88,13.06393,-16.776499,10040,2,10,807.905198620746,Q574456
10061,Jean Leonetti,12.686567,152,129,0,2.701872,0.104410864,10061,3,12,9662.0,Q3083582
10133,"Philippe Martin (homme politique, 1953)",27.462687,193,77,88,-15.110282,11.1866255,10133,14,10,6118.7486244408965,Q3380331
10154,Nadine Morano,18.059702,193,77,88,-23.840956,-14.410173,10154,7,10,71609.74012469505,Q3334944
10156,Hervé Morin,11.343284,253,0,107,-2.0158198,23.51253,10156,2,6,0.0,Q521021
10366,Frédéric de Saint-Sernin,12.686567,193,77,88,-4.5325785,14.084089,10366,3,10,242.60082476007102,Q3090320
10680,Éric Woerth,26.119404,193,77,88,9.111337,24.332483,10680,13,10,15203.586153524515,Q288486
10805,Nouvelle,27.462687,255,42,47,0.16479583,16.340345,10805,14,17,165844.73228828737,Q49084
10825,Edgar Degas,11.343284,0,157,116,23.372002,4.421897,10825,2,11,8535.831831357842,Q46373
10838,Superphénix,19.402985,193,77,88,-12.208952,-15.144912,10838,8,10,3734.130823044656,Q1739389
10871,Virelangue,14.029851,0,168,183,23.81451,10.332025,10871,4,13,27448.683080453367,Q230052
11091,Miguel de Cervantes,15.373135,235,94,0,16.463491,1.0158528,11091,5,12,57511.449947552384,Q5682
11119,Thorgal,10.0,193,77,88,1.366759,-22.06342,11119,1,10,0.0,Q128277
11353,Somme (fleuve),12.686567,193,77,88,24.303875,-16.859894,11353,3,10,10069.370858300357,Q37646
11718,Manganèse,20.74627,114,121,10,-18.720709,13.641662,11718,9,17,36125.70045469806,Q731
11911,Jacques-Bénigne Bossuet,11.343284,192,192,192,-11.8533745,24.787373,11911,2,10,5603.516738406285,Q294100
11932,"Aliens, le retour",14.029851,235,94,0,-22.33788,-12.842055,11932,4,11,6805.413383451047,Q104814
11934,"Alien, la résurrection",11.343284,235,94,0,-1.4155856,14.680648,11934,2,11,0.0,Q458314
12059,Étienne Chatiliez,20.74627,235,94,0,-22.815645,5.633446,12059,9,12,30762.24241864804,Q289512
12067,Langues chinoises,12.686567,253,0,107,-22.7858,14.011599,12067,3,6,12219.146966522676,Q7850
12072,René Char,10.0,235,94,0,16.54569,-24.757137,12072,1,12,0.0,Q315015
12123,Georges Lautner,26.119404,152,129,0,15.872966,-3.3380582,12123,13,12,178637.36349801114,Q1351715
12139,Walt Whitman,10.0,192,192,192,11.022044,-8.993981,12139,1,10,0.0,Q81438
12357,"Z (film, 1969)",10.0,255,42,47,7.8961544,24.864384,12357,1,13,0.0,Q136605
12417,Juan Manuel Fangio,26.119404,41,139,0,13.856207,13.461896,12417,13,23,2895.340738868121,Q2069
12545,Architecte,23.432835,193,77,88,18.3261,21.062996,12545,11,10,75187.89177408272,Q42973
12554,Buster Keaton,10.0,193,77,88,3.975035,-6.7880716,12554,1,10,0.0,Q103949
12562,Ulm,10.0,0,168,183,-0.5410909,23.2015,12562,1,13,0.0,Q3012
12579,Rhénanie-du-Nord-Westphalie,18.059702,0,164,49,2.0170903,23.987057,12579,7,0,37119.574263201,Q1198
12581,Rhénanie-Palatinat,11.343284,0,160,220,0.57229185,6.896169,12581,2,24,9662.0,Q1200
12585,Saxe (Land),16.716417,193,77,88,-13.494411,19.391273,12585,6,10,32112.406115171096,Q1202
12597,Thuringe,10.0,193,77,88,7.871414,-23.794666,12597,1,10,0.0,Q1205
12693,Entier relatif,18.059702,192,192,192,13.263776,21.74924,12693,7,15,1786.5607112427233,Q12503
12766,Respiration circulaire,10.0,153,96,160,19.270845,-11.427108,12766,1,18,0.0,Q205870
12988,Saint-Coulitz,10.0,253,0,107,-1.9212527,0.25873005,12988,1,6,0.0,Q622459
13311,Pierre Drieu la Rochelle,11.343284,192,192,192,11.422742,-23.69193,13311,2,19,9236.339124152324,Q325974
13703,Béhaviorisme,10.0,0,157,116,-8.757159,-4.9036765,13703,1,11,0.0,Q168338
13705,American Airlines,14.029851,153,96,160,-7.2230835,-13.942827,13705,4,18,199.91585325248366,Q32396
13721,Jinmu,10.0,0,160,220,21.401253,17.789219,13721,1,15,0.0,Q200188
13890,Joris-Karl Huysmans,14.029851,0,157,116,17.808144,12.491912,13890,4,11,21146.296284410153,Q210798
13891,Eugène Ionesco,19.402985,235,44,170,17.927092,-20.604652,13891,8,4,73461.83266867654,Q46706
13892,Max Jacob,18.059702,114,121,10,-12.655791,-1.6931574,13892,7,10,42849.294263965414,Q156214
14037,Potentiel électrique,18.059702,114,121,10,-9.02325,8.374864,14037,7,17,6391.843303485035,Q55451
14055,Sully Prudhomme,12.686567,0,134,74,17.814283,-15.045131,14055,3,11,22473.708541047647,Q42247
14126,Timbre,10.0,193,77,88,-2.3863811,22.77418,14126,1,10,0.0,Q397966
14127,Timbre postal,12.686567,0,160,220,-1.3888161,-2.2818139,14127,3,24,20051.50383397967,Q37930
14155,Masse,27.462687,114,121,10,-1.555562,12.115114,14155,14,17,30325.645200272153,Q11423
14958,Kerala,12.686567,192,192,192,15.310976,-22.850677,14958,3,6,12696.235384501593,Q1186
15038,Organisation mondiale du commerce,20.74627,193,77,88,4.726759,-11.103829,15038,9,10,209176.2785001314,Q7825
15043,Protectionnisme,12.686567,253,0,107,-18.518196,-23.974386,15043,3,6,4342.709312335075,Q179073
15277,Chasse,22.089554,193,77,88,-20.102411,20.98847,15277,10,10,35326.424005304856,Q36963
15349,Élément chimique,24.77612,114,121,10,-8.447275,2.94578,15349,12,17,56923.821759000675,Q11344
15469,Le Canard enchaîné,48.955223,193,77,88,-21.206436,3.6990523,15469,30,10,294083.86685580935,Q13709
15542,Alain (philosophe),10.0,192,192,192,9.1317,14.859953,15542,1,10,0.0,Q275003
15708,Accor,12.686567,193,77,88,-18.992102,-23.381598,15708,3,10,4373.938617506066,Q212599
15739,Kiev,22.089554,0,168,183,-18.111107,8.661608,15739,10,0,186274.0920973451,Q1899
15795,Collège de France,32.835823,193,77,88,13.288693,-12.069904,15795,18,10,157466.60650316518,Q202660
15801,Michel Debré,30.149254,193,77,88,-14.033207,23.948036,15801,16,10,76866.76107683641,Q296386
15887,François Cheng,10.0,193,77,88,19.930277,6.5690436,15887,1,10,0.0,Q469459
16613,École élémentaire en France,18.059702,192,192,192,13.44026,-4.005237,16613,7,10,67183.49456200867,Q3578542
16656,Confédération générale du travail,27.462687,193,77,88,9.400245,-16.354393,16656,14,10,49962.217460586166,Q1125638
16716,Pesticide,36.86567,193,77,88,-17.406052,-3.5700104,16716,21,10,264808.81893960614,Q131656
16742,Holocène,16.716417,193,77,88,-3.5004158,15.088866,16742,6,10,25823.25605024746,Q25445
16765,Édouard VI,16.716417,235,44,170,-12.67628,-24.671164,16765,6,31,7824.413297668266,Q83229
16892,Nombre rationnel,20.74627,192,192,192,16.451622,2.2068455,16892,9,15,3495.3760382806227,Q1244890
17529,Pong,10.0,192,192,192,-10.305462,-13.942123,17529,1,1,0.0,Q216293
17689,Jeanne Grey,15.373135,235,44,170,9.793036,-12.08377,17689,5,31,39776.23085190971,Q162356
17710,Polyèdre,12.686567,192,192,192,13.072042,12.808939,17710,3,15,6463.609122769473,Q172937
17791,Robert Guédiguian,11.343284,235,94,0,-2.7534876,15.07931,17791,2,12,1300.0491138128882,Q718596
17795,Ariane Ascaride,10.0,152,129,0,11.908694,-16.779377,17795,1,4,0.0,Q268690
17839,Max Planck,12.686567,0,148,245,11.949951,-7.5846868,17839,3,11,17401.49285872096,Q9021
17888,Communauté économique européenne,15.373135,193,77,88,-16.841211,20.824614,17888,5,10,7175.05090786668,Q52847
18001,François Morel (acteur),20.74627,152,129,0,14.958266,10.7577715,18001,9,12,64519.6284913888,Q3085412
18125,Ivan Pavlov,14.029851,0,157,116,7.510717,24.469467,18125,4,11,10304.375723420922,Q42985
18445,Søren Kierkegaard,12.686567,192,192,192,-10.435382,21.131853,18445,3,17,22042.33079830776,Q6512
18911,Roger Penrose,10.0,0,148,245,3.1019673,-10.240655,18911,1,11,0.0,Q193803
18973,Harald V,19.402985,192,192,192,-16.301928,-1.062686,18973,8,26,11175.976363934815,Q57287
19243,Équation de Schrödinger,12.686567,114,121,10,5.226721,-16.933174,19243,3,17,6782.14154598746,Q165498
19306,Gaz parfait,14.029851,114,121,10,-4.912383,-10.528277,19306,4,17,5851.285552920422,Q172280
19385,Dominique Nicolas,10.0,0,126,172,-12.753913,-9.933374,19385,1,5,0.0,Q3035362
19467,Lanthanide,12.686567,192,192,192,3.8134127,-24.660734,19467,3,17,0.0,Q19569
19483,Halogène,19.402985,114,121,10,-19.072504,23.960794,19483,8,17,6562.113562574421,Q19605
19517,Raj britannique,16.716417,192,192,192,-7.3466268,1.084674,19517,6,6,64366.253911752494,Q129286
19542,Avicenne,11.343284,192,192,192,-13.1859045,-24.386345,19542,2,15,4832.0,Q8011
19776,Mika Häkkinen,22.089554,41,139,0,11.6342535,-6.135328,19776,10,23,2303.0533413579365,Q172842
19866,Mega Drive,15.373135,192,192,192,0.11280448,-15.866296,19866,5,35,24468.161251540285,Q10676
20305,Matrix Reloaded,14.029851,54,124,233,-2.226652,-16.850027,20305,4,5,13382.235463370414,Q189600
20309,Camp de concentration,14.029851,192,192,192,11.092846,3.5717936,20309,4,19,17461.994479330693,Q152081
20409,Objet céleste,12.686567,0,148,245,-10.737656,-18.527775,20409,3,20,27903.359261941976,Q6999
20552,Protocole de Kyoto,23.432835,193,77,88,20.357233,-4.814725,20552,11,10,65221.702613446934,Q47359
20738,Mouvement international de la Croix-Rouge et du Croissant-Rouge,10.0,0,134,135,16.554605,-0.7882016,20738,1,20,0.0,Q7178
20809,Cour suprême des États-Unis,31.492537,153,96,160,-8.023896,11.919203,20809,17,18,77116.65236472711,Q11201
20994,John Maynard Keynes,20.74627,193,77,88,-0.7224425,-12.967362,20994,9,10,53757.98127076978,Q9317
21179,Satyajit Ray,22.089554,192,192,192,4.6598487,22.49564,21179,10,6,87266.49546167218,Q8873
21377,Elsa Morante,10.0,255,42,47,0.5159968,-9.983385,21377,1,17,0.0,Q275979
22040,Aire-sur-la-Lys,11.343284,175,95,13,16.210457,1.3755606,22040,2,10,2883.488088952567,Q259903
22083,Synergie,19.402985,193,77,88,3.9331157,-13.892814,22083,8,10,25133.199856927775,Q540614
22131,Liaison chimique,10.0,192,192,192,19.935892,-21.655716,22131,1,17,0.0,Q44424
22205,Ergot du seigle,11.343284,0,157,116,-14.720224,-14.487984,22205,2,11,0.0,Q217227
22496,Plutarque,16.716417,192,192,192,-24.103142,-13.623022,22496,6,6,48239.333333333336,Q41523
22500,Bataille de Crécy,11.343284,193,77,88,19.400219,17.279232,22500,2,10,4832.0,Q27759
22548,Effet photoélectrique,10.0,192,192,192,18.568335,1.6796483,22548,1,17,0.0,Q83213
22569,Tacite,10.0,192,192,192,-20.436752,-22.102928,22569,1,5,0.0,Q2161
22708,Cimetière du Montparnasse,12.686567,235,94,0,-5.656004,1.5281239,22708,3,12,24144.0,Q272208
23089,Meitnérium,11.343284,114,121,10,10.443642,-10.129738,23089,2,17,0.0,Q1258
23108,Harry Potter et la Coupe de feu,19.402985,255,42,47,21.157635,-20.369598,23108,8,13,14198.08702466217,Q46751
23231,Astronome,23.432835,0,148,245,-15.421196,-2.855571,23231,11,11,165313.34726498797,Q11063
23334,Didier van Cauwelaert,12.686567,152,129,0,14.022133,6.418834,23334,3,21,10303.712007251932,Q722453
23382,Accordéon,12.686567,54,124,233,6.885477,21.00833,23382,3,5,15395.226301037826,Q79838
23548,Boson,16.716417,114,121,10,-6.757573,17.373426,23548,6,17,11444.506672876685,Q43101
23745,Normands,12.686567,175,95,13,-6.850066,-17.810629,23745,3,3,24146.0,Q83418
23749,Grand Prix automobile de France,27.462687,41,139,0,-20.179478,-19.909224,23749,14,23,14941.067559859877,Q7997
24416,John Herschel,11.343284,192,192,192,11.745804,6.0017996,24416,2,17,2330.104922384284,Q14278
24506,Conductivité électrique,12.686567,114,121,10,-21.815512,2.5608785,24506,3,17,4832.0,Q4593291
24835,Polychlorobiphényle,11.343284,193,77,88,12.87374,16.240604,24835,2,10,2632.473240299315,Q211171
24921,(1) Cérès,14.029851,0,148,245,3.0129502,21.717806,24921,4,20,11372.843602477771,Q596
25051,Ceinture de Kuiper,16.716417,0,148,245,0.84421736,-1.3044964,25051,6,20,18352.623006228325,Q427
25251,Droit de courte citation,12.686567,193,77,88,7.7602124,22.516624,25251,3,10,12292.834806435558,Q2083900
25366,Goths,18.059702,152,129,0,-7.450576,-20.626137,25366,7,12,26941.621580530948,Q42193
25399,Heinrich Hertz,12.686567,0,148,245,-23.488792,-12.641043,25399,3,11,17569.97404768372,Q41257
25426,Papier,11.343284,192,192,192,-4.225598,-19.083776,25426,2,10,4832.0,Q11472
25639,Horemheb,32.835823,0,134,135,-21.698606,9.034909,25639,18,14,3268.461835915192,Q157995
25640,Ramsès Ier,26.119404,0,134,135,3.2642052,2.6612139,25640,13,14,648.4905053591251,Q1526
25651,Amon-Rê,15.373135,0,134,135,-8.426526,0.5082544,25651,5,14,0.7853535353535354,Q481554
25701,Auguste Comte,18.059702,192,192,192,-20.907183,-20.774054,25701,7,10,16075.079910303917,Q12718
25965,Khéops,26.119404,0,134,135,18.008448,8.30788,25965,13,14,6555.094840834565,Q161904
26160,Crétacé,11.343284,60,163,0,21.405008,-10.8809395,26160,2,25,4832.0,Q44626
26245,Jean-Pierre Léaud,10.0,255,42,47,-12.316628,24.385246,26245,1,18,0.0,Q295834
26315,Françoise Giroud,15.373135,193,77,88,-12.248603,15.492343,26315,5,10,16281.898877828602,Q386438
26327,Géographie de la Suisse,14.029851,193,77,88,-11.106469,-20.20884,26327,4,10,35827.49719842757,Q215941
26515,Luiz Inácio Lula da Silva,14.029851,192,192,192,-3.94396,0.30554134,26515,4,10,50689.9315356243,Q37181
26626,Manitoba,11.343284,193,77,88,18.100386,2.9776254,26626,2,10,4832.0,Q1948
26718,Route,15.373135,193,77,88,-10.20385,10.275951,26718,5,10,5185.500124019093,Q34442
26982,Sadi Carnot (physicien),14.029851,0,148,245,-14.075269,-5.3141036,26982,4,11,16905.180833768325,Q181685
27044,Kanak,12.686567,192,192,192,-10.421906,-3.660477,27044,3,20,8299.43977441348,Q178631
27178,El Niño,11.343284,192,192,192,18.38828,17.543962,27178,2,15,7085.23643447642,Q7939
27295,Liste des cantons du Calvados,10.0,0,134,74,0.054008394,2.3812485,27295,1,1,0.0,Q1754607
27324,Ylang-ylang,10.0,0,160,220,-5.5142984,-24.723797,27324,1,24,0.0,Q220963
27449,Identité remarquable,16.716417,192,192,192,8.889118,-11.541809,27449,6,15,752.8181754644203,Q1971429
27587,Robert Lamoureux,15.373135,0,157,116,-24.005651,9.318226,27587,5,1,39808.976647015406,Q2671274
27792,Eurythmics,18.059702,54,124,233,-11.086434,7.34805,27792,7,5,12574.629463557552,Q207706
27802,Libertaire,16.716417,193,77,88,1.9775318,7.4726954,27802,6,10,10406.42248500705,-1
27810,Maraîchage,10.0,192,192,192,-16.772821,23.223537,27810,1,19,0.0,Q143970
27939,Zébu,10.0,0,160,220,14.439819,-8.511345,27939,1,24,0.0,Q46889
28116,Western,30.149254,153,96,160,17.171097,-13.739886,28116,16,18,167421.20589963708,Q172980
