,Label,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
65975,"Les Rois maudits (mini-série, 1972)",10.0,185,97,239,-9.855528,-2.639844,65975,1,5,0.0,Q4380312
68084,"Massacre à la tronçonneuse (film, 1974)",15.0,193,77,88,6.4629145,23.75218,68084,3,0,24358.63993430093,Q886597
68188,Blasphème,20.0,193,77,88,2.804366,-1.0638777,68188,5,16,27713.757236577967,Q200481
69852,Tueur à gages,12.5,0,157,116,22.522465,-7.925605,69852,2,23,1369.0,Q378770
70289,Peter Bogdanovich,10.0,185,97,239,-16.25291,-2.0523422,70289,1,18,0.0,Q158250
70729,Vallabhbhai Patel,17.5,193,77,88,14.24985,7.520158,70729,4,16,4.833333333333334,Q9455
71124,André Téchiné,32.5,0,157,116,14.309221,-4.8121314,71124,10,23,29476.048597603407,Q523144
72202,Claude Zidi,52.5,185,97,239,-23.600454,-11.984564,72202,18,5,69688.84226661042,Q471010
72374,Frank Miller,15.0,54,124,233,-9.706988,12.69448,72374,3,3,2427.277965585286,Q207676
75323,Victor Lanoux,15.0,185,97,239,23.158087,2.8840654,75323,3,5,3052.9948937980384,Q1585313
76425,Alain Resnais,22.5,0,134,135,0.5936225,-15.109861,76425,6,5,2578.107765062779,Q218022
76994,Carnaval,10.0,0,134,74,22.926657,-2.1520784,76994,1,4,0.0,Q4618
77303,Pittsburgh,27.5,0,134,74,-4.2075753,-9.1061325,77303,8,4,49704.864461004756,Q1342
78008,Coupe de la Ligue anglaise de football,22.5,175,95,13,22.208345,-6.4093227,78008,6,6,8720.61301016247,Q11152
78090,Cent mille dollars au soleil,10.0,193,77,88,-4.4215465,-15.551505,78090,1,5,0.0,Q164770
78123,Last Action Hero,10.0,0,134,135,-11.049837,-22.295044,78123,1,5,0.0,Q858840
79408,"Van Gogh (film, 1991)",42.5,0,134,135,14.020649,11.992816,79408,14,5,1975.1590536619065,Q2301836
79916,Né en 17 à Leidenstadt,20.0,152,129,0,23.185602,-13.202711,79916,5,0,2602.3532430993228,Q3346795
81131,Jean-Claude Carrière,10.0,193,77,88,-17.817282,-12.260445,81131,1,5,0.0,Q551429
81806,Étienne Roda-Gil,15.0,0,126,172,24.034273,0.6660268,81806,3,0,4142.336406177427,Q2253112
82087,Antoine de Caunes,90.0,235,94,0,-4.4792433,-6.083178,82087,33,1,76346.6819929308,Q648036
84107,Dominique Baudis,12.5,235,94,0,3.2613065,-24.128565,84107,2,1,1368.9999999999998,Q1238159
85292,Walther PP,10.0,0,160,220,-23.873642,13.012885,85292,1,17,0.0,Q311237
85880,Philippe Gildas,100.0,235,94,0,10.735693,23.283424,85880,37,1,132630.1505408905,Q3379911
86775,Tueurs nés,12.5,0,134,74,-16.194653,-22.038021,86775,2,0,2736.0,Q748986
90018,Irlandais,27.5,0,126,172,-5.861246,-10.00652,90018,8,21,13609.25,Q9142
90813,Castlevania,17.5,253,0,107,-18.545746,-12.556772,90813,4,7,7759.82018779596,Q2515184
90986,Georges de Caunes,17.5,235,94,0,16.192848,11.351224,90986,4,1,468.0908757097234,Q3103681
93463,Jules Sitruk,12.5,152,129,0,-8.379338,16.70531,93463,2,5,1369.0,Q2583177
93735,David Coulthard,17.5,0,164,49,-0.42166105,-13.32576,93735,4,10,1.333333333333333,Q172832
94562,Le Cuirassé Potemkine,12.5,0,134,74,19.004606,-7.1144476,94562,2,4,0.0,Q152350
95258,Hubert Védrine,12.5,0,168,183,-2.86412,-5.932646,95258,2,12,0.037037037037037035,Q560682
99043,"Chaos (film, 2001)",10.0,185,97,239,6.872348,24.686096,99043,1,18,0.0,Q1406770
99975,Copa América,15.0,60,163,0,-7.110251,1.7771988,99975,3,6,2499.273127069011,Q178750
100720,Montagne Noire (France),20.0,192,192,192,20.061172,-13.579081,100720,5,24,1369.0,Q1509963
101036,Emma Daumas,17.5,152,129,0,6.187559,-14.122462,101036,4,0,12374.999822672336,Q541517
102069,Albert Algoud,55.0,235,94,0,8.902855,-1.414035,102069,19,1,4.224880511832845,Q2830909
102134,Ghetto de Varsovie,15.0,192,192,192,-5.8461776,-3.1799128,102134,3,13,6324.42467509619,Q154607
102144,Insurrection de Varsovie,15.0,192,192,192,-16.114075,3.1101031,102144,3,13,2736.0,Q1402078
102440,Karl Zéro,67.5,235,94,0,17.562761,2.027956,102440,24,1,108620.67348797362,Q3193481
102817,Astrid Lindgren,10.0,0,126,172,18.164091,-23.890944,102817,1,3,0.0,Q55767
103940,Émilie Dequenne,15.0,41,139,0,-1.928698,18.150253,103940,3,14,1729.1469737520554,Q259968
104259,"Casino Royale (film, 1967)",35.0,0,160,220,-17.188713,-23.503937,104259,11,17,502.4657304015592,Q591272
105233,Liste des chevaux de fiction,12.5,0,126,172,14.542939,-0.7270619,105233,2,3,1369.0,Q3247909
105326,Autour de Lucie,12.5,235,94,0,15.982253,-12.600068,105326,2,1,0.0,Q2873047
105676,Leinster,10.0,235,44,170,-17.904352,-3.7620058,105676,1,9,0.0,Q159736
107287,Anne-Josèphe Théroigne de Méricourt,10.0,193,77,88,-12.3891945,-9.165245,107287,1,4,0.0,Q266773
107508,Décret Crémieux,10.0,0,134,74,-17.214989,-10.963454,107508,1,4,0.0,Q281348
109397,Jean-Luc Lagardère,12.5,235,94,0,-18.746296,21.962484,109397,2,1,1369.0,Q321042
109973,Salem (Massachusetts),10.0,152,129,0,0.017951483,-0.4375199,109973,1,0,0.0,Q54140
110735,Bernard Ménez,12.5,0,134,74,-11.178076,-5.8888946,110735,2,1,2584.6478682409675,Q336694
111725,Arnaud Clément,30.0,114,121,10,14.820483,-18.642282,111725,9,20,1.2436077065872462,Q299944
111979,Le Docteur Jivago (film),12.5,0,134,74,-3.8505,15.462016,111979,2,4,3377.1162350498735,Q323827
112695,Juliette (chanteuse),22.5,153,96,160,6.627572,23.874504,112695,6,5,25652.251126357256,Q3189731
112794,Daniel Toscan du Plantier,12.5,0,126,172,-4.4030876,3.4629128,112794,2,5,2571.451910833668,Q325453
114140,Draveil,10.0,192,192,192,-13.8074045,5.1458764,114140,1,22,0.0,Q242524
114347,F. Murray Abraham,17.5,0,134,135,9.160517,10.15377,114347,4,5,30923.853408454914,Q181936
114414,Synagogue,20.0,0,134,74,1.9294492,7.2101927,114414,5,4,73742.61762923472,Q34627
114461,Åland,10.0,0,126,172,12.065268,15.319522,114461,1,21,0.0,Q5689
115140,Roger Vercel,15.0,193,77,88,-17.717064,17.13967,115140,3,5,405.6577294862964,Q3087522
116200,Andouille,10.0,193,77,88,-3.785836,6.057505,116200,1,5,0.0,Q492769
116672,Demain ne meurt jamais,45.0,0,160,220,-22.07245,-5.677548,116672,15,17,5504.822595033972,Q207916
117684,Tatie Danielle,17.5,0,157,116,-20.985842,-16.514101,117684,4,23,994.5544090727386,Q1030261
120541,Élisabeth Roudinesco,17.5,193,77,88,-11.159325,-17.147972,120541,4,4,4802.03966039513,Q274705
120787,Football Club Lorient,35.0,235,44,170,-11.564331,17.877352,120787,11,2,8999.640605967712,Q48911
122211,Bernie Bonvoisin,12.5,185,97,239,21.670273,5.7193007,122211,2,5,3247.4329508390388,Q2899054
122556,Liste des chansons de Jean Ferrat,17.5,0,134,74,-9.063414,8.692878,122556,4,4,4.166666666666666,Q3247696
123360,Bataille de Guadalcanal,10.0,54,124,233,-23.951677,8.089914,123360,1,3,0.0,Q217145
123859,Amiens Sporting Club,20.0,175,95,13,10.162073,10.877518,123859,5,6,9556.0,Q866884
124782,Jeu décisif,17.5,114,121,10,15.6122055,-13.323869,124782,4,20,673.3728464771942,Q908513
126984,Gérard Holtz,20.0,0,134,74,7.5237246,-4.303235,126984,5,1,9260.68368063099,Q3124024
128999,La Fleur du mal,12.5,193,77,88,-15.625409,17.675114,128999,2,5,1369.0,Q1211672
129915,Football Club de Gueugnon,15.0,235,44,170,-21.763369,17.59515,129915,3,2,4103.0,Q508322
130733,Prieuré de Sion,10.0,255,42,47,24.799868,7.612295,130733,1,8,0.0,Q212201
131107,Loïk Le Floch-Prigent,17.5,255,42,47,-11.876605,-16.389528,131107,4,8,122.82826275174075,Q1872728
131231,John Cleese,20.0,193,77,88,22.699654,-8.521913,131231,5,17,41402.61333214795,Q25014
131827,ASM Clermont Auvergne,27.5,235,44,170,17.472239,6.8581753,131827,8,9,1376.0,Q297901
134369,Le Projet Blair Witch,17.5,193,77,88,2.1556113,-8.458009,134369,4,0,36126.22558173591,Q644554
134589,Club sportif Sedan Ardennes,12.5,175,95,13,-4.512496,-16.02063,134589,2,6,10896.0,Q608988
135232,Eu (Seine-Maritime),10.0,255,42,47,17.471083,6.4234824,135232,1,8,0.0,Q211593
135704,Lynda Lemay,10.0,152,129,0,-13.157488,20.866695,135704,1,13,0.0,Q465723
139919,Theo van Gogh (réalisateur),30.0,0,134,135,1.5220284,-15.641578,139919,9,5,9632.471099963883,Q205456
141044,Théodorus van Gogh (négociant en art),30.0,0,134,135,2.375289,9.132656,141044,9,5,452.66386009246077,Q317188
143014,Christian Morin,17.5,235,94,0,7.5459843,-12.646765,143014,4,1,20345.741318525426,Q2965484
143532,Religion au Brésil,10.0,152,129,0,-9.3118305,-4.512459,143532,1,0,0.0,Q2746434
143977,Lion Air,12.5,193,77,88,-20.842012,-2.1775641,143977,2,16,0.0,Q1056794
144933,Matra (entreprise),10.0,235,94,0,-12.327377,8.327582,144933,1,1,0.0,Q35982
146814,Turkish Airlines,15.0,193,77,88,4.0042434,-24.119926,146814,3,16,7756.103950940956,Q4548
147332,Rougé,10.0,235,94,0,-6.3914895,-3.025511,147332,1,1,0.0,Q1065301
151390,Kryptonite,10.0,54,124,233,-19.397228,-11.094111,151390,1,3,0.0,Q421669
151763,Autoroute A10 (France),12.5,0,134,74,4.9856257,14.382686,151763,2,4,1369.0,Q788639
152717,Raí,12.5,60,163,0,-24.998045,-14.599236,152717,2,6,3797.4064604023433,Q312895
152742,Michel Denisot,47.5,235,94,0,18.623217,8.641727,152742,16,1,45741.546348664764,Q3309450
152794,Daniel Bravo,12.5,235,44,170,4.307871,-24.214743,152794,2,2,0.0,Q718471
153159,La Butte rouge,12.5,0,134,135,23.430023,-9.204776,153159,2,5,0.0,Q3206931
153524,Alain Roche,10.0,235,44,170,4.7511325,21.270905,153524,1,2,0.0,Q554785
154269,Jérôme Alonzo,10.0,235,44,170,-14.659811,-0.33171007,154269,1,2,0.0,Q1714988
154337,Gazélec Football Club Ajaccio,15.0,60,163,0,-1.2554917,11.470311,154337,3,2,4722.864468864462,Q627334
155359,Paul W. S. Anderson,12.5,54,124,233,-15.501676,-20.743433,155359,2,3,1369.0,Q380608
156760,Combat (journal),12.5,235,94,0,21.217604,-21.956194,156760,2,1,0.0,Q1113445
157380,Massacre à la tronçonneuse,10.0,193,77,88,-10.784221,-10.72704,157380,1,0,0.0,Q342880
157785,Laurent Fournier,12.5,235,44,170,-12.144567,-1.2446098,157785,2,2,1369.0,Q1360075
158582,Tortue luth,10.0,0,126,172,14.966927,8.089084,158582,1,21,0.0,Q120043
159329,Gazon maudit,10.0,0,134,135,-11.498018,16.050901,159329,1,5,0.0,Q1306348
161286,Jim Jarmusch,12.5,192,192,192,23.254835,1.8557416,161286,2,11,1369.0,Q191755
161752,Crystal Palace Football Club,15.0,175,95,13,-23.163322,-2.2535594,161752,3,6,15.166666666666666,Q19467
161924,Marthe Keller,15.0,0,157,116,-24.16055,21.179243,161924,3,23,3983.1850145341914,Q116265
162136,La Guerre des mondes,17.5,54,124,233,-9.703291,-15.2686205,162136,4,3,1369.0,Q213019
162523,Daniel Russo,17.5,41,139,0,5.0586724,18.609013,162523,4,14,14579.375020031257,Q2391128
164570,Leicester,20.0,175,95,13,-7.7093997,13.711159,164570,5,6,7596.7822003132405,Q83065
166163,Opération Condor,27.5,0,148,245,5.28703,13.252118,166163,8,15,6334.9930376722505,Q156017
168539,Scuderia Ferrari,55.0,0,164,49,-17.292542,-5.1172304,168539,19,10,4260.796209150109,Q169898
168787,Catherine Langeais,12.5,235,94,0,15.83366,-15.453267,168787,2,1,2736.0,Q2941967
169845,Les Barbouzes,10.0,185,97,239,-23.546732,-1.2149816,169845,1,5,0.0,Q475089
170319,Holy Lola,10.0,193,77,88,-2.681563,21.848223,170319,1,5,0.0,Q2297246
172050,Bismarck (cuirassé),10.0,192,192,192,-22.765133,-17.054724,172050,1,13,0.0,Q150857
173294,Jérôme Bonaldi,72.5,235,94,0,4.35483,-12.584227,173294,26,1,14256.353183422281,Q3190823
174287,Yves Lecoq,17.5,0,134,74,14.216214,-3.9548042,174287,4,1,11726.208733163956,Q3573790
176510,Jacqueline Joubert,17.5,235,94,0,20.219984,22.094189,176510,4,1,4101.0,Q438784
178769,Yvon Deschamps,20.0,153,96,160,-16.713934,-11.851297,178769,5,19,195.0030519682142,Q3574100
180322,Au service secret de Sa Majesté (film),45.0,0,160,220,-3.5231905,16.240019,180322,15,17,72.75112504884179,Q107894
181452,Anne Bancroft,10.0,0,134,74,-16.271263,-21.157425,181452,1,4,0.0,Q183532
181484,Immunité parlementaire en France,15.0,0,168,183,20.562967,-9.862819,181484,3,12,12490.019048699607,Q2391024
182040,Auvers-sur-Oise,27.5,0,134,135,11.096685,-13.900259,182040,8,5,237.98082595932522,Q212406
182825,Escalier,10.0,235,94,0,-5.5866914,-14.798936,182825,1,1,0.0,Q12511
184989,Mousquetaire,10.0,54,124,233,-7.6817775,-12.808017,184989,1,3,0.0,Q721960
185012,Coven,10.0,152,129,0,-2.0269675,12.71308,185012,1,0,0.0,Q29710
185102,Northumberland (comté),12.5,54,124,233,-8.134209,-22.596975,185102,2,3,6204.915516201423,Q23079
185144,Jimmy Connors,30.0,114,121,10,18.01319,8.841439,185144,9,20,1.3741993371788768,Q53393
185316,Coulommiers (Seine-et-Marne),15.0,0,168,183,10.650725,-23.354597,185316,3,12,2.6058823529411757,Q251731
185616,Challenge européen de rugby à XV,27.5,235,44,170,13.74683,7.343744,185616,8,9,6167.5,Q937951
186615,Rugby club toulonnais,42.5,235,44,170,10.642865,18.225489,186615,14,9,47140.757926412116,Q1857064
186624,La Chambre de Van Gogh à Arles,12.5,0,134,135,-10.275672,-5.9995575,186624,2,5,0.0,Q724377
187188,Leinster Rugby,20.0,235,44,170,12.001815,23.090569,187188,5,9,4756.0,Q1473374
188103,Bécassine (bande dessinée),15.0,153,96,160,23.301727,-24.95658,188103,3,5,2806.6455420759235,Q1019385
189141,Dissidence,10.0,0,160,220,-6.8737473,10.530239,189141,1,17,0.0,Q19509099
192229,Alan Stivell,22.5,152,129,0,9.809653,-17.290134,192229,6,0,29785.834138736333,Q10681
198259,Le Zénith Paris - La Villette,17.5,152,129,0,-16.918978,16.005596,198259,4,0,11163.97950931484,Q247566
198418,Colette Besson,10.0,0,168,183,7.7039275,17.219532,198418,1,12,0.0,Q233488
198861,Jean-Marie Bockel,12.5,192,192,192,15.17718,-24.080755,198861,2,22,5464.0,Q981661
200918,Boulevard du crépuscule,25.0,41,139,0,-16.812046,-2.6375103,200918,7,14,2872.3683001872046,Q193570
204671,Street Fighter (film),10.0,253,0,107,-3.257104,1.0078576,204671,1,7,0.0,Q1138659
205741,Alain Cavalier,15.0,185,97,239,21.869884,15.494794,205741,3,5,11695.655475090862,Q1683035
207244,Charlestown (Boston),10.0,0,134,74,-14.031911,-7.763181,207244,1,4,0.0,Q1756813
208152,Red Bull Racing,47.5,0,164,49,-24.823286,9.825682,208152,16,10,10312.874117563739,Q173663
216785,Security Service,17.5,0,160,220,-0.3326536,19.279535,216785,4,17,108.98126432391126,Q210175
216869,Harmonium (groupe),37.5,153,96,160,23.353691,-20.314243,216869,12,19,5792.632496788153,Q1410117
217824,Jay-Z,20.0,0,134,74,-22.989553,-9.20522,217824,5,0,11612.059300895831,Q62766
217896,Thierry Rey,10.0,185,97,239,-12.815841,-8.752894,217896,1,5,0.0,Q518227
218729,Le Lauréat,15.0,0,134,74,19.009567,7.075566,218729,3,4,1369.0,Q217627
219567,Les Noces funèbres,10.0,253,0,107,-23.437632,-5.304176,219567,1,7,0.0,Q164417
222204,François de Closets,15.0,185,97,239,-1.3577416,-6.575784,222204,3,18,3598.3756408595027,Q3086163
224437,Règle de saint Benoît,10.0,0,126,172,19.334732,-13.393242,224437,1,21,0.0,Q852724
225214,Copa Libertadores,17.5,60,163,0,12.669913,7.234942,225214,4,6,10576.206460402334,Q184795
225852,Emma de Caunes,20.0,235,94,0,-2.7549977,23.280333,225852,5,1,446.5002730261542,Q60304
225913,Michel Rivard,20.0,153,96,160,0.5147418,-8.820639,225913,5,19,4029.236126283842,Q3310711
226690,Rainer Werner Fassbinder,17.5,0,157,116,-13.686145,6.3554254,226690,4,23,6835.75,Q44426
226760,John Frankenheimer,12.5,0,157,116,-14.224163,-5.8361726,226760,2,23,160.69628561606993,Q262820
227303,Claire Bretécher,15.0,153,96,160,23.51234,-8.362006,227303,3,5,1485.3379155903638,Q440139
228983,Clemenceau (porte-avions),12.5,192,192,192,-21.517118,-17.625744,228983,2,13,1369.0,Q187622
229000,Foch (porte-avions),15.0,192,192,192,-18.345995,23.56885,229000,3,13,19515.037307138282,Q2080143
