,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
137869,Fred Rogers,137869,14,8,54203.5,Q1275768
139773,"Kohler, Wisconsin",139773,1,10,0.0,Q1675911
142787,Chester Morris,142787,2,21,132645.0,Q983420
144765,A Free Soul,144765,1,21,0.0,Q860764
145525,Mirror Image (The Twilight Zone),145525,2,21,7240.0,Q2658668
147019,Seabird,147019,10,37,39740.325000000004,Q55808
149831,Red Sonja,149831,2,25,143413.00794486274,Q162335
149867,Dewsbury,149867,2,11,131646.9119581424,Q525508
151855,Billy the Kid,151855,3,21,10859.0,Q44200
155851,John de Gray,155851,7,29,7.450000000000001,Q3809685
158383,Hawaiian Islands,158383,3,5,7241.0,Q192626
159778,Baikal seal,159778,1,0,0.0,Q4535
160422,1967 in music,160422,2,8,3621.0,Q2332014
161482,Suge Knight,161482,8,7,32543.5,Q455880
162997,Joan Littlewood,162997,1,21,0.0,Q443797
163169,Eazy-E,163169,5,7,5430.0,Q36804
163514,Buckeye,163514,1,9,0.0,Q349594
166619,Imperial General Headquarters,166619,10,5,1886.2801587302633,Q702397
167288,Michael Powell,167288,4,6,18092.0,Q55234
167520,Guyot,167520,2,0,3621.0000000000014,Q151957
168425,Goldfinger (novel),168425,14,34,586.8084415584791,Q1777426
170003,Moonraker (novel),170003,13,34,15.272727272727204,Q603310
170694,Bernard Lord,170694,10,30,6098.6833333336,Q2898254
173147,Hilary Rosen,173147,8,1,188.63452380952378,Q5761056
174002,My Three Sons,174002,7,21,21703.333333333336,Q1248011
175124,Genk,175124,2,11,105.84024751503142,Q189692
177223,Bodyboarding,177223,3,24,10327.121385626062,Q890097
177745,Irene Dunne,177745,7,8,46927.8191282301,Q230099
179796,Chiba Prefecture,179796,4,16,75711.0,Q80011
179815,Rex E. Lee,179815,3,2,7241.0,Q2147070
182248,Paektu Mountain,182248,2,0,3621.0000000000014,Q107635
183820,I Remember Mama (film),183820,3,8,137.64999999999984,Q1498445
185919,National Educational Television,185919,2,8,0.0,Q3873154
186874,Gwyneth Dunwoody,186874,4,14,5324.082872789689,Q334006
195468,Ring of Fire,195468,6,1,8724.825432900332,Q18783
200716,Barycenter,200716,1,0,0.0,Q809690
201083,Nông Đức Mạnh,201083,4,38,0.1111111111111111,Q369596
201787,English Electric Canberra,201787,5,11,18093.0,Q520964
201949,Mia Farrow,201949,7,8,82823.65484076024,Q202725
202107,André Previn,202107,7,8,161943.37558720456,Q155712
206216,Pelecaniformes,206216,5,37,1.1666666666666667,Q19338
207167,Fritz Pollard,207167,2,4,6461.187335280781,Q920035
208215,Geochronology,208215,3,0,0.5,Q213891
208660,Tropicbird,208660,7,37,3017.541666666306,Q19264
209301,From the Terrace,209301,2,21,7240.0,Q2010076
213162,Imperial Presidency,213162,2,2,0.0,Q1479847
214192,Viking FK,214192,3,11,133049.31915827448,Q211177
221677,Triple Crown (baseball),221677,3,17,19.979761904761904,Q1202041
223454,Quadraphonic sound,223454,1,30,0.0,Q782526
224690,Richard C. Blum,224690,2,2,3621.0,Q7324532
225487,Claudine (film),225487,3,21,7241.0,Q1440046
225702,BAC TSR-2,225702,1,11,0.0,Q795376
226806,Charles Kingsford Smith,226806,2,37,0.0,Q1065180
227281,Bledisloe Cup,227281,4,11,730.1035714286062,Q641010
227456,National Hot Rod Association,227456,3,27,72059.0,Q1536294
230374,Brownlow Medal,230374,27,20,33621.767397947086,Q3853498
236104,Imperial Japanese Navy,236104,17,5,517611.6079922415,Q219712
236268,Pioneer plaque,236268,2,0,197.4701753767676,Q412
239210,University of Waikato,239210,1,17,0.0,Q606140
239583,Dallas Texans (NFL),239583,2,4,10857.0,Q3519327
239702,Boston Yanks,239702,2,4,7240.0,Q894603
241880,LA Galaxy,241880,13,18,877076.550212702,Q204357
242101,John Williams (actor),242101,4,21,79331.0,Q921945
243669,Australia II,243669,3,37,3621.0000000000005,Q781258
244828,Don Budge,244828,4,10,160965.0,Q53343
251879,Al Franken,251879,5,2,241589.49058479274,Q319084
253410,Dickinsonia,253410,4,0,1206.6666666667033,Q292078
260376,"Middleton, Wisconsin",260376,1,4,0.0,Q1570640
261108,DJ Yella,261108,3,7,0.5,Q470609
262734,Hoatzin,262734,3,37,0.2,Q188660
262979,History of Sesame Street,262979,1,8,0.0,Q5866447
264545,Whyalla,264545,2,20,7240.0,Q706029
265033,Space Jam,265033,3,32,32525.000000000007,Q207659
265083,Solomon Islands,265083,29,5,401615.5536302,Q685
265778,Peter Tatchell,265778,3,29,43384.33507494166,Q1343213
271434,Minority government,271434,6,30,129098.67063492067,Q114793
271821,Dervla Murphy,271821,1,0,0.0,Q2114480
277170,Maumoon Abdul Gayoom,277170,10,38,4138.628571428618,Q297957
277174,St John Philby,277174,3,14,82777.0,Q584868
286571,Charnia,286571,4,0,14472.33333333334,Q134755
287384,"John Campbell, 9th Duke of Argyll",287384,1,30,0.0,Q334971
287415,Rideau Hall,287415,6,30,39766.0,Q2151874
288076,You Only Live Twice (novel),288076,14,34,1159.3560606060796,Q1262456
288121,Sid Luckman,288121,23,4,536107.6199773857,Q456194
289586,The Man with the Golden Gun (novel),289586,13,34,15.272727272727204,Q1195639
289961,John Cairncross,289961,8,14,1641.5032800044428,Q528192
292805,Blockbuster LLC,292805,2,12,3620.999999999999,Q884711
293861,Motorsport,293861,10,24,338635.8689384318,Q5367
294496,Prediction market,294496,1,0,0.0,Q282283
295523,Green Cross (Japanese company),295523,1,5,0.0,Q5602462
296912,James Agee,296912,1,8,0.0,Q352963
298284,Operation Pegasus,298284,4,0,0.25,Q542093
298398,Micheál Martin,298398,3,37,143280.0,Q920403
298901,Merchant Ivory Productions,298901,4,8,32532.0,Q2407366
304076,Trans Canada Trail,304076,1,30,0.0,Q356958
304722,Rick Sutcliffe,304722,8,17,16558.903096090555,Q3431604
311834,The Catch (baseball),311834,3,17,2509.2348921107396,Q7721698
324564,Isadore Singer,324564,2,0,0.0,Q353407
324752,Atiyah–Singer index theorem,324752,6,0,7227.833333333336,Q755991
325397,Shea Hillenbrand,325397,1,17,0.0,Q7492129
326299,Stockton and Darlington Railway,326299,2,29,7240.0,Q375044
328523,Kamagaya,328523,2,16,0.0,Q387365
330943,Red-billed tropicbird,330943,5,37,1809.1166666666666,Q686600
334532,Riven,334532,8,25,3622.3509532284816,Q2265002
334975,Robert Harvey (footballer),334975,34,20,13698.970529195967,Q7345303
335005,Dick Durbin,335005,19,2,20443.43300021381,Q434804
335068,John Cornyn,335068,21,2,57207.502278792024,Q719568
337380,West Australian Football League,337380,40,20,478251.64605991414,Q7984357
338938,Anthony Blunt,338938,8,14,1643.0866133377735,Q508392
342991,Johnny Herbert,342991,9,24,21423.14240416129,Q172751
342996,Bishop Auckland,342996,2,29,10857.0,Q866339
343806,Labour Party Conference,343806,16,14,55200.50130473874,Q6467451
350048,Maxwell Anderson,350048,3,34,10859.0,Q432919
352564,John Cockcroft,352564,2,0,7240.000000000003,Q62897
353480,Władysław Sikorski,353480,2,0,67316.84112442225,Q153132
354214,Donald Hamilton,354214,4,34,0.0,Q449797
355454,Central Sulawesi,355454,8,1,5.367099567099568,Q5065
358694,State Opening of Parliament,358694,3,29,119138.26354902514,Q1550193
360245,The Sun Also Rises,360245,2,34,3621.0000000000005,Q501351
360388,Linda Lingle,360388,1,2,0.0,Q231701
362045,Citizen X,362045,1,12,0.0,Q1093438
363274,Ben Nelson,363274,2,2,1803.85570861769,Q718542
363279,Lindsey Graham,363279,31,2,179939.68698802128,Q22212
364976,Bolide,364976,3,0,4.833333333333333,Q317167
367103,Patrick Leahy,367103,24,2,75764.35762404934,Q59315
373987,Pro forma,373987,2,29,121478.36103411745,Q2481549
375263,Chuck Grassley,375263,27,2,41212.916107074845,Q529294
376989,Amy Sherman-Palladino,376989,7,8,10524.498911035871,Q436780
381742,Mike Enzi,381742,18,2,2090.845420667212,Q432431
382941,1st Airborne Division (United Kingdom),382941,7,0,1977.5539854773176,Q161891
382952,Frederick Browning,382952,6,0,82654.17614707763,Q719369
382961,Roy Urquhart,382961,5,0,771.0539854772317,Q711594
383365,USS Chicago (CA-29),383365,4,5,57.833333333333336,Q2119791
383395,Battle of Rennell Island,383395,14,5,35856.98171252517,Q610242
383893,Cyan Worlds,383893,7,25,650.1771384468257,Q1146905
386440,Trần Đức Lương,386440,10,38,0.6567460317460317,Q139324
386585,Hannah Storm,386585,2,4,928.0961609583717,Q5648959
389458,South Sulawesi,389458,6,1,3624.4575757575763,Q5078
394825,Hail to the Redskins,394825,2,4,14472.0,Q5639223
398490,List of post-confederation New Brunswick general elections,398490,15,30,21.60883838383839,Q3586947
402768,Ernest Bevin,402768,2,14,0.0,Q332365
403585,Captain Marvel (DC Comics),403585,7,12,171644.40000000002,Q534153
406877,Henry Winkler,406877,8,8,14623.983008675423,Q343983
406972,Operation Ore,406972,1,11,0.0,Q7097354
407626,National Anthem of Saudi Arabia,407626,2,14,0.0,Q235316
407764,Witch of Agnesi,407764,2,0,3621.0000000000014,Q517269
407889,Robert Aderholt,407889,4,2,1810.0,Q672671
407922,Ed Pastor,407922,2,2,0.0,Q1282450
407926,Jeff Flake,407926,14,2,50747.599719290665,Q929581
407995,Frank Cho,407995,4,12,146666.7849123046,Q562317
408553,John Boozman,408553,16,2,8.855878332194123,Q1344707
408584,Jerry Moran,408584,17,2,14544.432253813166,Q1365787
410279,Chris Bonington,410279,6,37,36122.66666666667,Q919542
411889,Bobby Rush,411889,5,2,3335.943040930375,Q888599
414048,40 Eridani,414048,1,0,0.0,Q67622062
414629,Mel Watt,414629,4,2,10859.0,Q983446
416276,Shawn Graham,416276,12,30,10317.094444444183,Q368427
416597,Heaven Lake,416597,1,0,0.0,Q714023
416906,Barry Gardiner,416906,10,14,30087.013228475967,Q391169
416913,Kate Hoey,416913,4,14,0.0,Q689166
417384,CompuBox,417384,3,7,166807.11904762592,Q2990893
417528,Adam Price,417528,3,14,7241.0,Q3405033
418690,New Brunswick Liberal Association,418690,22,30,74292.0858225099,Q2867848
418965,Premier of New Brunswick,418965,14,30,11.233008658008657,Q12270252
419302,Patricia Scotland,419302,4,14,28920.0,Q194713
420671,Keri Russell,420671,6,8,22883.139438272672,Q229426
421677,Stephen Pound,421677,4,14,0.0,Q3412180
422325,Takuma Sato,422325,8,24,13959.774444632612,Q171297
425264,Phobos 1,425264,2,0,0.0,Q2912121
426049,Empress Myeongseong,426049,1,5,0.0,Q464503
427339,Dominic Grieve,427339,3,14,10853.0,Q332994
428052,Sagittarius Dwarf Spheroidal Galaxy,428052,1,0,0.0,Q32885
428608,Chris Leslie,428608,2,14,7232.0,Q749759
428722,Kree–Skrull War,428722,18,12,0.8000000000000003,Q2700280
429225,Regents of the University of California,429225,1,2,0.0,Q7308136
430580,Matt Snell,430580,1,4,0.0,Q5574302
435161,Birch and Swinnerton-Dyer conjecture,435161,2,0,3612.000000000002,Q527863
437051,Larry Merchant,437051,2,7,0.0,Q6490801
439014,Dinorwig Power Station,439014,1,1,0.0,Q1146238
439887,Prime Minister of Vietnam,439887,13,38,1572.660714285761,Q1043568
444584,Clause IV,444584,5,14,0.8928571428571428,Q1092400
446872,Tha Dogg Pound,446872,2,7,0.0,Q1070141
450452,Jacqui Smith,450452,1,14,0.0,Q237217
451227,Paul Mariner,451227,6,26,7240.0,Q537783
451697,Kay Hagan,451697,2,2,0.0,Q261003
453688,North Sulawesi,453688,7,1,4.766666666666666,Q5068
456168,Mark Lamarr,456168,1,8,0.0,Q15072754
457011,Nenad Zimonjić,457011,4,22,12657.266666666666,Q310419
457090,Immortus,457090,12,12,0.09090909090909091,Q3543422
457841,Mark Burnett,457841,5,8,0.0,Q3294019
458022,Tampa Stadium,458022,1,4,0.0,Q2095984
461212,Face the Nation,461212,3,2,36129.0,Q1655894
462384,Dick Van Dyke,462384,17,8,470647.10051699576,Q310295
462485,Derek Hatton,462485,1,14,0.0,Q5262024
462915,Snap election,462915,3,37,139811.0,Q1333366
464227,Thandie Newton,464227,2,8,3621.0,Q229029
466686,President of Vietnam,466686,16,38,2005.1301948052737,Q866680
469932,Robin and the 7 Hoods,469932,6,21,21768.390331890358,Q1471244
472600,Makhachkala,472600,6,7,1972.5333333333342,Q5168
479733,Sheila Jackson Lee,479733,5,2,4167.433481535526,Q461734
481708,Imperial Japanese Army,481708,19,5,32617.81775472507,Q276535
482997,New Brunswick New Democratic Party,482997,18,30,26.588600288600293,Q3345050
483554,Marcelo Ríos,483554,1,22,0.0,Q272532
485715,List of PlayStation games (A–L),485715,16,32,9478.699206349647,Q2360101
489359,HMS Bulwark (L15),489359,1,29,0.0,Q453570
490129,The Spy Who Loved Me (novel),490129,13,34,15.272727272727204,Q545151
491093,Harry Vardon,491093,17,10,84025.79327048954,Q945877
495562,Blue Water Bridge,495562,4,3,0.0,Q885931
495650,Birgit Prinz,495650,6,19,7245.4000000000015,Q109868
495792,Rob Marshall,495792,6,8,42417.695457438174,Q353501
497257,Manon Rhéaume,497257,1,3,0.0,Q443629
504325,"Montreuil, Seine-Saint-Denis",504325,2,25,50914.026451060716,Q193370
505568,Byron Nelson,505568,20,10,294694.0327772997,Q725776
517430,Greg Rusedski,517430,5,22,146876.31666666668,Q335209
518862,Tokyo Express,518862,12,5,34355.868256538226,Q376667
520049,Quabbin Reservoir,520049,1,2,0.0,Q1124827
521158,Australian Rugby League,521158,24,13,64523.383568870806,Q2872178
522797,Lou Groza Award,522797,11,4,63693.35661641272,Q643496
524745,Progressive Conservative Party of New Brunswick,524745,21,30,40.87828282828283,Q3366632
528271,Paul Reiche III,528271,3,25,1809.9999999999998,Q2376341
529753,Elseworlds,529753,3,12,16.91666666666666,Q194712
531828,Tom Heinsohn,531828,9,23,43044.092111269434,Q460193
536759,Pride Park Stadium,536759,6,19,224.87138133673673,Q201612
541450,For Your Eyes Only (short story collection),541450,14,34,690855.2727272714,Q161191
543707,New Amsterdam (disambiguation),543707,1,37,0.0,Q399069
550780,Wild Arms,550780,7,32,5.533333333333334,Q4978563
550979,Stanisław Sosabowski,550979,6,0,68321.9306163518,Q221531
552819,Old Prussians,552819,4,0,3618.9999999999995,Q109073
554871,Valentia Island,554871,1,14,0.0,Q1146838
557152,Guy Burgess,557152,14,14,240662.75974695003,Q918668
558474,Joe Kinnear,558474,2,19,0.0,Q556620
559878,Margaret Lockwood,559878,5,6,39758.0,Q269202
563616,Ubisoft,563616,11,25,99295.1243950886,Q188273
563932,Shocked quartz,563932,3,0,1808.3333333333342,Q1061666
563975,François Hollande,563975,3,2,7240.0,Q157
569217,LMS Jubilee Class,569217,1,5,0.0,Q4042479
572573,Tharangambadi,572573,2,1,3621.0000000000005,Q732594
577172,Cambridge Apostles,577172,5,14,316.72033002056907,Q1028290
592763,Franco Harris,592763,9,4,574267.3706829466,Q1333547
593155,Federal Open Market Committee,593155,1,2,0.0,Q2289022
594895,Ridge Racer,594895,1,32,0.0,Q389781
599079,Ahvaz,599079,7,14,2538.1166666664926,Q170366
599391,Jim DeMint,599391,6,2,7460.631178954252,Q22201
600764,Straits of Mackinac,600764,3,3,3621.0,Q1073685
603151,Edward Andrews,603151,4,21,157595.0,Q3048431
605077,.us,605077,3,2,3621.0,Q37861
606903,Willie McCovey,606903,6,17,12045.766743491182,Q3569094
607950,Bert Trautmann,607950,3,19,82410.30884738061,Q374982
608259,Leganés,608259,2,11,0.0,Q77433
611800,"Collingwood, Victoria",611800,2,20,0.0,Q1109698
616786,Kiss of Death (1995 film),616786,3,21,13488.463293376146,Q2000941
626523,Oscar Goodman,626523,1,25,0.0,Q515259
639729,Ice Cold in Alex,639729,1,21,0.0,Q739141
640543,Formula One regulations,640543,6,24,2208.2137129278726,Q1437487
641246,Charles Strouse,641246,4,8,11178.514277025648,Q2960275
643791,Joe Medwick,643791,5,17,4102.178038833589,Q6211313
645533,Formula One racing,645533,10,24,4497.443101135359,Q2705092
647880,Ramzan Kadyrov,647880,2,7,7240.0,Q217115
649677,Super League (Australia),649677,18,13,22014.95505249253,Q3504213
650338,Sidney Howard,650338,3,8,3871.4588811688,Q1132960
651926,Dromaeosaurus,651926,1,0,0.0,Q131082
652132,Joseph Wiseman,652132,6,34,28932.0,Q448271
654136,Hal Sutton,654136,16,10,11715.351127636179,Q179752
657584,"John Bertrand (sailor, born 1946)",657584,1,37,0.0,Q1699327
660234,Miramichi,660234,1,30,0.0,Q3315874
662917,United States Army Air Service,662917,4,37,0.0,Q2096700
666742,Legislative Assembly of New Brunswick,666742,20,30,32.77272727272727,Q1516914
667786,Menai Suspension Bridge,667786,1,30,0.0,Q581526
669844,Volcanology of Iceland,669844,3,0,3621.0000000000014,Q11282196
670155,"Music of Austin, Texas",670155,1,3,0.0,Q6942008
671796,Kree,671796,23,12,12122.090995138755,Q1831952
671806,Skrull,671806,21,12,11313.532067259626,Q637245
672658,Katla (volcano),672658,3,0,10857.000000000005,Q201914
673147,Maldivian Democratic Party,673147,7,38,515.59523809521,Q1778600
674089,Don Majkowski,674089,4,9,47829.82576226698,Q5293053
697436,Digging stick,697436,2,0,0.0,Q1413759
704690,Donald Maclean (spy),704690,7,14,1.6666666666666665,Q523120
705453,Marisa Pavan,705453,3,8,30400.43771965007,Q271885
706651,Sinsheim,706651,3,11,21726.538690476184,Q14950
707638,Rand Miller,707638,6,25,0.0,Q716008
708597,Sudbury Basin,708597,5,0,7241.16666666667,Q281965
714030,Dybbuk,714030,2,8,3621.0000000000005,Q1209317
724703,Nikki Webster,724703,1,32,0.0,Q975465
728776,Zlatan Ibrahimović,728776,11,18,891486.5380737386,Q46896
730217,Kōtoku-in,730217,3,0,7240.000000000004,Q672056
731880,Memorial Stadium (Clemson),731880,8,9,6070.051895032468,Q543579
732520,Saint Louis School,732520,1,9,0.0,Q30220826
735618,Spycatcher,735618,1,34,0.0,Q2787608
737384,Illini,737384,1,10,0.0,Q5999221
737843,Adel al-Jubeir,737843,1,5,0.0,Q623802
743749,Charlie Whiting,743749,1,24,0.0,Q173538
746584,USL League Two,746584,12,3,578906.809460575,Q976491
748619,Voltairine de Cleyre,748619,2,3,7240.0,Q235361
751099,Dagestan,751099,10,7,107488.68333332347,Q5118
751663,Strahov Stadium,751663,1,24,0.0,Q1353687
752027,U.S. Route 25,752027,4,3,2.6333333333333333,Q408169
752194,Matt Helm,752194,7,34,200650.43333333358,Q16663769
752314,2003 NBA draft,752314,1,33,0.0,Q1352101
752594,List of tallest structures in the United States,752594,1,40,0.0,Q6642428
752753,Dougal Haston,752753,4,37,0.0,Q330619
754337,Stade Josy Barthel,754337,7,11,22638.362366157202,Q945298
758526,Gunichi Mikawa,758526,10,5,33634.42812177371,Q435915
758911,Richard S. Hamilton,758911,1,0,0.0,Q239904
760019,Percival Molson Memorial Stadium,760019,1,39,0.0,Q732147
760608,"Peter Taylor (footballer, born 1953)",760608,3,3,14069.180065175375,Q403151
760828,Myst (series),760828,9,25,4835.503309699953,Q474301
766048,Jo Van Fleet,766048,1,21,0.0,Q233832
768322,Los Angeles Memorial Sports Arena,768322,4,23,214192.40262741043,Q1571403
769842,Harry Andrews,769842,3,21,43331.0,Q1340574
770443,Île Amsterdam,770443,6,37,61322.5,Q194215
772680,Mail Order Monsters,772680,2,25,0.0,Q6735695
779283,Edmund Gwenn,779283,1,21,0.0,Q344750
780596,Lake Wanapitei,780596,2,0,0.0,Q688897
780756,John Thompson (basketball),780756,6,23,127474.15917507061,Q1459540
788891,William J. Flake,788891,3,2,0.0,Q8013217
793633,Jon Plowman,793633,1,8,0.0,Q15968290
797018,Newcastle Knights,797018,36,13,175514.98446438846,Q3339101
801484,Elton Brand,801484,4,23,32251.080729883877,Q310281
805655,Roy Cazaly,805655,7,20,7580.484840106265,Q7372655
808774,Jason Akermanis,808774,11,20,13380.105100899162,Q6161906
820652,John Frost (British Army officer),820652,6,0,1627.802781131609,Q958393
821177,Charles Osgood,821177,1,2,0.0,Q5081387
829297,Virginia–Virginia Tech football rivalry,829297,4,9,5856.291650114811,Q5153725
830777,Jeunesse Esch,830777,2,11,0.0,Q433541
832578,Rangeomorph,832578,3,0,1206.3333333333699,Q547464
833550,Lloyd Doggett,833550,3,2,1.6666666666666665,Q363817
838372,United States Senate Committee on Rules and Administration,838372,11,2,0.676923076923077,Q2495431
838419,United States Senate Special Committee on Aging,838419,12,2,8592.149581140675,Q7891353
842587,Alex Greenwald,842587,2,12,30154.05883456592,Q4717099
842911,Bipartisanship,842911,3,2,228.3149547522418,Q333034
842941,Dassault Mirage IV,842941,2,11,3621.0,Q754180
842974,Our Man Flint,842974,2,34,7239.999999999998,Q1200038
843107,Use value,843107,1,3,0.0,Q1497178
844641,Letty Aronson,844641,1,8,0.0,Q3831197
844858,Manado,844858,4,1,0.0,Q15847
845086,KHNL,845086,1,2,0.0,Q6330252
845118,KGMB,845118,2,2,3621.0,Q3191395
849460,Rick Jones (character),849460,20,12,1252.8862843585146,Q2535955
850160,Walter B. Jones Jr.,850160,2,2,0.0,Q512537
850514,Entertaining Mr Sloane,850514,3,21,36141.0,Q937113
854045,De-Lovely,854045,1,12,0.0,Q595612
858538,Murray Perahia,858538,3,14,155625.5032122536,Q326221
